lise_adi,sehir,lise_id
SİNOP ATATÜRK ANADOLU LİSESİ (SİNOP - MERKEZ),SİNOP,5873
BTSO ALİ OSMAN SÖNMEZ SOSYAL BİLİMLER LİSESİ (BURSA - OSMANGAZİ),BURSA,5874
BUCAK ANADOLU LİSESİ (BURDUR - BUCAK),BURDUR,5875
ATATÜRK ANADOLU LİSESİ (ANTALYA - SERİK),ANTALYA,5876
CEZERİ YEŞİL TEKNOLOJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,5877
ÇİĞLİ MEHPARE YAĞCI ANADOLU İMAM HATİP LİSESİ (İZMİR - ÇİĞLİ),İZMİR,5878
MURGUL ATATÜRK ANADOLU LİSESİ (ARTVİN - MURGUL),ARTVİN,5879
ÖZEL BALKANLAR KOLEJİ ANADOLU LİSESİ (İSTANBUL - PENDİK),İSTANBUL,5880
ÖZEL ESKİŞEHİR YENİ ÇİZGİ TEMEL LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,5881
BURDUR USO ANADOLU LİSESİ (BURDUR - MERKEZ),BURDUR,5882
DOMANİÇ ŞEHİT ÖMER HALİSDEMİR ANADOLU LİSESİ (KÜTAHYA - DOMANİÇ),KÜTAHYA,5883
HACI ŞERAFETTİN IŞIK ANADOLU LİSESİ (ADANA - KARATAŞ),ADANA,5884
ÖZEL BOSTANLI FEN BİLİMLERİ TEMEL LİSESİ (İZMİR - KARŞIYAKA),İZMİR,5885
ÖZEL KOÇAŞ ANADOLU LİSESİ (ANTALYA - MURATPAŞA),ANTALYA,5886
RIFAT CANAYAKIN ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAYRAMPAŞA),İSTANBUL,5887
ŞEHİT ERSAN SANCI ANADOLU LİSESİ (SAMSUN - LADİK),SAMSUN,5888
MERAM ÖZEL SINAV ANADOLU LİSESİ (KONYA - MERAM),KONYA,5889
ÖZEL AVCILAR NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ (İSTANBUL - AVCILAR),İSTANBUL,5890
ÖZEL ESKİŞEHİR ORGANİZE SANAYİ BÖLGESİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,5891
ÖZEL TEKİRDAĞ DOĞA KOLEJİ FEN LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),TEKİRDAĞ,5892
ABDURRAHMAN GÜRSES ANADOLU İMAM HATİP LİSESİ (İSTANBUL - PENDİK),İSTANBUL,5893
ADNAN MENDERES KIZ ANADOLU İMAM HATİP LİSESİ (MANİSA - AKHİSAR),MANİSA,5894
AHLAT SELÇUKLU ANADOLU LİSESİ (BİTLİS - AHLAT),BİTLİS,5895
ATATÜRK MESLEKİ VE TEKNİK ANADOLU LİSESİ (ÇANAKKALE - GELİBOLU),ÇANAKKALE,5896
AVCILAR KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - AVCILAR),İSTANBUL,5897
BAŞKALE ANADOLU İMAM HATİP LİSESİ (VAN - BAŞKALE),VAN,5898
BORSA İSTANBUL MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - KARACABEY),BURSA,5899
BOZKURT ANADOLU İMAM HATİP LİSESİ (KASTAMONU - BOZKURT),KASTAMONU,5900
BOZÜYÜK KIZ ANADOLU İMAM HATİP LİSESİ (BİLECİK - BOZÜYÜK),BİLECİK,5901
CUMHURİYET LİSESİ,,5902
ÇAYKARA ÇOK PROGRAMLI ANADOLU LİSESİ (TRABZON - ÇAYKARA),TRABZON,5903
DOMANİÇ ANADOLU İMAM HATİP LİSESİ (KÜTAHYA - DOMANİÇ),KÜTAHYA,5904
ESENLER GÜZİDE ÖZDİLEK KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ESENLER),İSTANBUL,5905
ESENLER MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ESENLER),İSTANBUL,5906
FATMA ALİYE MESLEKİ VE TEKNİK ANADOLU LİSESİ (MANİSA - SOMA),MANİSA,5907
GEMLİK ANADOLU İMAM HATİP LİSESİ (BURSA - GEMLİK),BURSA,5908
GÜLNAZ-İBRAHİM GÜNGÖR TARA MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - KAHRAMANKAZAN),ANKARA,5909
HALİT TOKUL ANADOLU İMAM HATİP LİSESİ (MANİSA - KULA),MANİSA,5910
HASKÖY ANADOLU LİSESİ (MUŞ - HASKÖY),MUŞ,5911
HAYME ANA MESLEKİ VE TEKNİK ANADOLU LİSESİ (ERZURUM - PASİNLER),ERZURUM,5912
HERSEKZADE AHMET PAŞA ANADOLU İMAM HATİP LİSESİ (EDİRNE - KEŞAN),EDİRNE,5913
HINIS ANADOLU İMAM HATİP LİSESİ (ERZURUM - HINIS),ERZURUM,5914
İVRİNDİ ANADOLU İMAM HATİP LİSESİ (BALIKESİR - İVRİNDİ),BALIKESİR,5915
KADRİ YÖRÜKOĞLU KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - GAZİOSMANPAŞA),İSTANBUL,5916
KARTAL MEHMET AKİF ERSOY ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KARTAL),İSTANBUL,5917
KOPAL ÇOK PROGRAMLI ANADOLU LİSESİ (ERZURUM - KARAÇOBAN),ERZURUM,5918
MEHMET AKİF ERSOY ANADOLU İMAM HATİP LİSESİ (IĞDIR - ARALIK),IĞDIR,5919
MEHMET AKİF ERSOY MESLEKİ VE TEKNİK ANADOLU LİSESİ (HAKKARİ - MERKEZ),HAKKARİ,5920
MUSTAFA KEMAL PAŞA ANADOLU İMAM HATİP LİSESİ (BURSA - MUSTAFAKEMALPAŞA),BURSA,5921
NUR-HAYATİ KURTCAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,5922
ÖMER NASUHİ BİLMEN ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),İSTANBUL,5923
ÖMER ÖZMİMAR ERKEK ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - ŞAHİNBEY),GAZİANTEP,5924
ÖZEL SAYE ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,5925
ÖZEL SİVEREK SINAV ANADOLU LİSESİ (ŞANLIURFA - SİVEREK),ŞANLIURFA,5926
PERVARİ BORSA İSTANBUL ANADOLU LİSESİ (SİİRT - PERVARİ),SİİRT,5927
SADIK GÖÇEN ANADOLU LİSESİ (MUĞLA - KAVAKLIDERE),MUĞLA,5928
SARUHANLI ANADOLU İMAM HATİP LİSESİ (MANİSA - SARUHANLI),MANİSA,5929
SELAHADDİN EYYUBİ ANADOLU İMAM HATİP LİSESİ (KARS - MERKEZ),KARS,5930
SELAHADDİN EYYUBİ ANADOLU İMAM HATİP LİSESİ (ŞANLIURFA - VİRANŞEHİR),ŞANLIURFA,5931
SERVİ ERDEMOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),GAZİANTEP,5932
SÜRMENE ŞEHİT MUHAMMET YILDIZ ANADOLU İMAM HATİP LİSESİ (TRABZON - SÜRMENE),TRABZON,5933
ŞEHİT ABDULLAH ÖREN ANADOLU İMAM HATİP LİSESİ (ANKARA - NALLIHAN),ANKARA,5934
ŞEHİT ABDULVAHAP ÇOKUR MESLEKİ VE TEKNİK ANADOLU LİSESİ (DİYARBAKIR - KAYAPINAR),DİYARBAKIR,5935
ŞEHİT ÖZCAN ÖZSOY KIZ ANADOLU İMAM HATİP LİSESİ (BURSA - KARACABEY),BURSA,5936
TEKMAN ANADOLU İMAM HATİP LİSESİ (ERZURUM - TEKMAN),ERZURUM,5937
TİRE ANADOLU İMAM HATİP LİSESİ (İZMİR - TİRE),İZMİR,5938
TUŞBA ŞEHİT FERHAT ARSLAN ANADOLU İMAM HATİP LİSESİ (VAN - TUŞBA),VAN,5939
ÜMİT MERİÇ KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,5940
YUSUF ZİYA BEY KIZ ANADOLU LİSESİ (ERZURUM - OLTU),ERZURUM,5941
AHMET TOPRAK ÇOK PROGRAMLI ANADOLU LİSESİ (DİYARBAKIR - LİCE),DİYARBAKIR,5942
AKYAZI ANADOLU LİSESİ (SAKARYA - AKYAZI),SAKARYA,5943
ARDAHAN REKABET KURUMU ANADOLU LİSESİ (ARDAHAN - MERKEZ),ARDAHAN,5944
AYVACIK ANADOLU İMAM HATİP LİSESİ (ÇANAKKALE - AYVACIK),ÇANAKKALE,5945
BORSA İSTANBUL ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ARNAVUTKÖY),İSTANBUL,5946
ÇAY KARACAÖREN ÇOK PROGRAMLI ANADOLU LİSESİ (AFYONKARAHİSAR - ÇAY),AFYONKARAHİSAR,5947
ÇAYCUMA ANADOLU İMAM HATİP LİSESİ (ZONGULDAK - ÇAYCUMA),ZONGULDAK,5948
DİGOR ANADOLU LİSESİ (KARS - DİGOR),KARS,5949
DURSUNBEY SARI HOCA ANADOLU İMAM HATİP LİSESİ (BALIKESİR - DURSUNBEY),BALIKESİR,5950
EMİRDAĞ ANADOLU İMAM HATİP LİSESİ (AFYONKARAHİSAR - EMİRDAĞ),AFYONKARAHİSAR,5951
GELİBOLU ANADOLU İMAM HATİP LİSESİ (ÇANAKKALE - GELİBOLU),ÇANAKKALE,5952
GELİBOLU İMAM HATİP LİSESİ (ÇANAKKALE),,5953
GÖLYURT ÇOK PROGRAMLI ANADOLU LİSESİ (ADIYAMAN - GERGER),ADIYAMAN,5954
İHSAN MERMERCİ ANADOLU LİSESİ (İSTANBUL - ZEYTİNBURNU),İSTANBUL,5955
İSTANBUL TİCARET ODASI 15 TEMMUZ ŞEHİTLERİ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ESENLER),İSTANBUL,5956
KAMAN ANADOLU İMAM HATİP LİSESİ (KIRŞEHİR - KAMAN),KIRŞEHİR,5957
KEMAL UNAKITAN ANADOLU İMAM HATİP LİSESİ (EDİRNE - UZUNKÖPRÜ),EDİRNE,5958
KÖŞK ANADOLU İMAM HATİP LİSESİ (AYDIN - KÖŞK),AYDIN,5959
MAHMUDİYE ERKEK ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - ŞEHİTKAMİL),GAZİANTEP,5960
MARMARİS ANADOLU İMAM HATİP LİSESİ (MUĞLA - MARMARİS),MUĞLA,5961
NAZMİYE DEMİREL MESLEKİ VE TEKNİK ANADOLU LİSESİ (ŞIRNAK - MERKEZ),ŞIRNAK,5962
NECİP FAZIL KISAKÜREK ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),ANKARA,5963
NECİP FAZIL KISAKÜREK ANADOLU İMAM HATİP LİSESİ (BURSA - YILDIRIM),BURSA,5964
ORTAKÖY MESLEKİ VE TEKNİK ANADOLU LİSESİ (AKSARAY - ORTAKÖY),AKSARAY,5965
ÖZEL CEYLANPINAR AÇI ANADOLU LİSESİ (ŞANLIURFA - CEYLANPINAR),ŞANLIURFA,5966
ÖZEL ÇANAKKALE BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,5967
ÖZEL ERKUL TUNAGÜR ANADOLU LİSESİ (KOCAELİ - BAŞİSKELE),KOCAELİ,5968
ÖZEL NAZMİ ARIKAN FEN BİLİMLERİ BEYKOZ ANADOLU LİSESİ (İSTANBUL - BEYKOZ),İSTANBUL,5969
RIFAT AZAKOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANTALYA - ALANYA),ANTALYA,5970
RODA ANADOLU İMAM HATİP LİSESİ (BURSA - GEMLİK),BURSA,5971
SABRİ EKŞİNOZLUGİL ANADOLU İMAM HATİP LİSESİ (YALOVA - MERKEZ),YALOVA,5972
SARIGÖL ANADOLU İMAM HATİP LİSESİ (MANİSA - SARIGÖL),MANİSA,5973
SELAHADDİN EYYUBİ ANADOLU İMAM HATİP LİSESİ (TEKİRDAĞ - ÇERKEZKÖY),TEKİRDAĞ,5974
SINDIRGI ANADOLU İMAM HATİP LİSESİ (BALIKESİR - SINDIRGI),BALIKESİR,5975
SÖĞÜT ANADOLU İMAM HATİP LİSESİ (BİLECİK - SÖĞÜT),BİLECİK,5976
ŞEHİT CEMAL DEMİR ANADOLU İMAM HATİP LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,5977
ŞEHİT EMRE DUT KIZ ANADOLU İMAM HATİP LİSESİ (KONYA - EREĞLİ),KONYA,5978
ŞEHİT İLİMDAR ATASOY ANADOLU İMAM HATİP LİSESİ (KOCAELİ - DİLOVASI),KOCAELİ,5979
ŞEHİT OSMAN ARSLAN ANADOLU LİSESİ (ÇORUM - BAYAT),ÇORUM,5980
ŞEHİT YAKUP KOZAN ANADOLU İMAM HATİP LİSESİ (ÇORUM - BAYAT),ÇORUM,5981
TAVŞANÇALI ANADOLU LİSESİ (KONYA - KULU),KONYA,5982
ULUBORLU ANADOLU İMAM HATİP LİSESİ (ISPARTA - ULUBORLU),ISPARTA,5983
VALİ NEVZAT AYAZ ANADOLU LİSESİ (İZMİR - KARABAĞLAR),İZMİR,5984
YİĞİTLER ANADOLU İMAM HATİP LİSESİ (BURSA - YILDIRIM),BURSA,5985
AKŞEMSETTİN ANADOLU İMAM HATİP LİSESİ (MERSİN - TOROSLAR),MERSİN,5986
ŞEHİT ZEKERİYA YURDAKUL ANADOLU İMAM HATİP LİSESİ (ANKARA - KIZILCAHAMAM),ANKARA,5987
ŞENOBA NURETTİN ASAN ANADOLU İMAM HATİP LİSESİ (ŞIRNAK - ULUDERE),ŞIRNAK,5988
TARAKLI ÇOK PROGRAMLI ANADOLU LİSESİ (SAKARYA - TARAKLI),SAKARYA,5989
ULUSLARARASI ŞEHİT HALİL İBRAHİM GÜREL ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÇATALCA),İSTANBUL,5990
ZELİHA TUNCER ANADOLU İMAM HATİP LİSESİ (ANTALYA - GAZİPAŞA),ANTALYA,5991
ARAKLI ANADOLU LİSESİ (TRABZON - ARAKLI),TRABZON,5992
BATIKENT KIZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,5993
BAYRAMİÇ ANADOLU İMAM HATİP LİSESİ (ÇANAKKALE - BAYRAMİÇ),ÇANAKKALE,5994
CUMHURİYET ANADOLU LİSESİ (HAKKARİ - MERKEZ),HAKKARİ,5995
CUMHURİYET MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,5996
15 TEMMUZ ŞEHİTLERİ ANADOLU İMAM HATİP LİSESİ (BURSA - ORHANELİ),BURSA,5997
DİDİM ANADOLU İMAM HATİP LİSESİ (AYDIN - DİDİM),AYDIN,5998
ERDİNÇ-AHMET CENGİZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (İZMİR - MENEMEN),İZMİR,5999
EREĞLİ FAZLI ERDOĞAN KIZ ANADOLU İMAM HATİP LİSESİ (ZONGULDAK - EREĞLİ),ZONGULDAK,6000
GERZE ANADOLU İMAM HATİP LİSESİ (SİNOP - GERZE),SİNOP,6001
HACI MUSTAFA ÖDEN KIZ ANADOLU İMAM HATİP LİSESİ (BURSA - ORHANELİ),BURSA,6002
HEREKE ANADOLU İMAM HATİP LİSESİ (KOCAELİ - KÖRFEZ),KOCAELİ,6003
LÜLEBURGAZ ANADOLU İMAM HATİP LİSESİ (KIRKLARELİ - LÜLEBURGAZ),KIRKLARELİ,6004
MEHMET AKİF ERSOY ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,6005
NİYAZİ MISRİ ANADOLU İMAM HATİP LİSESİ (BURSA - OSMANGAZİ),BURSA,6006
NURETTİN TOPÇU KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - PENDİK),İSTANBUL,6007
OSMANGAZİ HÜMA HATUN KIZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - OSMANGAZİ),BURSA,6008
OYA-ENDER ABALIOĞLU ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,6009
ÖZEL ÇORLU 1 OSB TOPKAPI SUR MESLEKİ VE TEKNİK ANADOLU LİSESİ (TEKİRDAĞ - ÇORLU),TEKİRDAĞ,6010
AHMETLİ ANADOLU İMAM HATİP LİSESİ (MANİSA - AHMETLİ),MANİSA,6011
SELAHATTİN EYYUBİ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAĞCILAR),İSTANBUL,6012
ŞEHİT AYHAN YEŞİLYOL ANADOLU İMAM HATİP LİSESİ (AYDIN - SULTANHİSAR),AYDIN,6013
ŞEHİT HAKAN BAYRAM ANADOLU İMAM HATİP LİSESİ (SAKARYA - FERİZLİ),SAKARYA,6014
KIRKLARELİ 60.YIL SAĞLIK MESLEK LİSESİ (KIRKLARELİ),,6015
ÖZEL SİLİVRİ MEVA ANADOLU LİSESİ (İSTANBUL - SİLİVRİ),İSTANBUL,6016
ÖZEL ÇAMLICA ALTUNİZADE UĞUR ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,6017
KEÇİÖREN İBN-İ SİNA MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - KEÇİÖREN),ANKARA,6018
ÖZEL NİĞDE FİNAL AKADEMİ ANADOLU LİSESİ (NİĞDE - MERKEZ),NİĞDE,6019
ÖZEL SİNCAN SINAV ANADOLU LİSESİ (ANKARA - SİNCAN),ANKARA,6020
BOĞAZİÇİ KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BEYKOZ),İSTANBUL,6021
BORÇKA ANADOLU LİSESİ (ARTVİN - BORÇKA),ARTVİN,6022
CİZRE FEN LİSESİ (ŞIRNAK - CİZRE),ŞIRNAK,6023
ÖZEL BİLYÖN ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),İSTANBUL,6024
ÖZEL SAMANDAĞ YÜKSELİŞ KOLEJİ ANADOLU LİSESİ (HATAY - SAMANDAĞ),HATAY,6025
SAKARYA ÜNİVERSİTESİ VAKFI ÖZEL ANADOLU LİSESİ (SAKARYA - SERDİVAN),SAKARYA,6026
EYÜPSULTAN ANADOLU LİSESİ (İSTANBUL - EYÜPSULTAN),İSTANBUL,6027
ÖZEL ELİTSEN KOLEJİ ANADOLU LİSESİ (ERZURUM - AZİZİYE),ERZURUM,6028
ÖZEL KOKPİT MESLEKİ VE TEKNİK ANADOLU LİSESİ (DENİZLİ - PAMUKKALE),DENİZLİ,6029
BURAK BORA ANADOLU LİSESİ (İSTANBUL - KARTAL),İSTANBUL,6030
İSCEHİSAR MEHMET ÇAKMAK ANADOLU LİSESİ (AFYONKARAHİSAR - İSCEHİSAR),AFYONKARAHİSAR,6031
MUĞLA 75.YIL FEN LİSESİ (MUĞLA - MENTEŞE),MUĞLA,6032
ÖZEL ANKA ANAKENT ANKARA ANADOLU LİSESİ (ANKARA - SİNCAN),ANKARA,6033
ÖZEL ATAŞEHİR ULUĞBEY ANADOLU LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,6034
ÖZEL DÜŞÜNÜR KOLEJİ TRABZON ANADOLU LİSESİ (TRABZON - ORTAHİSAR),TRABZON,6035
SABİHA GÖKÇEN MESLEKİ VE TEKNİK ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),ESKİŞEHİR,6036
ULUSLARARASI ŞEHİT MEHMET KARAASLAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAHÇELİEVLER),İSTANBUL,6037
BÜYÜKÇEKMECE ATATÜRK ANADOLU LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),İSTANBUL,6038
ÇİĞLİ FEN LİSESİ (İZMİR - ÇİĞLİ),İZMİR,6039
HÜSEYİN BÜRGE ANADOLU LİSESİ (İSTANBUL - BAYRAMPAŞA),İSTANBUL,6040
İSMAİL KAYA ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),KONYA,6041
MİMAR SİNAN ÖZEL FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),İSTANBUL,6042
ÖZEL ANTALYA BİL FEN LİSESİ (ANTALYA - KONYAALTI),ANTALYA,6043
ÖZEL DENİZLİ İSTEK ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,6044
ÖZEL ETİMESGUT FİNAL AKADEMİ ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,6045
ÖZEL HAŞİM ÖZDEMİR KOLEJİ FEN LİSESİ (MUŞ - MERKEZ),MUŞ,6046
ÖZEL İAOSB NEDİM UYSAL MESLEKİ VE TEKNİK ANADOLU LİSESİ (İZMİR - ÇİĞLİ),İZMİR,6047
ÖZEL YEŞEREN ANADOLU LİSESİ (İZMİR - BAYRAKLI),İZMİR,6048
TED ESKİŞEHİR KOLEJİ ÖZEL ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),ESKİŞEHİR,6049
TED ISPARTA KOLEJİ ÖZEL LİSESİ (ISPARTA - MERKEZ),ISPARTA,6050
MEHMET AKİF ERSOY ANADOLU LİSESİ (AYDIN - EFELER),AYDIN,6051
NİŞANTAŞI NURİ AKIN ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),İSTANBUL,6052
ÖZEL DENİZLİ SINAV ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,6053
ARMATÖR YAKUP AKSOY MESLEKİ VE TEKNİK ANADOLU LİSESİ (ÇANAKKALE - GELİBOLU),ÇANAKKALE,6054
ÇANKIRI ASTSUBAY HAZIRLAMA OKULU (ÇANKIRI),,6055
ÖZEL ARNAVUTKÖY FEN BİLİMLERİ ANADOLU LİSESİ (İSTANBUL - ARNAVUTKÖY),İSTANBUL,6056
TOSYA CUMHURİYET ANADOLU LİSESİ (KASTAMONU - TOSYA),KASTAMONU,6057
YEŞİLPINAR MİRİOĞLU ÇOK PROGRAMLI ANADOLU LİSESİ (HATAY - DEFNE),HATAY,6058
BULANCAK 19 EYLÜL MESLEKİ VE TEKNİK ANADOLU LİSESİ (GİRESUN - BULANCAK),GİRESUN,6059
İBN-İ SİNA MESLEKİ VE TEKNİK ANADOLU LİSESİ (ERZURUM - İSPİR),ERZURUM,6060
İSTEK ÖZEL KAŞGARLI MAHMUT ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,6061
KADIKÖY ABDÜLHAMİD HAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (AYDIN - EFELER),AYDIN,6062
KAVAKLIDERE ÇOK PROGRAMLI ANADOLU LİSESİ (MANİSA - ALAŞEHİR),MANİSA,6063
LAPSEKİ ANADOLU İMAM HATİP LİSESİ (ÇANAKKALE - LAPSEKİ),ÇANAKKALE,6064
ÖZEL YALOVA FİNAL AKADEMİ ANADOLU LİSESİ (YALOVA - MERKEZ),YALOVA,6065
SASON YÜCEBAĞ ÇOK PROGRAMLI ANADOLU LİSESİ (BATMAN - SASON),BATMAN,6066
ŞEHİT BİNBAŞI BEDİR KARABIYIK ÇOK PROGRAMLI ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),İSTANBUL,6067
TAŞLIÇAY ANADOLU LİSESİ (AĞRI - TAŞLIÇAY),AĞRI,6068
UŞAK TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (UŞAK - MERKEZ),UŞAK,6069
GÜRPINAR AZİME YILMAZ ANADOLU LİSESİ (İSTANBUL - BEYLİKDÜZÜ),İSTANBUL,6070
HALİL AKKANAT MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ESENYURT),İSTANBUL,6071
ÖZEL AVCILAR OĞUZKAAN KOLEJİ ANADOLU LİSESİ (İSTANBUL - AVCILAR),İSTANBUL,6072
ÖZEL DENİZLİ BİLİM MESLEKİ VE TEKNİK ANADOLU LİSESİ (DENİZLİ - PAMUKKALE),DENİZLİ,6073
PROF. DR. FUAT SEZGİN ANADOLU LİSESİ (BURSA - YILDIRIM),BURSA,6074
SABRİ ÇALIŞKAN ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),İSTANBUL,6075
ŞEHİT MEHMET SAİT BARIŞ ANADOLU LİSESİ (MARDİN - MİDYAT),MARDİN,6076
ZEHRA ULUSAY MESLEKİ VE TEKNİK ANADOLU LİSESİ (BİLECİK - BOZÜYÜK),BİLECİK,6077
ZÜHTÜ ÖZKARDAŞLAR ANADOLU LİSESİ (BALIKESİR - KARESİ),BALIKESİR,6078
BAĞCILAR AYDIN DOĞAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - BAĞCILAR),İSTANBUL,6079
BÜYÜKYONCALI ŞEHİT ZAFER ÇAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (TEKİRDAĞ - SARAY),TEKİRDAĞ,6080
ÇUKUROVA KİMYA MESLEKİ VE TEKNİK ANADOLU LİSESİ (MANİSA - YUNUSEMRE),MANİSA,6081
İZMİR BUCA AYBERS HİKMET KARABACAK ANADOLU LİSESİ (İZMİR - BUCA),İZMİR,6082
ÖZEL EVİM MARTI ANADOLU LİSESİ (ZONGULDAK - EREĞLİ),ZONGULDAK,6083
ŞEHİT SADIK KOZAK ANADOLU LİSESİ (UŞAK - BANAZ),UŞAK,6084
ŞİLE OYA-ALİ OSMAN KEÇECİ SOSYAL BİLİMLER LİSESİ (İSTANBUL - ŞİLE),İSTANBUL,6085
TEKKEKÖY ANADOLU İMAM HATİP LİSESİ (SAMSUN - TEKKEKÖY),SAMSUN,6086
CUMHURİYET KIZ ANADOLU İMAM HATİP LİSESİ (BİNGÖL - MERKEZ),BİNGÖL,6087
KALABA MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - KEÇİÖREN),ANKARA,6088
KONYAALTI ANADOLU LİSESİ (ANTALYA - KONYAALTI),ANTALYA,6089
ÖZEL BAHÇEŞEHİR MEKTEBİM ANADOLU LİSESİ (İSTANBUL - ESENYURT),İSTANBUL,6090
ÖZEL SEDAT AKDOĞAN FİNAL PANCARLI TEMEL LİSESİ (GAZİANTEP - ŞEHİTKAMİL),GAZİANTEP,6091
ÖZEL ANTALYA DOĞA KOLEJİ (ANTALYA - MURATPAŞA),ANTALYA,6092
ÖZEL ÜMRANİYE GEN ANADOLU LİSESİ (İSTANBUL - ÜMRANİYE),İSTANBUL,6093
ŞEHİT MUHAMMET FATİH SAFİTÜRK ANADOLU LİSESİ (SAKARYA - ARİFİYE),SAKARYA,6094
ULFET ONART ANADOLU LİSESİ (İZMİR - BAYINDIR),İZMİR,6095
UZUNKÖPRÜ ANADOLU LİSESİ (EDİRNE - UZUNKÖPRÜ),EDİRNE,6096
ANKARA ÖZEL TEVFİK FİKRET ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,6097
ÇOBANÇEŞME ŞEHİT SEDAT MEKAN ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAHÇELİEVLER),İSTANBUL,6098
GEDİZ FEN LİSESİ (KÜTAHYA - GEDİZ),KÜTAHYA,6099
ÖZEL ADEN ANADOLU LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),TEKİRDAĞ,6100
ÖZEL BAFRA AÇI ANADOLU LİSESİ (SAMSUN - BAFRA),SAMSUN,6101
ÖZEL BİL KOLEJİ ANADOLU LİSESİ (MANİSA - SALİHLİ),MANİSA,6102
ÖZEL MERCAN KOLEJİ FEN LİSESİ (MALATYA - YEŞİLYURT),MALATYA,6103
ÖZEL AKASYA SAMANYOLU FEN LİSESİ (ANKARA - POLATLI),ANKARA,6104
