yop_kodu,year,ortalama_tercih_edilme_sirasi_A,ortalama_yerlesen_tercih_sirasi_B,marka_etkinlik_degeri_A_div_B
204110402,2022,12.2,9.3,1.31
204110402,2023,10.7,6.5,1.65
204110402,2024,7.8,3.8,2.05
204110438,2022,9.9,7.7,1.29
204110438,2023,9.2,5.5,1.67
204110438,2024,7.0,6.0,1.17
204110456,2022,8.6,7.6,1.13
204110456,2023,7.9,6.9,1.14
204110456,2024,8.8,5.6,1.57
204110492,2022,10.7,6.0,1.78
204110492,2023,10.1,11.7,0.86
204110492,2024,10.3,10.4,0.99
204110517,2022,10.4,9.2,1.13
204110517,2023,9.4,7.0,1.34
204110517,2024,9.3,7.3,1.27
204110562,2022,10.9,9.1,1.2
204110562,2023,10.1,9.0,1.12
204110562,2024,10.6,14.0,0.76
204110571,2022,9.0,3.3,2.73
204110571,2023,9.7,3.0,3.23
204110571,2024,11.1,6.5,1.71
204110589,2022,9.6,8.0,1.2
204110589,2023,10.4,6.4,1.62
204110589,2024,10.5,10.9,0.96
204110614,2022,9.6,8.7,1.1
204110614,2023,9.5,9.6,0.99
204110614,2024,10.3,14.0,0.74
204110632,2022,9.0,9.4,0.96
204110632,2023,9.5,5.1,1.86
204110632,2024,10.1,9.3,1.09
204110659,2022,8.5,10.4,0.82
204110659,2023,9.6,4.9,1.96
204110659,2024,9.3,7.2,1.29
204110711,2024,9.1,2.0,4.55
204110889,2024,9.7,2.0,4.85
204110986,2022,9.9,2.7,3.67
204110986,2023,9.3,5.0,1.86
204110986,2024,10.1,7.5,1.35
204111012,2022,10.1,6.9,1.46
204111012,2024,9.7,7.0,1.39
204111021,2022,9.2,9.0,1.02
204111021,2023,9.1,8.5,1.07
204111021,2024,9.5,10.2,0.93
204111048,2022,8.7,4.7,1.85
204111048,2023,8.4,2.8,3.0
204111048,2024,9.0,9.8,0.92
204111075,2022,8.2,5.8,1.41
204111075,2023,8.8,6.8,1.29
204111075,2024,7.9,6.0,1.32
204111118,2022,9.4,7.0,1.34
204111118,2023,10.7,7.7,1.39
204111118,2024,9.4,9.5,0.99
204111172,2022,9.5,6.9,1.38
204111172,2023,9.9,8.3,1.19
204111172,2024,9.4,9.2,1.02
204111278,2022,9.2,5.3,1.74
204111278,2023,8.2,2.6,3.15
204111278,2024,7.0,1.2,5.83
204111375,2024,10.6,2.5,4.24
204111551,2022,11.4,6.8,1.68
204111551,2023,10.4,6.5,1.6
204111551,2024,7.3,2.3,3.17
204111578,2022,10.4,10.3,1.01
204111578,2023,9.0,4.3,2.09
204111578,2024,9.5,10.3,0.92
204111781,2022,9.5,3.7,2.57
204111781,2023,9.6,3.5,2.74
204111781,2024,6.7,1.8,3.72
204111799,2022,9.1,8.5,1.07
204111799,2023,9.9,8.4,1.18
204111799,2024,9.1,7.2,1.26
204111815,2022,9.0,5.3,1.7
204111815,2023,8.9,2.6,3.42
204111815,2024,6.9,1.7,4.06
204111833,2022,9.6,7.0,1.37
204111833,2023,8.4,5.0,1.68
204111833,2024,10.2,4.7,2.17
204111842,2024,10.1,2.8,3.61
204111869,2024,9.1,1.5,6.07
204111921,2022,12.5,1.0,12.5
204111921,2024,7.3,3.2,2.28
204111939,2022,14.8,4.0,3.7
204111939,2024,9.7,3.7,2.62
204111948,2022,10.5,7.8,1.35
204111948,2023,9.3,10.4,0.89
204111948,2024,9.0,9.5,0.95
204111993,2024,8.6,5.3,1.62
204112073,2022,8.3,5.1,1.63
204112073,2023,8.4,3.7,2.27
204112073,2024,9.2,5.3,1.74
204112082,2022,7.2,3.6,2.0
204112082,2023,7.3,3.5,2.09
204112082,2024,8.6,7.5,1.15
204112091,2022,8.1,5.8,1.4
204112091,2023,7.3,3.4,2.15
204112091,2024,8.9,3.0,2.97
204112116,2022,10.9,8.3,1.31
204112116,2023,11.7,6.8,1.72
204112116,2024,10.8,12.9,0.84
204112143,2024,10.1,3.8,2.66
204112179,2022,10.7,11.7,0.91
204112179,2023,12.3,14.5,0.85
204112179,2024,11.4,13.6,0.84
204112222,2022,6.5,2.0,3.25
204112222,2023,7.5,2.6,2.88
204112222,2024,9.7,6.0,1.62
204112231,2024,8.5,3.8,2.24
204112285,2022,10.3,6.7,1.54
204112285,2023,10.8,4.0,2.7
204112294,2024,8.3,1.9,4.37
204112373,2024,8.5,3.0,2.83
204112443,2024,11.7,5.3,2.21
204112488,2024,12.3,4.9,2.51
204190396,2022,8.3,5.0,1.66
204190396,2023,9.0,5.5,1.64
204190396,2024,8.5,6.3,1.35
204190397,2022,7.9,4.0,1.98
204190397,2023,7.6,5.0,1.52
204190397,2024,9.1,8.6,1.06
204190398,2024,7.5,1.9,3.95
204190403,2022,10.0,5.0,2.0
204190404,2022,8.7,3.5,2.49
204190404,2023,8.2,4.4,1.86
204190404,2024,6.2,2.3,2.7
204190405,2022,11.5,7.2,1.6
204190406,2022,8.5,5.2,1.63
204190406,2023,11.7,12.8,0.91
204190406,2024,7.8,1.9,4.11
204190407,2024,10.1,4.0,2.52
204190409,2024,6.6,1.5,4.4
204190410,2022,11.8,10.4,1.13
204190410,2023,10.0,4.3,2.33
204190410,2024,6.3,2.5,2.52
204190411,2022,9.8,6.1,1.61
204190411,2023,10.3,2.8,3.68
204190412,2022,14.3,5.3,2.7
204190413,2022,11.7,8.8,1.33
204190413,2023,11.0,9.5,1.16
204190413,2024,9.8,1.0,9.8
204190416,2022,9.0,4.9,1.84
204190416,2023,10.3,2.7,3.81
204190427,2022,10.5,7.0,1.5
204190427,2024,9.5,2.4,3.96
204190777,2022,14.2,13.0,1.09
204190777,2023,12.3,5.7,2.16
204190777,2024,9.8,1.0,9.8
204190791,2022,11.9,7.5,1.59
204190791,2023,10.0,4.7,2.13
204190798,2022,12.6,7.3,1.73
204190798,2023,11.6,5.0,2.32
204190798,2024,9.4,3.0,3.13
204190833,2022,11.6,9.7,1.2
204190833,2023,11.3,8.4,1.35
204190833,2024,9.9,24.0,0.41
204190861,2022,11.0,11.9,0.92
204190861,2023,11.3,5.2,2.17
204190861,2024,11.8,24.0,0.49
204190875,2022,13.5,11.4,1.18
204190875,2023,11.9,4.5,2.64
204190875,2024,7.7,3.9,1.97
204190882,2022,11.9,8.9,1.34
204190882,2023,10.3,4.7,2.19
204190882,2024,7.3,2.2,3.32
204190889,2022,11.8,8.3,1.42
204190889,2023,12.1,4.4,2.75
204190889,2024,7.0,4.3,1.63
204190903,2022,13.0,12.4,1.05
204190903,2023,11.1,5.8,1.91
204190903,2024,5.8,2.5,2.32
204190917,2022,13.1,10.2,1.28
204190917,2023,11.2,2.5,4.48
204190917,2024,7.9,5.5,1.44
204190931,2022,9.4,7.6,1.24
204190931,2023,9.9,4.3,2.3
204190931,2024,6.3,1.8,3.5
204191036,2024,7.6,1.0,7.6
204191043,2024,11.4,6.0,1.9
204191071,2024,10.1,8.6,1.17
204191078,2024,8.0,5.2,1.54
109510014,2024,10.4,4.8,2.17
109510086,2022,12.0,4.0,3.0
109510086,2023,12.8,10.0,1.28
109510086,2024,17.5,13.0,1.35
109510095,2023,13.0,2.0,6.5
109510095,2024,13.8,8.3,1.66
109510111,2022,10.7,6.8,1.57
109510111,2023,11.9,7.8,1.53
109510111,2024,11.1,7.6,1.46
109510138,2022,10.4,7.9,1.32
109510138,2023,10.4,7.7,1.35
109510138,2024,10.1,8.2,1.23
109510147,2022,11.3,7.7,1.47
109510147,2023,10.7,5.1,2.1
109510147,2024,11.0,6.6,1.67
109510156,2022,15.5,16.8,0.92
109510156,2023,13.5,12.6,1.07
109510156,2024,15.5,13.0,1.19
109510165,2022,9.5,4.3,2.21
109510165,2023,11.6,6.7,1.73
109510165,2024,12.0,5.7,2.11
109510174,2022,12.9,10.5,1.23
109510174,2023,12.8,6.5,1.97
109510174,2024,11.5,9.1,1.26
109510192,2022,10.7,7.2,1.49
109510192,2023,12.4,7.9,1.57
109510192,2024,12.4,8.4,1.48
109510208,2022,9.2,5.2,1.77
109510208,2023,10.5,7.1,1.48
109510208,2024,12.2,7.6,1.61
109590016,2022,12.6,10.6,1.19
109590016,2023,11.1,7.2,1.54
109590016,2024,10.9,12.1,0.9
109590020,2022,11.6,6.4,1.81
109590020,2023,10.3,6.2,1.66
109590020,2024,10.1,5.9,1.71
109590021,2022,11.2,9.3,1.2
109590021,2023,10.0,7.9,1.27
109590021,2024,10.4,10.3,1.01
109590022,2022,9.9,7.5,1.32
109590022,2023,10.0,6.5,1.54
109590022,2024,9.6,7.5,1.28
109590024,2022,9.7,10.2,0.95
109590024,2023,9.2,8.3,1.11
109590024,2024,9.7,6.8,1.43
109590025,2022,13.0,12.9,1.01
109590025,2023,12.8,10.1,1.27
109590025,2024,12.1,14.8,0.82
109590035,2022,11.0,10.1,1.09
109590035,2023,11.9,6.6,1.8
109590035,2024,11.9,8.8,1.35
109590036,2022,11.3,6.8,1.66
109590036,2023,10.9,5.5,1.98
109590036,2024,11.3,8.3,1.36
109590037,2022,11.8,11.9,0.99
109590037,2023,10.9,9.3,1.17
109590037,2024,10.7,11.7,0.91
109590038,2022,10.8,5.5,1.96
109590038,2023,12.3,6.0,2.05
109590038,2024,12.4,9.4,1.32
109590045,2022,11.3,9.5,1.19
109590045,2023,11.5,7.4,1.55
109590045,2024,11.5,8.3,1.39
109590046,2022,9.5,7.7,1.23
109590046,2023,9.4,6.4,1.47
109590046,2024,10.3,8.7,1.18
109590048,2022,10.5,7.8,1.35
109590048,2023,10.1,8.9,1.13
109590048,2024,10.3,9.8,1.05
203910018,2022,4.3,1.7,2.53
203910018,2023,6.3,4.3,1.47
203910018,2024,5.4,3.5,1.54
203910027,2022,7.0,2.7,2.59
203910027,2023,5.8,2.3,2.52
203910027,2024,5.7,1.3,4.38
203910036,2022,6.4,4.5,1.42
203910036,2023,7.7,5.4,1.43
203910036,2024,8.1,4.7,1.72
203910045,2022,8.5,4.0,2.12
203910045,2023,9.1,4.0,2.27
203910045,2024,9.9,8.5,1.16
203910054,2022,5.0,1.0,5.0
203910054,2023,4.6,1.0,4.6
203910054,2024,5.2,2.4,2.17
203910099,2022,5.3,4.2,1.26
203910099,2023,6.3,3.4,1.85
203910099,2024,5.9,3.3,1.79
203910106,2022,6.4,2.0,3.2
203910106,2023,6.9,3.0,2.3
203910106,2024,9.0,8.3,1.08
203910115,2022,5.8,2.0,2.9
203910115,2023,5.4,3.0,1.8
203910115,2024,5.9,1.6,3.69
203910124,2022,5.0,2.2,2.27
203910124,2023,5.3,2.2,2.41
203910124,2024,5.5,2.0,2.75
203910133,2022,4.6,1.7,2.71
203910133,2023,4.9,2.2,2.23
203910133,2024,5.4,2.3,2.35
203910169,2022,5.3,3.0,1.77
203910169,2023,6.8,3.0,2.27
203910169,2024,7.4,4.6,1.61
203910178,2022,6.2,4.4,1.41
203910178,2023,7.7,6.0,1.28
203910178,2024,7.9,4.9,1.61
203910187,2022,4.0,1.0,4.0
203910187,2023,5.3,1.0,5.3
203910187,2024,4.9,1.3,3.77
203910196,2022,6.7,2.6,2.58
203910196,2023,6.1,2.4,2.54
203910196,2024,7.4,4.8,1.54
203910266,2022,5.0,2.5,2.0
203910266,2023,5.4,2.2,2.45
203910266,2024,6.0,2.9,2.07
203910275,2022,3.9,1.1,3.55
203910275,2023,4.3,1.1,3.91
203910275,2024,4.1,1.0,4.1
203910293,2022,4.5,1.9,2.37
203910293,2023,4.8,1.8,2.67
203910293,2024,5.5,3.2,1.72
203910309,2022,4.1,1.5,2.73
203910309,2023,4.3,1.6,2.69
203910309,2024,4.5,1.7,2.65
203910327,2022,5.3,3.6,1.47
203910327,2023,5.3,2.4,2.21
203910327,2024,6.0,3.4,1.76
203910336,2022,5.3,2.3,2.3
203910336,2023,5.5,2.7,2.04
203910336,2024,6.0,2.9,2.07
203910354,2022,4.8,2.3,2.09
203910354,2023,4.4,2.3,1.91
203910354,2024,6.8,3.7,1.84
203910363,2022,3.5,1.0,3.5
203910363,2023,3.6,1.2,3.0
203910363,2024,4.4,1.0,4.4
203910381,2022,5.2,2.8,1.86
203910381,2023,5.9,2.9,2.03
203910381,2024,7.1,4.1,1.73
203910399,2022,4.4,1.9,2.32
203910399,2023,4.6,1.8,2.56
203910399,2024,4.8,1.4,3.43
203910415,2022,4.6,2.9,1.59
203910415,2023,4.9,3.3,1.48
203910415,2024,5.7,3.4,1.68
203910424,2022,3.7,1.8,2.06
203910424,2023,4.2,1.9,2.21
203910424,2024,5.0,1.6,3.12
203910442,2022,6.8,4.1,1.66
203910442,2023,5.6,2.6,2.15
203910442,2024,7.3,3.3,2.21
203910451,2022,5.6,3.3,1.7
203910451,2023,5.5,2.7,2.04
203910451,2024,6.1,2.3,2.65
203910469,2022,6.4,3.5,1.83
203910469,2023,5.4,3.2,1.69
203910469,2024,6.6,5.5,1.2
203910478,2022,5.5,3.3,1.67
203910478,2023,6.3,2.7,2.33
203910478,2024,7.1,3.3,2.15
203910487,2022,5.3,2.8,1.89
203910487,2023,5.9,2.5,2.36
203910487,2024,5.6,1.9,2.95
203910557,2022,4.5,1.0,4.5
203910557,2023,4.3,1.2,3.58
203910557,2024,5.7,1.6,3.56
203910566,2022,6.5,3.9,1.67
203910566,2023,6.7,3.2,2.09
203910566,2024,6.6,3.4,1.94
203910699,2022,4.8,1.0,4.8
203910699,2023,4.2,1.0,4.2
203910699,2024,5.1,1.0,5.1
203910706,2022,3.0,1.5,2.0
203910706,2023,3.1,1.5,2.07
203910706,2024,2.8,1.3,2.15
203910715,2022,4.4,2.2,2.0
203910715,2023,4.8,2.1,2.29
203910715,2024,5.9,2.6,2.27
203910724,2022,3.1,1.2,2.58
203910724,2023,4.5,1.8,2.5
203910724,2024,3.9,1.2,3.25
203910787,2022,4.7,2.1,2.24
203910787,2023,4.1,2.1,1.95
203910787,2024,6.3,2.9,2.17
203910796,2022,3.1,1.0,3.1
203910796,2023,3.3,1.0,3.3
203910796,2024,4.0,1.6,2.5
203910812,2022,7.2,4.3,1.67
203910812,2023,6.8,3.8,1.79
203910812,2024,8.1,5.1,1.59
203910823,2022,6.6,5.1,1.29
203910823,2023,7.5,1.8,4.17
203910823,2024,8.1,3.2,2.53
203910829,2022,6.7,2.8,2.39
203910829,2023,7.1,3.8,1.87
203910829,2024,7.6,4.3,1.77
203910830,2022,4.2,1.0,4.2
203910830,2023,4.7,1.3,3.62
203910830,2024,4.0,1.0,4.0
203910831,2022,5.8,5.3,1.09
203910831,2023,5.9,4.3,1.37
203910831,2024,7.9,3.0,2.63
203910838,2023,4.8,8.0,0.6
203910838,2024,6.0,3.7,1.62
203910845,2024,8.1,7.5,1.08
111110047,2022,10.1,8.3,1.22
111110047,2023,9.6,7.7,1.25
111110047,2024,9.6,10.7,0.9
111110048,2022,10.0,9.3,1.08
111110048,2023,8.7,7.0,1.24
111110048,2024,8.7,7.9,1.1
111110050,2022,10.1,6.1,1.66
111110050,2023,11.1,11.8,0.94
111110050,2024,11.0,13.9,0.79
111110051,2022,9.3,6.9,1.35
111110051,2023,10.3,10.7,0.96
111110051,2024,10.2,9.7,1.05
111110052,2022,7.6,3.4,2.24
111110052,2023,8.2,6.3,1.3
111110052,2024,9.2,7.1,1.3
111110054,2022,9.2,8.2,1.12
111110054,2023,8.6,6.2,1.39
111110054,2024,9.0,7.1,1.27
111110055,2022,9.8,6.6,1.48
111110055,2023,9.1,5.7,1.6
111110055,2024,8.9,9.7,0.92
111110060,2022,8.9,6.4,1.39
111110060,2023,8.8,6.3,1.4
111110060,2024,8.8,7.8,1.13
111110061,2022,8.6,6.3,1.37
111110061,2023,8.4,6.0,1.4
111110061,2024,8.6,7.3,1.18
111110062,2022,9.1,8.1,1.12
111110062,2023,8.8,8.6,1.02
111110062,2024,8.5,9.8,0.87
111110063,2022,10.1,7.5,1.35
111110063,2023,8.9,6.8,1.31
111110063,2024,9.0,7.8,1.15
111110065,2022,10.3,5.5,1.87
111110065,2023,9.5,6.3,1.51
111110065,2024,9.7,7.6,1.28
111110066,2022,10.0,6.5,1.54
111110066,2023,9.1,6.2,1.47
111110066,2024,9.5,6.8,1.4
111110071,2022,7.0,4.8,1.46
111110071,2023,7.3,4.9,1.49
111110071,2024,7.6,6.4,1.19
111110074,2022,9.3,6.7,1.39
111110074,2023,8.7,6.6,1.32
111110074,2024,9.7,7.2,1.35
111110075,2022,9.2,7.8,1.18
111110075,2023,8.3,6.7,1.24
111110075,2024,9.8,10.3,0.95
111110076,2022,9.1,8.7,1.05
111110076,2023,8.8,7.6,1.16
111110076,2024,9.4,8.6,1.09
111110078,2022,10.4,9.7,1.07
111110078,2023,9.9,8.4,1.18
111110078,2024,10.1,9.5,1.06
111110081,2022,10.8,10.4,1.04
111110081,2023,10.1,8.6,1.17
111110081,2024,9.8,8.3,1.18
111110084,2022,10.6,9.2,1.15
111110084,2023,10.4,8.1,1.28
111110084,2024,11.2,8.2,1.37
111110086,2022,8.8,8.4,1.05
111110086,2023,9.1,9.4,0.97
111110086,2024,7.9,7.7,1.03
111110090,2022,8.1,6.9,1.17
111110090,2023,8.1,6.1,1.33
111110090,2024,8.0,7.0,1.14
111110091,2022,8.4,8.3,1.01
111110091,2023,8.2,7.5,1.09
111110091,2024,7.8,7.7,1.01
111110098,2022,8.9,7.6,1.17
111110098,2023,9.1,8.6,1.06
111110098,2024,9.5,9.6,0.99
111110105,2022,6.7,6.0,1.12
111110105,2023,7.7,8.4,0.92
111110105,2024,7.9,9.9,0.8
111110112,2023,12.2,8.0,1.52
111110112,2024,10.7,6.0,1.78
111110119,2023,11.5,4.0,2.88
111110119,2024,7.5,3.0,2.5
111110126,2023,8.6,8.7,0.99
111110126,2024,9.8,10.3,0.95
111110133,2023,7.7,5.9,1.31
111110133,2024,9.4,7.9,1.19
111110140,2023,10.3,8.1,1.27
111110140,2024,10.0,12.0,0.83
111110147,2023,8.3,5.5,1.51
111110147,2024,9.1,7.1,1.28
111110154,2023,7.1,6.3,1.13
111110154,2024,9.6,10.1,0.95
111110161,2023,8.0,4.9,1.63
111110161,2024,9.0,8.7,1.03
111110168,2023,7.5,4.0,1.88
111110168,2024,12.3,8.4,1.46
111110175,2023,6.8,6.0,1.13
111110175,2024,9.5,8.6,1.1
111110189,2024,9.3,6.9,1.35
107410012,2022,11.4,8.4,1.36
107410012,2023,13.0,14.8,0.88
107410012,2024,11.3,18.3,0.62
107410021,2022,10.6,5.9,1.8
107410021,2023,11.5,7.5,1.53
107410021,2024,10.7,3.9,2.74
107410039,2022,8.3,5.0,1.66
107410039,2023,9.0,8.7,1.03
107410039,2024,12.1,8.8,1.37
107410057,2022,8.7,3.5,2.49
107410057,2023,9.5,7.0,1.36
107410057,2024,9.3,7.8,1.19
107410066,2022,10.3,5.1,2.02
107410066,2023,9.6,4.7,2.04
107410066,2024,9.5,5.2,1.83
107410075,2022,9.1,5.8,1.57
107410075,2023,8.3,6.8,1.22
107410075,2024,7.9,9.3,0.85
107410084,2022,8.2,3.8,2.16
107410084,2023,9.0,4.8,1.88
107410084,2024,8.8,4.9,1.8
107410093,2022,9.4,5.0,1.88
107410093,2023,8.6,3.4,2.53
107410093,2024,8.4,4.3,1.95
107410109,2022,10.1,4.1,2.46
107410109,2023,8.9,5.4,1.65
107410109,2024,9.1,8.9,1.02
107410118,2022,9.8,5.2,1.88
107410118,2023,8.9,5.5,1.62
107410118,2024,8.6,6.6,1.3
107410127,2022,11.1,6.8,1.63
107410127,2023,9.6,6.1,1.57
107410127,2024,9.4,6.9,1.36
107410145,2022,10.3,6.5,1.58
107410145,2023,9.6,7.5,1.28
107410145,2024,9.3,8.5,1.09
107410154,2022,9.2,6.9,1.33
107410154,2023,9.2,7.6,1.21
107410154,2024,8.6,8.0,1.07
107410181,2022,8.7,7.3,1.19
107410181,2023,8.0,7.9,1.01
107410181,2024,7.8,7.9,0.99
107410199,2022,9.3,5.2,1.79
107410199,2023,7.9,4.5,1.76
107410199,2024,8.0,6.0,1.33
107410206,2022,9.4,5.0,1.88
107410206,2023,8.6,3.8,2.26
107410206,2024,8.9,4.2,2.12
107410215,2022,8.7,7.2,1.21
107410215,2023,7.9,5.2,1.52
107410215,2024,7.9,4.9,1.61
107410224,2022,9.9,5.3,1.87
107410224,2023,9.2,4.7,1.96
107410224,2024,8.5,6.4,1.33
107410233,2022,9.2,4.8,1.92
107410233,2023,8.3,4.6,1.8
107410233,2024,8.1,6.3,1.29
107410242,2022,9.2,4.8,1.92
107410242,2023,8.7,4.1,2.12
107410242,2024,8.5,6.0,1.42
107410251,2022,8.9,4.2,2.12
107410251,2023,8.3,4.6,1.8
107410251,2024,8.1,6.1,1.33
107410269,2022,8.6,4.5,1.91
107410269,2023,8.1,3.9,2.08
107410269,2024,8.5,5.3,1.6
107410278,2022,9.7,4.8,2.02
107410278,2023,8.7,4.7,1.85
107410278,2024,9.0,6.1,1.48
107410287,2022,10.7,6.5,1.65
107410287,2023,10.0,4.8,2.08
107410287,2024,10.5,6.2,1.69
107410303,2022,10.8,8.5,1.27
107410303,2023,10.2,8.1,1.26
107410303,2024,10.2,7.9,1.29
107410312,2022,11.4,6.4,1.78
107410312,2023,10.5,4.3,2.44
107410312,2024,11.3,9.0,1.26
107410339,2022,11.4,7.8,1.46
107410339,2023,10.9,8.2,1.33
107410339,2024,10.6,8.3,1.28
107410348,2022,10.3,9.8,1.05
107410348,2023,10.1,8.7,1.16
107410348,2024,9.5,8.1,1.17
107410366,2022,8.0,5.2,1.54
107410366,2023,8.2,6.0,1.37
107410366,2024,8.2,6.0,1.37
107410533,2022,10.1,7.7,1.31
107410533,2023,8.5,5.4,1.57
107410533,2024,8.2,5.1,1.61
107410542,2022,10.5,5.9,1.78
107410542,2023,11.6,9.1,1.27
107410542,2024,10.5,7.5,1.4
107410569,2022,10.4,6.4,1.62
107410569,2023,8.9,5.1,1.75
107410569,2024,8.5,7.8,1.09
107410578,2022,9.2,5.1,1.8
107410578,2023,8.8,5.5,1.6
107410578,2024,8.6,5.8,1.48
107410587,2022,9.9,5.4,1.83
107410587,2023,8.5,3.9,2.18
107410587,2024,9.0,7.8,1.15
107410596,2022,11.1,6.8,1.63
107410596,2023,10.1,5.1,1.98
107410596,2024,10.1,7.8,1.29
107410648,2022,13.4,8.2,1.63
107410648,2023,11.6,9.0,1.29
107410648,2024,13.2,12.6,1.05
107410666,2022,8.0,4.9,1.63
107410666,2023,7.2,5.4,1.33
107410666,2024,7.5,6.0,1.25
107410727,2022,13.8,10.0,1.38
107410727,2024,10.0,1.0,10.0
107410745,2022,9.6,4.2,2.29
107410745,2023,8.1,4.5,1.8
107410745,2024,8.2,3.9,2.1
107410754,2022,8.8,5.0,1.76
107410754,2023,8.2,5.1,1.61
107410754,2024,8.5,7.9,1.08
107410763,2022,10.0,6.6,1.52
107410763,2023,9.7,6.4,1.52
107410763,2024,8.5,6.0,1.42
107410815,2022,11.4,6.7,1.7
107410815,2023,12.6,13.9,0.91
107410815,2024,11.6,19.5,0.59
107490212,2022,7.6,2.9,2.62
107490212,2023,7.7,4.0,1.93
107490212,2024,6.8,3.7,1.84
107490213,2022,10.5,7.1,1.48
107490213,2023,8.7,5.9,1.47
107490213,2024,8.7,5.3,1.64
107490272,2022,9.8,11.5,0.85
107490272,2023,10.8,5.1,2.12
107490272,2024,9.5,6.2,1.53
107490302,2022,10.0,7.2,1.39
107490302,2023,9.1,4.2,2.17
107490302,2024,8.7,6.0,1.45
107490303,2022,9.5,5.8,1.64
107490303,2023,9.1,6.8,1.34
107490303,2024,9.3,7.7,1.21
107490306,2022,7.6,6.7,1.13
107490306,2023,7.6,7.6,1.0
107490306,2024,8.7,8.7,1.0
107490307,2022,9.6,8.1,1.19
107490307,2023,9.3,9.7,0.96
107490307,2024,9.4,7.9,1.19
107490308,2022,9.9,11.7,0.85
107490308,2023,9.4,11.9,0.79
107490308,2024,9.0,7.1,1.27
107490370,2022,10.7,7.3,1.47
107490370,2023,10.0,8.4,1.19
107490370,2024,9.2,3.7,2.49
107490372,2022,9.2,5.3,1.74
107490372,2023,7.7,4.5,1.71
107490372,2024,8.8,7.5,1.17
107490415,2024,6.4,4.6,1.39
107490422,2024,7.4,2.7,2.74
107490429,2024,8.2,2.6,3.15
107490436,2024,9.4,2.1,4.48
107490443,2024,8.0,5.5,1.45
107490450,2024,9.4,7.4,1.27
107490457,2024,8.0,6.9,1.16
200110026,2022,7.2,2.0,3.6
200110026,2023,8.1,7.8,1.04
200110026,2024,8.3,5.2,1.6
200110044,2022,9.1,8.4,1.08
200110044,2023,6.9,4.7,1.47
200110044,2024,7.2,1.7,4.24
200110053,2022,8.6,4.7,1.83
200110053,2023,7.9,5.3,1.49
200110053,2024,8.1,5.8,1.4
200110071,2022,3.7,1.3,2.85
200110071,2023,4.2,1.4,3.0
200110071,2024,4.0,1.4,2.86
200110114,2022,9.6,5.3,1.81
200110114,2023,8.5,3.5,2.43
200110114,2024,7.6,2.0,3.8
200110123,2022,7.9,6.1,1.3
200110123,2023,7.8,5.1,1.53
200110123,2024,8.2,7.4,1.11
200110141,2022,7.9,4.2,1.88
200110141,2023,6.9,3.7,1.86
200110141,2024,7.7,5.6,1.38
200110159,2022,8.6,4.4,1.95
200110159,2023,7.5,3.9,1.92
200110159,2024,7.1,3.6,1.97
200110168,2022,8.0,4.7,1.7
200110168,2023,7.6,3.2,2.37
200110168,2024,7.0,2.5,2.8
200110177,2022,8.8,4.0,2.2
200110177,2023,8.3,2.4,3.46
200110177,2024,7.7,3.3,2.33
200110265,2022,11.1,5.6,1.98
200110265,2023,9.0,3.1,2.9
200110265,2024,11.5,3.6,3.19
200110274,2022,9.0,5.1,1.76
200110274,2023,8.0,2.3,3.48
200110274,2024,7.2,8.4,0.86
200110283,2024,8.6,6.1,1.41
200190026,2022,9.9,2.3,4.3
200190026,2023,9.5,17.3,0.55
200190026,2024,9.4,8.3,1.13
200190027,2022,8.9,7.9,1.13
200190027,2023,8.8,3.2,2.75
200190027,2024,8.0,3.3,2.42
200190040,2022,8.1,1.9,4.26
200190040,2023,8.5,7.0,1.21
200190040,2024,7.7,2.2,3.5
200190050,2022,8.8,6.0,1.47
200190050,2023,8.8,5.3,1.66
200190050,2024,8.6,2.1,4.1
200190051,2022,7.7,6.1,1.26
200190051,2023,7.0,4.8,1.46
200190051,2024,7.5,4.1,1.83
200190052,2022,8.0,3.3,2.42
200190052,2023,7.9,4.7,1.68
200190052,2024,7.8,1.8,4.33
200190053,2022,8.0,6.6,1.21
200190053,2023,8.3,5.8,1.43
200190053,2024,7.4,7.0,1.06
200190054,2022,6.4,2.9,2.21
200190054,2023,5.0,2.7,1.85
200190054,2024,5.5,6.2,0.89
200190056,2022,6.9,6.3,1.1
200190056,2023,6.2,1.3,4.77
200190056,2024,8.2,7.2,1.14
200190057,2022,7.6,3.9,1.95
200190057,2023,7.5,2.7,2.78
200190057,2024,7.1,2.0,3.55
200190095,2022,7.7,9.0,0.86
200190095,2023,9.2,5.0,1.84
200190095,2024,9.1,6.1,1.49
200190102,2022,8.2,6.7,1.22
200190102,2023,7.9,4.1,1.93
200190102,2024,8.8,2.5,3.52
200190109,2022,7.7,3.6,2.14
200190109,2023,7.9,3.5,2.26
200190109,2024,10.1,6.6,1.53
200190116,2022,9.5,5.9,1.61
200190116,2023,8.1,3.6,2.25
200190116,2024,8.0,2.5,3.2
200190123,2022,7.0,3.1,2.26
200190123,2023,6.5,4.6,1.41
200190123,2024,7.5,2.3,3.26
200190130,2022,8.2,5.4,1.52
200190130,2023,6.9,3.0,2.3
200190130,2024,7.4,3.6,2.06
200190137,2022,9.4,3.0,3.13
200190137,2023,8.3,2.9,2.86
200190137,2024,7.6,4.7,1.62
200190144,2023,4.6,1.9,2.42
200190144,2024,5.7,3.2,1.78
111410265,2022,12.1,9.7,1.25
111410265,2023,12.3,10.2,1.21
