yop_kodu,kullanilan_tercih_2022,kullanilan_tercih_2023,kullanilan_tercih_2024,bos_birakilan_tercih_2022,bos_birakilan_tercih_2023,bos_birakilan_tercih_2024,ortalama_kullanilan_tercih_2022,ortalama_kullanilan_tercih_2023,ortalama_kullanilan_tercih_2024
101290317,,,400.0,,,104.0,,,19.0
101290324,,,675.0,,,45.0,,,23.0
101290331,,,832.0,,,416.0,,,16.0
301610010,74.0,121.0,59.0,118.0,71.0,133.0,9.0,15.0,7.0
301610011,353.0,287.0,206.0,223.0,217.0,178.0,15.0,14.0,13.0
301610012,79.0,258.0,181.0,113.0,246.0,203.0,10.0,12.0,11.0
301610013,10.0,,,38.0,,,5.0,,
301610014,108.0,236.0,235.0,60.0,100.0,77.0,15.0,17.0,18.0
301610015,,,,,,,,,
301610016,2.0,,24.0,22.0,,,2.0,,24.0
301610017,116.0,121.0,83.0,220.0,167.0,85.0,8.0,10.0,12.0
301610018,11.0,28.0,,61.0,116.0,,4.0,5.0,
301610020,,,,,,,,,
301610022,69.0,87.0,27.0,3.0,33.0,21.0,23.0,17.0,14.0
301610023,171.0,174.0,189.0,165.0,114.0,195.0,12.0,15.0,12.0
301610024,48.0,142.0,61.0,24.0,146.0,155.0,16.0,12.0,7.0
301610025,,,,,,,,,
301610026,83.0,141.0,255.0,61.0,99.0,105.0,14.0,14.0,17.0
301610027,,,,,,,,,
301610037,99.0,82.0,45.0,21.0,110.0,27.0,20.0,10.0,15.0
301610038,285.0,259.0,343.0,195.0,173.0,185.0,14.0,14.0,16.0
301610039,79.0,158.0,69.0,161.0,298.0,99.0,8.0,8.0,10.0
301610115,,24.0,,,,,,24.0,
301610122,,76.0,141.0,,44.0,123.0,,15.0,13.0
301610129,,24.0,9.0,,,15.0,,24.0,9.0
301610157,,26.0,,,22.0,,,13.0,
301610164,,276.0,283.0,,132.0,101.0,,16.0,18.0
301610171,,139.0,84.0,,5.0,36.0,,23.0,17.0
101310013,1050.0,987.0,1052.0,198.0,237.0,148.0,20.0,19.0,21.0
101310022,509.0,550.0,539.0,211.0,410.0,421.0,17.0,14.0,13.0
101310031,721.0,661.0,818.0,263.0,323.0,310.0,18.0,16.0,17.0
101310058,,,317.0,,,187.0,,,15.0
101310101,1167.0,907.0,468.0,321.0,581.0,276.0,19.0,15.0,15.0
101310128,1080.0,870.0,822.0,168.0,378.0,162.0,21.0,17.0,20.0
101310137,1171.0,990.0,496.0,317.0,498.0,248.0,19.0,16.0,16.0
101310146,1093.0,978.0,955.0,155.0,270.0,293.0,21.0,19.0,18.0
101310155,463.0,578.0,771.0,161.0,166.0,213.0,18.0,19.0,19.0
101310164,1065.0,1104.0,984.0,183.0,96.0,240.0,20.0,22.0,19.0
101310207,755.0,667.0,802.0,229.0,317.0,446.0,18.0,16.0,15.0
101310216,1044.0,1038.0,48.0,156.0,162.0,48.0,21.0,21.0,12.0
101310234,1588.0,1355.0,1507.0,644.0,877.0,725.0,17.0,15.0,16.0
101310243,1543.0,1460.0,623.0,377.0,508.0,121.0,19.0,18.0,20.0
101310252,1736.0,1720.0,1764.0,304.0,320.0,276.0,20.0,20.0,21.0
101310261,368.0,599.0,500.0,136.0,145.0,244.0,18.0,19.0,16.0
101370248,1134.0,1140.0,1120.0,354.0,348.0,368.0,18.0,18.0,18.0
101370263,1026.0,1066.0,1081.0,222.0,182.0,167.0,20.0,21.0,21.0
101370264,1223.0,1012.0,1118.0,265.0,476.0,490.0,20.0,16.0,17.0
101370270,770.0,667.0,558.0,214.0,317.0,186.0,19.0,16.0,18.0
101370275,799.0,773.0,827.0,161.0,187.0,133.0,20.0,19.0,21.0
101370276,170.0,121.0,122.0,70.0,119.0,118.0,17.0,12.0,12.0
101370286,536.0,353.0,463.0,208.0,391.0,401.0,17.0,11.0,13.0
101370293,562.0,724.0,759.0,62.0,140.0,225.0,22.0,20.0,19.0
101370300,,581.0,1013.0,,163.0,235.0,,19.0,19.0
101370307,,84.0,99.0,,12.0,69.0,,21.0,14.0
101370314,,537.0,513.0,,207.0,351.0,,17.0,14.0
101370356,,,731.0,,,253.0,,,18.0
101370370,,,704.0,,,784.0,,,11.0
101370377,,,763.0,,,317.0,,,17.0
101410012,2891.0,3022.0,3106.0,709.0,578.0,494.0,19.0,20.0,21.0
101410021,2039.0,2268.0,1388.0,841.0,612.0,532.0,17.0,19.0,17.0
101410039,764.0,842.0,980.0,724.0,646.0,628.0,12.0,14.0,15.0
101410048,704.0,762.0,633.0,784.0,726.0,975.0,11.0,12.0,9.0
101410057,314.0,431.0,329.0,310.0,433.0,415.0,12.0,12.0,11.0
101410066,600.0,658.0,606.0,144.0,326.0,378.0,19.0,16.0,15.0
101410075,920.0,882.0,655.0,784.0,846.0,593.0,13.0,12.0,13.0
101410084,242.0,416.0,536.0,142.0,328.0,328.0,15.0,13.0,15.0
101410093,795.0,650.0,512.0,453.0,598.0,472.0,15.0,13.0,12.0
101410109,429.0,492.0,558.0,195.0,372.0,306.0,17.0,14.0,16.0
101410136,452.0,538.0,692.0,172.0,326.0,292.0,17.0,15.0,17.0
101410145,823.0,811.0,882.0,665.0,797.0,726.0,13.0,12.0,13.0
101410154,1085.0,1027.0,317.0,403.0,461.0,427.0,18.0,17.0,10.0
101410163,558.0,519.0,452.0,690.0,729.0,532.0,11.0,10.0,11.0
101410172,915.0,806.0,356.0,1053.0,1162.0,388.0,11.0,10.0,11.0
101410181,1075.0,1031.0,322.0,893.0,937.0,398.0,13.0,13.0,11.0
101410206,2761.0,2208.0,2278.0,1799.0,2352.0,2282.0,15.0,12.0,12.0
101410215,1226.0,1111.0,896.0,742.0,857.0,1072.0,15.0,14.0,11.0
101410224,1047.0,922.0,888.0,897.0,1046.0,1344.0,13.0,11.0,10.0
101410233,669.0,628.0,763.0,819.0,860.0,1061.0,11.0,10.0,10.0
101410242,2005.0,1804.0,1388.0,2339.0,2588.0,2020.0,11.0,10.0,10.0
101410251,1553.0,1404.0,1331.0,679.0,828.0,901.0,17.0,15.0,14.0
101410269,1183.0,1193.0,1050.0,1049.0,1039.0,1182.0,13.0,13.0,11.0
101410278,1154.0,885.0,682.0,574.0,843.0,566.0,16.0,12.0,13.0
101410303,977.0,943.0,398.0,463.0,545.0,346.0,16.0,15.0,13.0
101410321,7.0,,15.0,17.0,,9.0,7.0,,15.0
101410339,720.0,909.0,118.0,528.0,579.0,74.0,14.0,15.0,15.0
101410357,885.0,819.0,792.0,363.0,429.0,456.0,17.0,16.0,15.0
101410366,701.0,731.0,530.0,739.0,949.0,718.0,12.0,10.0,10.0
101410375,1106.0,967.0,661.0,814.0,953.0,539.0,14.0,12.0,13.0
101410393,941.0,922.0,452.0,499.0,566.0,292.0,16.0,15.0,15.0
101410409,865.0,738.0,659.0,815.0,942.0,541.0,12.0,11.0,13.0
101410418,881.0,625.0,416.0,799.0,1055.0,544.0,13.0,9.0,10.0
101410427,623.0,559.0,623.0,817.0,881.0,577.0,10.0,9.0,12.0
101410436,920.0,860.0,442.0,568.0,628.0,542.0,15.0,14.0,11.0
101410445,725.0,701.0,359.0,499.0,547.0,385.0,14.0,13.0,12.0
101410454,755.0,805.0,712.0,445.0,419.0,536.0,15.0,16.0,14.0
101410463,922.0,1210.0,508.0,758.0,710.0,692.0,13.0,15.0,10.0
101410472,24.0,,,,,,24.0,,
101410481,1130.0,1220.0,1004.0,598.0,748.0,964.0,16.0,15.0,12.0
101410499,292.0,383.0,425.0,188.0,361.0,439.0,15.0,12.0,12.0
101410506,81.0,308.0,366.0,39.0,196.0,258.0,16.0,15.0,14.0
101410515,610.0,868.0,926.0,206.0,500.0,562.0,18.0,15.0,15.0
101410524,1805.0,1997.0,1701.0,1795.0,1603.0,2139.0,12.0,13.0,11.0
101410533,1270.0,1320.0,1359.0,890.0,1080.0,1161.0,14.0,13.0,13.0
101410542,29.0,21.0,5.0,19.0,3.0,19.0,15.0,21.0,5.0
101410551,1232.0,1028.0,1200.0,736.0,940.0,912.0,15.0,13.0,14.0
101410806,1075.0,1016.0,1031.0,413.0,472.0,577.0,17.0,16.0,15.0
101410815,844.0,739.0,863.0,644.0,749.0,745.0,14.0,12.0,13.0
101410824,727.0,828.0,768.0,257.0,420.0,720.0,18.0,16.0,12.0
101410833,927.0,980.0,1034.0,561.0,508.0,574.0,15.0,16.0,15.0
101410842,1279.0,1240.0,1198.0,953.0,992.0,1010.0,14.0,13.0,13.0
101410851,683.0,787.0,933.0,301.0,461.0,555.0,17.0,15.0,15.0
101410869,1255.0,1214.0,385.0,473.0,514.0,359.0,17.0,17.0,12.0
101410878,619.0,680.0,414.0,365.0,304.0,330.0,15.0,17.0,13.0
101410887,522.0,502.0,322.0,462.0,482.0,422.0,13.0,12.0,10.0
101410912,439.0,459.0,307.0,185.0,405.0,437.0,17.0,13.0,10.0
101410921,419.0,570.0,467.0,205.0,294.0,277.0,16.0,16.0,15.0
101410939,560.0,607.0,406.0,184.0,353.0,338.0,18.0,15.0,13.0
101410948,702.0,587.0,779.0,282.0,397.0,349.0,17.0,14.0,17.0
101410966,1825.0,1653.0,1812.0,575.0,747.0,708.0,18.0,17.0,17.0
101410975,1037.0,967.0,264.0,763.0,857.0,456.0,14.0,13.0,9.0
101410993,1221.0,1058.0,1071.0,219.0,382.0,489.0,20.0,18.0,16.0
101411001,861.0,742.0,782.0,627.0,722.0,706.0,14.0,12.0,13.0
101411037,1127.0,1022.0,1095.0,553.0,658.0,729.0,16.0,15.0,14.0
101411046,,,164.0,,,76.0,,,16.0
101411091,572.0,501.0,579.0,412.0,483.0,549.0,14.0,12.0,12.0
101411116,885.0,780.0,826.0,603.0,660.0,854.0,14.0,13.0,12.0
101411125,1247.0,1016.0,498.0,721.0,952.0,486.0,15.0,12.0,12.0
101411143,868.0,837.0,679.0,812.0,843.0,1001.0,12.0,12.0,10.0
101411152,1229.0,1286.0,1294.0,739.0,682.0,818.0,15.0,16.0,15.0
101411161,384.0,592.0,542.0,600.0,392.0,394.0,9.0,14.0,14.0
101411213,,,,,,,,,
101411258,1002.0,877.0,419.0,486.0,611.0,301.0,16.0,14.0,14.0
101411267,578.0,664.0,651.0,862.0,776.0,309.0,10.0,11.0,16.0
101411276,649.0,658.0,390.0,551.0,542.0,330.0,13.0,13.0,13.0
101411301,1424.0,1228.0,1387.0,520.0,740.0,701.0,18.0,15.0,16.0
101411319,3258.0,2936.0,2702.0,2742.0,3064.0,3298.0,13.0,12.0,11.0
101490295,561.0,371.0,369.0,423.0,613.0,615.0,14.0,9.0,9.0
101490363,907.0,767.0,781.0,293.0,433.0,419.0,18.0,15.0,16.0
101490364,1238.0,1170.0,1087.0,730.0,798.0,857.0,15.0,14.0,13.0
101490366,1771.0,1494.0,1640.0,701.0,978.0,832.0,17.0,15.0,16.0
101490367,1345.0,1190.0,1168.0,575.0,730.0,872.0,17.0,15.0,14.0
101490393,780.0,636.0,659.0,468.0,612.0,805.0,15.0,12.0,11.0
101490394,356.0,399.0,363.0,388.0,345.0,381.0,11.0,13.0,12.0
101490403,1429.0,1440.0,1573.0,539.0,528.0,539.0,17.0,18.0,18.0
101490406,225.0,379.0,441.0,279.0,365.0,303.0,11.0,12.0,14.0
101490408,796.0,994.0,727.0,884.0,686.0,713.0,11.0,14.0,12.0
101490467,684.0,620.0,653.0,300.0,364.0,475.0,17.0,15.0,14.0
101490468,1515.0,1362.0,1287.0,957.0,1086.0,1185.0,15.0,13.0,12.0
101490469,790.0,60.0,189.0,650.0,84.0,147.0,13.0,10.0,14.0
101490471,843.0,83.0,52.0,597.0,61.0,92.0,14.0,14.0,9.0
101490472,745.0,795.0,633.0,695.0,645.0,447.0,12.0,13.0,14.0
101490473,876.0,910.0,1203.0,564.0,530.0,717.0,15.0,15.0,15.0
101490474,1533.0,1607.0,956.0,435.0,361.0,292.0,19.0,20.0,18.0
101490475,783.0,953.0,527.0,201.0,295.0,217.0,19.0,18.0,17.0
101490476,853.0,662.0,956.0,371.0,538.0,484.0,17.0,13.0,16.0
101490480,368.0,515.0,451.0,136.0,229.0,293.0,18.0,17.0,15.0
101490481,297.0,426.0,424.0,207.0,318.0,320.0,14.0,14.0,14.0
101490495,166.0,75.0,5.0,74.0,45.0,19.0,17.0,15.0,5.0
101490502,,,,,,,,,
101490551,,,,,,,,,
101490558,6600.0,6875.0,1778.0,8160.0,7885.0,3142.0,11.0,11.0,9.0
101490565,14770.0,12410.0,1209.0,22142.0,24502.0,3711.0,10.0,8.0,6.0
101490572,25877.0,24351.0,25787.0,15955.0,17457.0,18493.0,15.0,14.0,14.0
101490579,7152.0,6034.0,8035.0,7608.0,8678.0,9173.0,12.0,10.0,11.0
101490586,8982.0,7853.0,1284.0,13146.0,14299.0,3636.0,10.0,9.0,6.0
101490593,6688.0,5680.0,7203.0,8072.0,9080.0,10029.0,11.0,9.0,10.0
101490600,12151.0,10950.0,11388.0,5081.0,6282.0,5844.0,17.0,15.0,16.0
101490607,8066.0,7239.0,1600.0,6694.0,7521.0,3320.0,13.0,12.0,8.0
101490621,4669.0,4545.0,35465.0,5171.0,5295.0,13735.0,11.0,11.0,17.0
101490628,4322.0,4254.0,10587.0,7990.0,8058.0,14013.0,8.0,8.0,10.0
101490635,2945.0,2425.0,16433.0,1975.0,2495.0,8167.0,14.0,12.0,16.0
101490845,,,,,,,,,
101490866,,,706.0,,,758.0,,,12.0
101490873,,,522.0,,,462.0,,,13.0
101490880,,,505.0,,,215.0,,,17.0
101490887,,,575.0,,,145.0,,,19.0
101490894,,,634.0,,,86.0,,,21.0
200210025,88.0,78.0,72.0,80.0,66.0,72.0,13.0,13.0,12.0
200210034,389.0,434.0,444.0,619.0,574.0,540.0,9.0,10.0,11.0
200210052,55.0,32.0,46.0,17.0,40.0,26.0,18.0,11.0,15.0
200210104,627.0,351.0,389.0,717.0,345.0,307.0,11.0,12.0,13.0
200210113,154.0,125.0,145.0,134.0,115.0,95.0,13.0,13.0,15.0
200210131,58.0,41.0,41.0,38.0,31.0,31.0,15.0,14.0,14.0
200210149,339.0,238.0,205.0,261.0,362.0,395.0,14.0,10.0,8.0
200210167,47.0,27.0,34.0,49.0,45.0,38.0,12.0,9.0,11.0
200210176,371.0,400.0,253.0,229.0,200.0,347.0,15.0,16.0,10.0
200210194,58.0,44.0,66.0,62.0,52.0,30.0,12.0,11.0,17.0
200210201,362.0,314.0,309.0,382.0,406.0,411.0,12.0,10.0,10.0
200210228,49.0,36.0,83.0,23.0,60.0,13.0,16.0,9.0,21.0
200210282,34.0,57.0,63.0,62.0,39.0,33.0,9.0,14.0,16.0
200210291,314.0,422.0,364.0,286.0,322.0,380.0,13.0,14.0,12.0
200210316,198.0,149.0,175.0,114.0,67.0,65.0,15.0,17.0,18.0
200210343,82.0,62.0,96.0,86.0,82.0,48.0,12.0,10.0,16.0
200210352,505.0,610.0,339.0,503.0,398.0,405.0,12.0,15.0,11.0
200210379,107.0,157.0,120.0,157.0,83.0,96.0,10.0,16.0,13.0
200210404,111.0,134.0,124.0,105.0,58.0,68.0,12.0,17.0,16.0
200210413,589.0,592.0,616.0,635.0,632.0,608.0,12.0,12.0,12.0
200210431,57.0,34.0,21.0,39.0,38.0,51.0,14.0,11.0,7.0
200210449,284.0,325.0,268.0,220.0,275.0,332.0,14.0,13.0,11.0
200210467,207.0,230.0,251.0,129.0,130.0,109.0,15.0,15.0,17.0
200210476,56.0,62.0,76.0,40.0,58.0,44.0,14.0,12.0,15.0
200210494,63.0,52.0,52.0,33.0,20.0,20.0,16.0,17.0,17.0
200210501,277.0,398.0,255.0,323.0,202.0,273.0,11.0,16.0,12.0
200210555,120.0,159.0,163.0,168.0,33.0,53.0,10.0,20.0,18.0
200210582,415.0,355.0,400.0,305.0,269.0,224.0,14.0,14.0,15.0
200210661,173.0,163.0,175.0,163.0,197.0,113.0,12.0,11.0,15.0
200210688,133.0,75.0,102.0,35.0,69.0,42.0,19.0,13.0,17.0
200210704,140.0,96.0,100.0,76.0,96.0,92.0,16.0,12.0,13.0
200210722,72.0,45.0,52.0,24.0,27.0,20.0,18.0,15.0,17.0
200210749,79.0,39.0,40.0,41.0,33.0,32.0,16.0,13.0,13.0
200210758,46.0,36.0,45.0,26.0,36.0,27.0,15.0,12.0,15.0
200210776,50.0,49.0,55.0,70.0,47.0,41.0,10.0,12.0,14.0
200210785,399.0,242.0,333.0,345.0,502.0,411.0,13.0,8.0,11.0
200210794,299.0,288.0,239.0,301.0,312.0,361.0,12.0,12.0,10.0
200210819,519.0,518.0,547.0,489.0,490.0,461.0,12.0,12.0,13.0
200210828,115.0,177.0,127.0,149.0,111.0,161.0,10.0,15.0,11.0
200211377,133.0,126.0,65.0,83.0,66.0,79.0,15.0,16.0,11.0
200211395,72.0,32.0,30.0,24.0,40.0,42.0,18.0,11.0,10.0
200211402,377.0,302.0,251.0,223.0,298.0,349.0,15.0,12.0,10.0
200211456,159.0,141.0,252.0,321.0,315.0,300.0,8.0,7.0,11.0
200211465,39.0,40.0,58.0,33.0,32.0,14.0,13.0,13.0,19.0
200211483,628.0,658.0,403.0,668.0,638.0,581.0,12.0,12.0,10.0
200211517,43.0,14.0,40.0,53.0,58.0,32.0,11.0,5.0,13.0
200211526,320.0,286.0,303.0,280.0,290.0,297.0,13.0,12.0,12.0
200211589,46.0,40.0,55.0,50.0,56.0,41.0,12.0,10.0,14.0
200211598,218.0,311.0,342.0,382.0,433.0,402.0,9.0,10.0,11.0
200211659,59.0,41.0,37.0,37.0,55.0,35.0,15.0,10.0,12.0
200211686,65.0,47.0,32.0,7.0,25.0,40.0,22.0,16.0,11.0
200290136,88.0,23.0,41.0,8.0,49.0,31.0,22.0,8.0,14.0
200290140,908.0,416.0,70.0,268.0,64.0,50.0,19.0,21.0,14.0
200290141,202.0,176.0,149.0,62.0,64.0,43.0,18.0,18.0,19.0
200290142,219.0,549.0,853.0,69.0,123.0,251.0,18.0,20.0,19.0
200290151,49.0,52.0,35.0,47.0,20.0,37.0,12.0,17.0,12.0
200290153,42.0,55.0,33.0,54.0,17.0,39.0,11.0,18.0,11.0
200290155,39.0,53.0,34.0,81.0,43.0,62.0,8.0,13.0,9.0
200290156,365.0,289.0,343.0,379.0,455.0,401.0,12.0,9.0,11.0
200290157,73.0,68.0,87.0,95.0,76.0,57.0,10.0,11.0,15.0
200290159,195.0,140.0,118.0,165.0,220.0,194.0,13.0,9.0,9.0
200290160,179.0,98.0,123.0,133.0,142.0,69.0,14.0,10.0,15.0
200290161,207.0,205.0,228.0,201.0,203.0,180.0,12.0,12.0,13.0
200290162,158.0,475.0,396.0,202.0,437.0,516.0,11.0,13.0,10.0
200290163,69.0,43.0,69.0,51.0,77.0,99.0,14.0,9.0,10.0
200290165,282.0,267.0,249.0,126.0,213.0,303.0,17.0,13.0,11.0
200290166,301.0,337.0,313.0,179.0,383.0,407.0,15.0,11.0,10.0
200290167,74.0,128.0,70.0,94.0,112.0,218.0,11.0,13.0,6.0
200290168,56.0,84.0,93.0,40.0,36.0,99.0,14.0,17.0,12.0
200290169,197.0,169.0,139.0,139.0,119.0,53.0,14.0,14.0,17.0
200290170,56.0,103.0,160.0,40.0,89.0,128.0,14.0,13.0,13.0
200290171,103.0,92.0,42.0,65.0,28.0,78.0,15.0,18.0,8.0
200290172,501.0,392.0,393.0,507.0,496.0,423.0,12.0,11.0,12.0
200290173,428.0,314.0,250.0,268.0,286.0,326.0,15.0,13.0,10.0
200290174,53.0,44.0,48.0,43.0,28.0,24.0,13.0,15.0,16.0
200290175,392.0,304.0,266.0,208.0,296.0,334.0,16.0,12.0,11.0
200290176,28.0,60.0,54.0,44.0,12.0,42.0,9.0,20.0,14.0
200290177,373.0,333.0,343.0,107.0,147.0,137.0,19.0,17.0,17.0
200290208,470.0,,,538.0,,,11.0,,
200290215,2559.0,2132.0,2151.0,1521.0,1948.0,1929.0,15.0,13.0,13.0
200290222,320.0,278.0,250.0,280.0,322.0,350.0,13.0,11.0,10.0
200290229,268.0,275.0,274.0,212.0,205.0,206.0,13.0,14.0,14.0
200290236,444.0,290.0,310.0,156.0,310.0,290.0,18.0,12.0,12.0
200290250,281.0,271.0,254.0,319.0,329.0,346.0,11.0,11.0,10.0
200290257,,280.0,296.0,,296.0,304.0,,12.0,12.0
200310069,24.0,6.0,33.0,,18.0,15.0,24.0,6.0,17.0
200310087,56.0,24.0,44.0,16.0,24.0,28.0,19.0,12.0,15.0
200310209,52.0,19.0,43.0,20.0,29.0,29.0,17.0,10.0,14.0
200310315,52.0,54.0,50.0,20.0,18.0,46.0,17.0,18.0,13.0
200310412,47.0,20.0,85.0,97.0,76.0,83.0,8.0,5.0,12.0
200310527,549.0,478.0,439.0,675.0,746.0,881.0,11.0,9.0,8.0
200310536,111.0,104.0,102.0,105.0,88.0,114.0,12.0,13.0,11.0
200310599,69.0,40.0,47.0,27.0,56.0,49.0,17.0,10.0,12.0
200310606,824.0,769.0,635.0,400.0,455.0,589.0,16.0,15.0,12.0
200310615,157.0,110.0,110.0,59.0,82.0,82.0,17.0,14.0,14.0
200310669,24.0,47.0,59.0,96.0,49.0,61.0,5.0,12.0,12.0
200310696,72.0,42.0,63.0,48.0,54.0,33.0,14.0,11.0,16.0
200310757,71.0,28.0,54.0,1.0,44.0,66.0,24.0,9.0,11.0
200310766,188.0,190.0,359.0,220.0,218.0,217.0,11.0,11.0,15.0
200310863,154.0,130.0,83.0,38.0,38.0,85.0,19.0,19.0,12.0
200310881,56.0,49.0,56.0,16.0,23.0,40.0,19.0,16.0,14.0
200310924,64.0,50.0,90.0,32.0,46.0,6.0,16.0,13.0,23.0
200310942,90.0,79.0,48.0,30.0,17.0,48.0,18.0,20.0,12.0
200390140,204.0,238.0,53.0,84.0,170.0,67.0,17.0,14.0,11.0
200390146,431.0,342.0,188.0,169.0,258.0,172.0,17.0,14.0,13.0
200390154,395.0,324.0,401.0,301.0,396.0,535.0,14.0,11.0,10.0
200390155,42.0,49.0,61.0,54.0,23.0,35.0,11.0,16.0,15.0
200390156,270.0,257.0,189.0,114.0,151.0,123.0,17.0,15.0,15.0
200390157,135.0,222.0,95.0,153.0,66.0,49.0,11.0,19.0,16.0
200390158,,,24.0,,,,,,24.0
200390159,,,,,,,,,
200390160,247.0,195.0,294.0,257.0,309.0,306.0,12.0,9.0,12.0
200390161,241.0,307.0,288.0,359.0,293.0,528.0,10.0,12.0,8.0
200390186,295.0,217.0,235.0,305.0,287.0,365.0,12.0,10.0,9.0
200390193,293.0,181.0,222.0,211.0,323.0,378.0,14.0,9.0,9.0
200390200,272.0,216.0,339.0,136.0,192.0,261.0,16.0,13.0,14.0
200390214,,65.0,85.0,,55.0,83.0,,13.0,12.0
200390221,,253.0,296.0,,347.0,472.0,,10.0,9.0
200390228,,58.0,70.0,,62.0,50.0,,12.0,14.0
200390235,,101.0,102.0,,43.0,66.0,,17.0,15.0
200390242,,45.0,83.0,,75.0,37.0,,9.0,17.0
200390249,,140.0,42.0,,100.0,78.0,,14.0,8.0
200390256,,730.0,615.0,,278.0,513.0,,17.0,13.0
200390375,,,50.0,,,46.0,,,13.0
200390382,,,258.0,,,150.0,,,15.0
100310016,784.0,1011.0,73.0,200.0,237.0,71.0,19.0,19.0,12.0
100310025,1284.0,1264.0,903.0,396.0,416.0,297.0,18.0,18.0,18.0
100310034,955.0,914.0,956.0,245.0,526.0,244.0,19.0,15.0,19.0
100310043,945.0,840.0,618.0,303.0,408.0,366.0,18.0,16.0,15.0
100310052,386.0,468.0,304.0,598.0,516.0,440.0,9.0,11.0,10.0
100310061,429.0,548.0,655.0,315.0,436.0,329.0,14.0,13.0,16.0
100310079,834.0,758.0,766.0,414.0,490.0,482.0,16.0,15.0,15.0
100310088,338.0,334.0,324.0,142.0,170.0,156.0,17.0,16.0,16.0
100310097,753.0,722.0,931.0,735.0,766.0,677.0,12.0,12.0,14.0
100310104,335.0,466.0,392.0,169.0,158.0,232.0,16.0,18.0,15.0
100310113,926.0,909.0,1070.0,562.0,531.0,394.0,15.0,15.0,18.0
100310122,826.0,813.0,444.0,662.0,651.0,540.0,13.0,13.0,11.0
100310131,1215.0,1064.0,351.0,753.0,904.0,393.0,15.0,13.0,11.0
100310149,1177.0,969.0,519.0,551.0,735.0,225.0,16.0,14.0,17.0
100310158,4330.0,4349.0,4045.0,1430.0,1411.0,1715.0,18.0,18.0,17.0
100310167,1421.0,1204.0,1403.0,979.0,1196.0,1237.0,14.0,12.0,13.0
100310219,1060.0,990.0,1009.0,428.0,498.0,479.0,17.0,16.0,16.0
100310228,1099.0,1085.0,1169.0,389.0,643.0,775.0,18.0,15.0,14.0
100310237,1364.0,1217.0,1362.0,604.0,727.0,870.0,17.0,15.0,15.0
100310246,1928.0,1537.0,1615.0,544.0,935.0,929.0,19.0,15.0,15.0
100310264,1369.0,1345.0,1283.0,599.0,623.0,805.0,17.0,16.0,15.0
100310334,734.0,617.0,588.0,250.0,367.0,372.0,18.0,15.0,15.0
100310343,514.0,514.0,439.0,446.0,470.0,305.0,13.0,13.0,14.0
100310379,757.0,642.0,631.0,227.0,318.0,329.0,18.0,16.0,16.0
100310388,460.0,552.0,630.0,164.0,192.0,234.0,18.0,18.0,18.0
100310397,577.0,500.0,553.0,287.0,340.0,311.0,16.0,14.0,15.0
100310422,665.0,593.0,474.0,319.0,391.0,510.0,16.0,14.0,12.0
100310431,1377.0,1163.0,650.0,543.0,757.0,310.0,17.0,15.0,16.0
100310449,1135.0,973.0,611.0,353.0,515.0,349.0,18.0,16.0,15.0
100310458,768.0,1053.0,737.0,288.0,435.0,511.0,17.0,17.0,14.0
100310476,1233.0,1049.0,1076.0,255.0,439.0,652.0,20.0,17.0,15.0
100310519,1095.0,1180.0,1311.0,633.0,548.0,489.0,15.0,16.0,17.0
100310528,932.0,888.0,1167.0,532.0,552.0,513.0,15.0,15.0,17.0
100310537,989.0,864.0,1099.0,499.0,624.0,629.0,16.0,14.0,15.0
100310546,1213.0,1016.0,631.0,515.0,712.0,353.0,17.0,14.0,15.0
100310573,987.0,997.0,928.0,741.0,731.0,800.0,14.0,14.0,13.0
100310591,574.0,454.0,690.0,170.0,290.0,294.0,19.0,15.0,17.0
100310607,1395.0,1138.0,1281.0,405.0,662.0,519.0,19.0,15.0,17.0
100310616,947.0,758.0,741.0,277.0,490.0,483.0,19.0,15.0,15.0
100310634,980.0,840.0,840.0,724.0,888.0,888.0,14.0,12.0,12.0
100310643,571.0,545.0,510.0,293.0,319.0,354.0,16.0,15.0,14.0
100310652,529.0,554.0,579.0,719.0,670.0,669.0,10.0,11.0,11.0
100310661,852.0,748.0,773.0,396.0,500.0,547.0,16.0,14.0,14.0
100310697,1154.0,931.0,1151.0,334.0,533.0,577.0,19.0,15.0,16.0
100310713,2093.0,2205.0,2078.0,307.0,195.0,322.0,21.0,22.0,21.0
100310722,1307.0,1072.0,1259.0,421.0,656.0,709.0,18.0,15.0,15.0
100310846,1410.0,1296.0,956.0,510.0,624.0,484.0,18.0,16.0,16.0
100310855,1007.0,882.0,1149.0,721.0,846.0,699.0,14.0,12.0,15.0
100310864,1283.0,1372.0,1450.0,517.0,428.0,470.0,17.0,18.0,18.0
100310873,870.0,823.0,906.0,618.0,665.0,702.0,14.0,13.0,14.0
100310916,736.0,679.0,213.0,224.0,281.0,267.0,18.0,17.0,11.0
100310925,607.0,649.0,761.0,353.0,311.0,319.0,15.0,16.0,17.0
100310943,4120.0,3901.0,3839.0,1400.0,1619.0,1681.0,18.0,17.0,17.0
100310952,1503.0,1435.0,1395.0,417.0,485.0,645.0,19.0,18.0,16.0
100310961,1198.0,1085.0,459.0,722.0,835.0,261.0,15.0,14.0,15.0
100310979,1133.0,1111.0,697.0,547.0,569.0,503.0,16.0,16.0,14.0
100310997,696.0,603.0,542.0,288.0,381.0,442.0,17.0,15.0,13.0
