yop_kodu,kullanilan_tercih_2022,kullanilan_tercih_2023,kullanilan_tercih_2024,bos_birakilan_tercih_2022,bos_birakilan_tercih_2023,bos_birakilan_tercih_2024,ortalama_kullanilan_tercih_2022,ortalama_kullanilan_tercih_2023,ortalama_kullanilan_tercih_2024
100890064,824.0,846.0,690.0,616.0,594.0,270.0,14.0,14.0,17.0
100890073,232.0,184.0,129.0,56.0,104.0,63.0,19.0,15.0,16.0
100890083,786.0,745.0,1230.0,174.0,215.0,330.0,20.0,19.0,19.0
100890090,567.0,519.0,496.0,153.0,225.0,224.0,19.0,17.0,17.0
100890104,993.0,858.0,610.0,231.0,366.0,254.0,19.0,17.0,17.0
100890118,,,446.0,,,34.0,,,22.0
110510018,2786.0,2669.0,2523.0,334.0,451.0,597.0,21.0,21.0,19.0
110510027,840.0,796.0,67.0,144.0,188.0,29.0,20.0,19.0,17.0
110510036,994.0,857.0,358.0,206.0,343.0,314.0,20.0,17.0,13.0
110510045,1079.0,987.0,1145.0,409.0,453.0,415.0,17.0,16.0,18.0
110510081,1030.0,844.0,913.0,458.0,620.0,695.0,17.0,14.0,14.0
110510133,1100.0,1010.0,741.0,364.0,430.0,219.0,18.0,17.0,19.0
110510142,927.0,967.0,524.0,513.0,473.0,436.0,15.0,16.0,13.0
110510151,99.0,103.0,179.0,45.0,17.0,85.0,17.0,21.0,16.0
110510169,901.0,828.0,929.0,539.0,612.0,631.0,15.0,14.0,14.0
110590018,1213.0,1218.0,944.0,227.0,222.0,256.0,20.0,20.0,19.0
110590019,1267.0,1145.0,1228.0,437.0,559.0,476.0,18.0,16.0,17.0
110590020,583.0,766.0,594.0,281.0,386.0,270.0,16.0,16.0,17.0
110590022,1474.0,1557.0,1591.0,446.0,363.0,449.0,18.0,19.0,19.0
110590031,995.0,899.0,963.0,205.0,301.0,237.0,20.0,18.0,19.0
110590032,411.0,414.0,470.0,189.0,330.0,394.0,16.0,13.0,13.0
110590033,1117.0,1115.0,1301.0,491.0,493.0,427.0,17.0,17.0,18.0
110590034,1462.0,1389.0,1345.0,458.0,531.0,575.0,18.0,17.0,17.0
110590035,1687.0,1798.0,1751.0,233.0,122.0,169.0,21.0,22.0,22.0
110590037,747.0,737.0,905.0,213.0,223.0,199.0,19.0,18.0,20.0
110590038,1008.0,883.0,921.0,432.0,605.0,639.0,17.0,14.0,14.0
110590039,978.0,1096.0,449.0,582.0,464.0,271.0,15.0,17.0,15.0
110590040,1266.0,1137.0,1284.0,294.0,423.0,396.0,19.0,17.0,18.0
110590041,1124.0,1017.0,627.0,580.0,711.0,357.0,16.0,14.0,15.0
110590067,505.0,417.0,422.0,239.0,303.0,298.0,16.0,14.0,14.0
110590068,1137.0,979.0,783.0,303.0,461.0,417.0,19.0,16.0,16.0
110590085,1068.0,1041.0,1024.0,660.0,663.0,800.0,15.0,15.0,13.0
110590092,1072.0,944.0,1109.0,656.0,784.0,739.0,15.0,13.0,14.0
110590099,994.0,764.0,915.0,494.0,724.0,813.0,16.0,12.0,13.0
110590106,880.0,765.0,947.0,368.0,483.0,541.0,17.0,15.0,15.0
110590113,903.0,766.0,868.0,345.0,482.0,620.0,17.0,15.0,14.0
210100171,,49.0,31.0,,23.0,41.0,,16.0,10.0
210100178,,98.0,253.0,,22.0,59.0,,20.0,19.0
210100185,,53.0,24.0,,19.0,48.0,,18.0,8.0
210100192,,172.0,151.0,,236.0,257.0,,10.0,9.0
210100199,,26.0,15.0,,70.0,57.0,,7.0,5.0
210100206,,242.0,130.0,,262.0,278.0,,12.0,8.0
210100213,,48.0,19.0,,72.0,53.0,,10.0,6.0
210100220,,108.0,56.0,,108.0,64.0,,12.0,11.0
210100255,,,74.0,,,22.0,,,19.0
210100262,,,412.0,,,188.0,,,16.0
210100269,,,41.0,,,55.0,,,10.0
210100276,,,174.0,,,138.0,,,13.0
210100283,,,20.0,,,28.0,,,10.0
210100290,,,206.0,,,106.0,,,16.0
210100297,,,84.0,,,12.0,,,21.0
210100304,,,258.0,,,198.0,,,14.0
210100311,,,74.0,,,22.0,,,19.0
210100318,,,261.0,,,339.0,,,10.0
210100339,,,74.0,,,22.0,,,19.0
210100346,,,306.0,,,294.0,,,12.0
202910199,215.0,152.0,361.0,145.0,88.0,239.0,14.0,15.0,14.0
202910206,20.0,21.0,,28.0,27.0,,10.0,11.0,
202910251,163.0,156.0,164.0,101.0,84.0,52.0,15.0,16.0,18.0
202910463,183.0,149.0,55.0,177.0,91.0,65.0,12.0,15.0,11.0
202910481,19.0,29.0,60.0,29.0,19.0,36.0,10.0,15.0,15.0
202910506,273.0,178.0,57.0,87.0,62.0,39.0,18.0,18.0,14.0
202910524,34.0,19.0,17.0,14.0,29.0,7.0,17.0,10.0,17.0
202910675,231.0,200.0,149.0,57.0,40.0,19.0,19.0,20.0,21.0
202910736,19.0,32.0,25.0,53.0,16.0,23.0,6.0,16.0,13.0
202910763,217.0,152.0,115.0,47.0,40.0,53.0,20.0,19.0,16.0
202910799,293.0,173.0,179.0,187.0,139.0,133.0,15.0,13.0,14.0
202910806,704.0,530.0,631.0,712.0,550.0,785.0,12.0,12.0,11.0
202911001,234.0,178.0,205.0,54.0,62.0,35.0,20.0,18.0,21.0
202911425,72.0,68.0,96.0,48.0,52.0,72.0,14.0,14.0,14.0
202911434,249.0,363.0,491.0,351.0,453.0,517.0,10.0,11.0,12.0
202911452,,,54.0,,,42.0,,,14.0
202911461,,,122.0,,,70.0,,,15.0
202911497,235.0,129.0,63.0,125.0,111.0,33.0,16.0,13.0,16.0
202911504,9.0,40.0,228.0,39.0,80.0,276.0,5.0,8.0,11.0
202990166,236.0,119.0,46.0,124.0,121.0,50.0,16.0,12.0,12.0
202990167,20.0,54.0,104.0,28.0,66.0,88.0,10.0,11.0,13.0
202990168,88.0,49.0,67.0,32.0,71.0,53.0,18.0,10.0,13.0
202990169,266.0,247.0,324.0,454.0,449.0,492.0,9.0,9.0,10.0
202990170,154.0,132.0,51.0,206.0,108.0,45.0,10.0,13.0,13.0
202990171,21.0,44.0,85.0,27.0,76.0,59.0,11.0,9.0,14.0
202990183,196.0,179.0,210.0,92.0,61.0,30.0,16.0,18.0,21.0
202990190,344.0,578.0,207.0,376.0,286.0,129.0,11.0,16.0,15.0
202990197,232.0,184.0,18.0,128.0,56.0,30.0,15.0,18.0,9.0
202990204,69.0,69.0,13.0,51.0,51.0,35.0,14.0,14.0,7.0
202990211,233.0,97.0,57.0,79.0,23.0,39.0,18.0,19.0,14.0
202990218,214.0,286.0,68.0,194.0,194.0,52.0,13.0,14.0,14.0
202990225,95.0,93.0,69.0,49.0,27.0,51.0,16.0,19.0,14.0
202990232,371.0,276.0,394.0,445.0,540.0,422.0,11.0,8.0,12.0
202990239,91.0,85.0,77.0,53.0,35.0,43.0,15.0,17.0,15.0
202990246,299.0,386.0,408.0,517.0,382.0,408.0,9.0,12.0,12.0
202990253,230.0,188.0,91.0,130.0,52.0,29.0,15.0,19.0,18.0
202990260,203.0,157.0,59.0,157.0,83.0,61.0,14.0,16.0,12.0
202990267,68.0,47.0,24.0,52.0,25.0,,14.0,16.0,24.0
202990274,211.0,160.0,69.0,149.0,80.0,51.0,14.0,16.0,14.0
202990281,41.0,7.0,8.0,31.0,17.0,16.0,14.0,7.0,8.0
202990288,236.0,198.0,157.0,52.0,42.0,11.0,20.0,20.0,22.0
202990295,350.0,489.0,148.0,322.0,375.0,140.0,13.0,14.0,12.0
202990302,1211.0,806.0,638.0,205.0,130.0,250.0,21.0,21.0,17.0
202990323,,,47.0,,,25.0,,,16.0
202990330,,,19.0,,,29.0,,,10.0
202990337,,,73.0,,,23.0,,,18.0
202990344,,,46.0,,,50.0,,,12.0
202990358,,,29.0,,,115.0,,,5.0
202990365,,,77.0,,,139.0,,,9.0
100910019,589.0,440.0,6.0,155.0,184.0,18.0,19.0,17.0,6.0
100910028,940.0,793.0,170.0,260.0,407.0,190.0,19.0,16.0,11.0
100910037,1073.0,1027.0,885.0,367.0,413.0,315.0,18.0,17.0,18.0
100910046,915.0,769.0,551.0,285.0,431.0,169.0,18.0,15.0,18.0
100910055,899.0,757.0,805.0,349.0,491.0,443.0,17.0,15.0,15.0
100910064,958.0,806.0,946.0,242.0,394.0,278.0,19.0,16.0,19.0
100910082,1113.0,1021.0,925.0,351.0,419.0,275.0,18.0,17.0,19.0
100910143,679.0,648.0,549.0,305.0,336.0,195.0,17.0,16.0,18.0
100910152,872.0,841.0,597.0,376.0,407.0,387.0,17.0,16.0,15.0
100910204,967.0,779.0,339.0,521.0,709.0,405.0,16.0,13.0,11.0
100910231,1104.0,1008.0,540.0,360.0,432.0,420.0,18.0,17.0,14.0
100910249,925.0,877.0,437.0,563.0,611.0,307.0,15.0,14.0,14.0
100910258,772.0,612.0,770.0,188.0,372.0,358.0,19.0,15.0,16.0
100910267,1260.0,1240.0,1518.0,1116.0,1160.0,1434.0,13.0,12.0,12.0
100910285,851.0,1266.0,1678.0,109.0,174.0,242.0,21.0,21.0,21.0
100990017,,,305.0,,,199.0,,,15.0
100990022,644.0,623.0,956.0,220.0,361.0,532.0,18.0,15.0,15.0
100990029,1245.0,1187.0,1251.0,195.0,253.0,309.0,21.0,20.0,19.0
100990030,2054.0,1950.0,1979.0,586.0,690.0,661.0,19.0,18.0,18.0
100990034,853.0,824.0,764.0,395.0,424.0,580.0,16.0,16.0,14.0
100990038,758.0,735.0,1072.0,490.0,633.0,536.0,15.0,13.0,16.0
100990046,123.0,165.0,170.0,141.0,99.0,118.0,11.0,15.0,14.0
100990067,561.0,449.0,483.0,159.0,295.0,237.0,19.0,14.0,16.0
100990081,1152.0,1422.0,1414.0,288.0,306.0,434.0,19.0,20.0,18.0
100990088,574.0,906.0,955.0,122.0,342.0,293.0,20.0,17.0,18.0
100990095,131.0,215.0,445.0,37.0,73.0,83.0,19.0,18.0,20.0
100990109,,,900.0,,,588.0,,,15.0
100990116,,,13.0,,,35.0,,,7.0
100990123,,,536.0,,,184.0,,,18.0
101010016,2507.0,2930.0,1893.0,853.0,430.0,507.0,18.0,21.0,19.0
101010025,728.0,617.0,217.0,760.0,871.0,527.0,12.0,10.0,7.0
101010034,631.0,617.0,569.0,617.0,631.0,679.0,12.0,12.0,11.0
101010043,847.0,758.0,329.0,881.0,970.0,415.0,12.0,11.0,11.0
101010052,1015.0,892.0,461.0,953.0,1076.0,523.0,12.0,11.0,11.0
101010061,862.0,670.0,358.0,842.0,1058.0,386.0,12.0,9.0,12.0
101010079,1125.0,867.0,417.0,603.0,813.0,327.0,16.0,12.0,13.0
101010088,538.0,515.0,617.0,710.0,949.0,631.0,10.0,8.0,12.0
101010097,295.0,331.0,351.0,209.0,173.0,153.0,14.0,16.0,17.0
101010104,393.0,358.0,476.0,471.0,506.0,508.0,11.0,10.0,12.0
101010113,930.0,981.0,775.0,510.0,459.0,473.0,16.0,16.0,15.0
101010122,1385.0,1245.0,457.0,1495.0,1635.0,743.0,12.0,10.0,9.0
101010131,403.0,317.0,248.0,317.0,403.0,472.0,13.0,11.0,8.0
101010167,782.0,727.0,756.0,658.0,713.0,444.0,13.0,12.0,15.0
101010176,1028.0,815.0,769.0,412.0,625.0,431.0,17.0,14.0,15.0
101010185,913.0,910.0,739.0,575.0,554.0,509.0,15.0,15.0,14.0
101010255,5495.0,3737.0,4411.0,3025.0,3463.0,2789.0,15.0,12.0,15.0
101010264,1238.0,1080.0,1239.0,874.0,1032.0,1113.0,14.0,12.0,13.0
101010273,2164.0,2088.0,2205.0,1772.0,1848.0,1707.0,13.0,13.0,14.0
101010282,1077.0,1041.0,1112.0,1131.0,1191.0,1096.0,12.0,11.0,12.0
101010291,194.0,298.0,234.0,46.0,182.0,246.0,19.0,15.0,12.0
101010307,2114.0,1956.0,2024.0,1822.0,1956.0,1864.0,13.0,12.0,12.0
101010316,839.0,834.0,1006.0,1081.0,1110.0,1034.0,10.0,10.0,12.0
101010325,1339.0,1390.0,1455.0,1133.0,1058.0,1257.0,13.0,14.0,13.0
101010352,951.0,729.0,940.0,993.0,1239.0,1172.0,12.0,9.0,11.0
101010361,654.0,732.0,799.0,1194.0,1068.0,1169.0,8.0,10.0,10.0
101010776,1214.0,936.0,599.0,466.0,744.0,361.0,17.0,13.0,15.0
101010801,4239.0,3986.0,1855.0,5601.0,5854.0,3065.0,10.0,10.0,9.0
101010819,7634.0,8038.0,1307.0,16966.0,16562.0,3613.0,7.0,8.0,6.0
101010828,35578.0,34046.0,1181.0,33254.0,34834.0,3715.0,12.0,12.0,6.0
101010907,496.0,397.0,516.0,488.0,587.0,612.0,12.0,10.0,11.0
101010916,29468.0,27032.0,1082.0,29572.0,31984.0,3838.0,12.0,11.0,5.0
101010997,872.0,917.0,975.0,568.0,523.0,585.0,15.0,15.0,15.0
101011005,1016.0,929.0,1086.0,592.0,631.0,594.0,15.0,14.0,16.0
101011014,572.0,534.0,772.0,868.0,906.0,788.0,10.0,9.0,12.0
101011023,342.0,337.0,461.0,642.0,647.0,667.0,8.0,8.0,10.0
101011129,41.0,43.0,13.0,7.0,5.0,11.0,21.0,22.0,13.0
101011192,65459.0,64456.0,83518.0,52621.0,53624.0,59162.0,13.0,13.0,14.0
101011226,14023.0,11761.0,1016.0,25289.0,27599.0,3856.0,9.0,7.0,5.0
101011235,4602.0,4380.0,1401.0,10134.0,10308.0,3495.0,7.0,7.0,7.0
101011305,1965.0,1721.0,1077.0,1155.0,1399.0,603.0,15.0,13.0,15.0
101090527,10.0,,,14.0,,,10.0,,
101090535,832.0,767.0,887.0,608.0,721.0,793.0,14.0,12.0,13.0
101090550,13625.0,12858.0,35381.0,15895.0,16662.0,26131.0,11.0,10.0,14.0
101090566,984.0,903.0,1109.0,960.0,1065.0,1003.0,12.0,11.0,13.0
101090573,546.0,502.0,410.0,414.0,458.0,310.0,14.0,13.0,14.0
101090580,736.0,661.0,706.0,704.0,779.0,734.0,12.0,11.0,12.0
101090587,,,702.0,,,642.0,,,13.0
209510010,505.0,582.0,356.0,431.0,426.0,196.0,13.0,14.0,15.0
209510011,181.0,145.0,156.0,35.0,95.0,84.0,20.0,15.0,16.0
209510013,121.0,374.0,38.0,71.0,106.0,34.0,15.0,19.0,13.0
209510014,180.0,159.0,180.0,36.0,81.0,60.0,20.0,16.0,18.0
209510015,606.0,620.0,716.0,426.0,436.0,628.0,14.0,14.0,13.0
209510017,51.0,31.0,23.0,21.0,65.0,73.0,17.0,8.0,6.0
209510018,238.0,345.0,268.0,122.0,255.0,188.0,16.0,14.0,14.0
209510020,43.0,48.0,79.0,53.0,48.0,65.0,11.0,12.0,13.0
209510021,238.0,376.0,279.0,194.0,320.0,249.0,13.0,13.0,13.0
209510023,153.0,176.0,194.0,63.0,64.0,46.0,17.0,18.0,19.0
209510024,704.0,630.0,253.0,328.0,426.0,203.0,16.0,14.0,13.0
209510025,123.0,129.0,130.0,21.0,63.0,62.0,21.0,16.0,16.0
209510027,81.0,90.0,107.0,39.0,30.0,37.0,16.0,18.0,18.0
209510028,316.0,484.0,194.0,164.0,332.0,118.0,16.0,14.0,15.0
209510029,43.0,43.0,48.0,53.0,53.0,48.0,11.0,11.0,12.0
209510030,90.0,76.0,68.0,30.0,44.0,52.0,18.0,15.0,14.0
209510031,263.0,339.0,312.0,241.0,381.0,408.0,13.0,11.0,10.0
209510032,91.0,59.0,63.0,53.0,61.0,33.0,15.0,12.0,16.0
209510033,80.0,55.0,107.0,40.0,65.0,61.0,16.0,11.0,15.0
209510034,243.0,300.0,387.0,213.0,396.0,525.0,13.0,10.0,10.0
209510035,70.0,133.0,107.0,74.0,107.0,61.0,12.0,13.0,15.0
209510036,48.0,60.0,71.0,72.0,84.0,73.0,10.0,10.0,12.0
209510037,206.0,337.0,336.0,322.0,383.0,480.0,9.0,11.0,10.0
209510039,1026.0,133.0,109.0,294.0,107.0,131.0,19.0,13.0,11.0
209510042,26.0,32.0,75.0,46.0,64.0,45.0,9.0,8.0,15.0
209510043,182.0,306.0,409.0,130.0,294.0,191.0,14.0,12.0,16.0
209510046,40.0,47.0,67.0,32.0,49.0,53.0,13.0,12.0,13.0
209510054,468.0,561.0,146.0,180.0,423.0,190.0,17.0,14.0,10.0
209510061,166.0,605.0,255.0,98.0,403.0,297.0,15.0,14.0,11.0
209510068,186.0,146.0,151.0,30.0,94.0,89.0,21.0,15.0,15.0
209510075,549.0,214.0,394.0,411.0,194.0,470.0,14.0,13.0,11.0
209510089,160.0,183.0,218.0,56.0,57.0,46.0,18.0,18.0,20.0
209510096,312.0,710.0,115.0,192.0,490.0,77.0,15.0,14.0,14.0
209510103,251.0,318.0,539.0,61.0,282.0,277.0,19.0,13.0,16.0
209510124,,729.0,734.0,,423.0,706.0,,15.0,12.0
209510131,,183.0,425.0,,225.0,439.0,,11.0,12.0
209510152,,19.0,72.0,,29.0,,,10.0,24.0
209510159,,84.0,124.0,,60.0,44.0,,14.0,18.0
209510166,,425.0,422.0,,343.0,514.0,,13.0,11.0
209510222,,100.0,78.0,,44.0,42.0,,17.0,16.0
209510229,,313.0,335.0,,167.0,169.0,,16.0,16.0
111710087,915.0,729.0,879.0,573.0,759.0,729.0,15.0,12.0,13.0
111710096,782.0,677.0,416.0,706.0,811.0,568.0,13.0,11.0,10.0
111710157,661.0,664.0,300.0,827.0,824.0,444.0,11.0,11.0,10.0
111710166,990.0,706.0,198.0,978.0,1262.0,546.0,12.0,9.0,6.0
111710175,966.0,940.0,329.0,954.0,980.0,415.0,12.0,12.0,11.0
111710184,899.0,797.0,774.0,589.0,691.0,834.0,15.0,13.0,12.0
111710412,5081.0,2867.0,3412.0,4999.0,4333.0,3788.0,12.0,10.0,11.0
111710421,1251.0,1198.0,1254.0,957.0,986.0,1074.0,14.0,13.0,13.0
111710439,1142.0,945.0,1146.0,802.0,1023.0,966.0,14.0,12.0,13.0
111710448,2051.0,1654.0,1910.0,1405.0,1778.0,1498.0,14.0,12.0,13.0
111710457,1882.0,1792.0,1978.0,1550.0,1664.0,1502.0,13.0,12.0,14.0
111710475,1661.0,1405.0,1501.0,1051.0,1307.0,1379.0,15.0,12.0,13.0
111710484,1093.0,1217.0,1104.0,1115.0,967.0,1176.0,12.0,13.0,12.0
111710493,914.0,884.0,994.0,1054.0,1084.0,1118.0,11.0,11.0,11.0
111710509,956.0,930.0,1014.0,988.0,1038.0,930.0,12.0,11.0,13.0
111710518,890.0,783.0,903.0,1078.0,1185.0,1161.0,11.0,10.0,11.0
111711437,585.0,658.0,796.0,951.0,878.0,860.0,9.0,10.0,12.0
111711455,1037.0,1026.0,1163.0,667.0,678.0,661.0,15.0,14.0,15.0
111711473,1167.0,912.0,982.0,561.0,816.0,722.0,16.0,13.0,14.0
111711507,505.0,452.0,569.0,239.0,268.0,175.0,16.0,15.0,18.0
111711525,515.0,471.0,465.0,229.0,249.0,255.0,17.0,16.0,16.0
111711534,907.0,976.0,632.0,581.0,488.0,352.0,15.0,16.0,15.0
111711543,982.0,886.0,383.0,506.0,602.0,361.0,16.0,14.0,12.0
111711552,857.0,863.0,473.0,607.0,625.0,271.0,14.0,14.0,15.0
111711597,816.0,775.0,502.0,648.0,713.0,482.0,13.0,13.0,12.0
111711613,751.0,627.0,318.0,497.0,621.0,426.0,14.0,12.0,10.0
111711631,779.0,739.0,801.0,709.0,749.0,783.0,13.0,12.0,12.0
111711667,856.0,805.0,925.0,584.0,635.0,683.0,14.0,13.0,14.0
111711755,653.0,561.0,691.0,595.0,687.0,677.0,13.0,11.0,12.0
111711764,732.0,738.0,765.0,516.0,510.0,603.0,14.0,14.0,13.0
111711816,167.0,203.0,237.0,217.0,181.0,267.0,10.0,13.0,11.0
111711825,336.0,304.0,398.0,96.0,128.0,154.0,19.0,17.0,17.0
111711985,654.0,505.0,632.0,786.0,983.0,952.0,11.0,8.0,10.0
111711994,1352.0,1218.0,1416.0,1528.0,1662.0,1464.0,11.0,10.0,12.0
111712056,1525.0,1325.0,1106.0,923.0,1123.0,814.0,15.0,13.0,14.0
111712117,678.0,725.0,767.0,762.0,715.0,793.0,11.0,12.0,12.0
111712126,815.0,672.0,837.0,673.0,768.0,723.0,13.0,11.0,13.0
111712198,47.0,,,1.0,,,24.0,,
111712205,19.0,,,5.0,,,19.0,,
111712214,277.0,290.0,234.0,227.0,214.0,390.0,13.0,14.0,9.0
111712268,178.0,225.0,185.0,206.0,135.0,295.0,11.0,15.0,9.0
111712277,88.0,123.0,166.0,104.0,69.0,146.0,11.0,15.0,13.0
111790315,269.0,233.0,336.0,331.0,367.0,264.0,11.0,9.0,13.0
111790316,248.0,256.0,209.0,376.0,368.0,391.0,10.0,10.0,8.0
111790317,270.0,199.0,245.0,474.0,521.0,475.0,9.0,7.0,8.0
111790318,338.0,274.0,321.0,262.0,326.0,399.0,14.0,11.0,11.0
111790325,1024.0,790.0,825.0,656.0,890.0,855.0,15.0,11.0,12.0
111790327,1102.0,1006.0,1080.0,866.0,962.0,1008.0,13.0,12.0,12.0
111790328,574.0,481.0,450.0,170.0,263.0,294.0,19.0,16.0,15.0
111790330,447.0,530.0,554.0,1041.0,958.0,1054.0,7.0,9.0,8.0
111790331,883.0,780.0,789.0,845.0,948.0,891.0,12.0,11.0,11.0
111790339,641.0,415.0,689.0,343.0,569.0,559.0,16.0,10.0,13.0
111790346,567.0,457.0,734.0,393.0,503.0,586.0,14.0,11.0,13.0
111790360,,389.0,312.0,,355.0,552.0,,13.0,9.0
111790381,,446.0,436.0,,274.0,428.0,,15.0,12.0
111790402,,,830.0,,,1090.0,,,10.0
111790409,,,99.0,,,93.0,,,12.0
111790423,,,939.0,,,669.0,,,14.0
111790430,,,323.0,,,397.0,,,11.0
111790437,,,1066.0,,,878.0,,,13.0
111790444,,,1059.0,,,885.0,,,13.0
209210010,129.0,144.0,127.0,111.0,96.0,113.0,13.0,14.0,13.0
209210011,803.0,744.0,,637.0,864.0,,13.0,11.0,
209210041,128.0,87.0,53.0,88.0,129.0,67.0,14.0,10.0,11.0
209210042,132.0,128.0,121.0,108.0,112.0,119.0,13.0,13.0,12.0
209210044,198.0,172.0,197.0,66.0,92.0,67.0,18.0,16.0,18.0
209210045,1123.0,1344.0,,317.0,288.0,,19.0,20.0,
209210047,219.0,206.0,165.0,45.0,58.0,99.0,20.0,19.0,15.0
209210048,1195.0,1253.0,,245.0,379.0,,20.0,18.0,
209210050,213.0,211.0,182.0,75.0,77.0,106.0,18.0,18.0,15.0
209210051,1042.0,1306.0,,494.0,398.0,,16.0,18.0,
209210053,239.0,191.0,169.0,49.0,97.0,119.0,20.0,16.0,14.0
209210054,1107.0,1291.0,,429.0,413.0,,17.0,18.0,
209210056,191.0,138.0,160.0,25.0,78.0,56.0,21.0,15.0,18.0
209210057,884.0,1002.0,,268.0,318.0,,18.0,18.0,
209210059,294.0,223.0,255.0,186.0,233.0,201.0,15.0,12.0,13.0
209210060,1928.0,1606.0,,664.0,1178.0,,18.0,14.0,
209210061,64.0,71.0,110.0,104.0,97.0,82.0,9.0,10.0,14.0
209210062,422.0,401.0,,466.0,631.0,,11.0,9.0,
209210063,47.0,31.0,40.0,49.0,65.0,80.0,12.0,8.0,8.0
209210064,375.0,224.0,,201.0,424.0,,16.0,8.0,
209210065,125.0,98.0,141.0,115.0,142.0,147.0,13.0,10.0,12.0
209210066,806.0,741.0,,634.0,891.0,,13.0,11.0,
209210067,141.0,103.0,98.0,99.0,137.0,142.0,14.0,10.0,10.0
209210068,841.0,797.0,,599.0,835.0,,14.0,12.0,
209210069,106.0,142.0,90.0,62.0,50.0,102.0,15.0,18.0,11.0
209210070,534.0,560.0,,498.0,616.0,,12.0,11.0,
209210071,136.0,134.0,132.0,80.0,82.0,108.0,15.0,15.0,13.0
209210072,868.0,858.0,,356.0,558.0,,17.0,15.0,
209210073,92.0,52.0,132.0,52.0,92.0,36.0,15.0,9.0,19.0
209210074,516.0,421.0,,300.0,515.0,,15.0,11.0,
209210075,66.0,59.0,96.0,78.0,85.0,72.0,11.0,10.0,14.0
209210081,81.0,81.0,105.0,135.0,135.0,135.0,9.0,9.0,11.0
209210082,477.0,439.0,,747.0,977.0,,9.0,7.0,
209210083,102.0,110.0,66.0,114.0,106.0,102.0,11.0,12.0,9.0
209210084,639.0,533.0,,585.0,883.0,,13.0,9.0,
209210085,96.0,71.0,109.0,72.0,97.0,83.0,14.0,10.0,14.0
209210086,415.0,368.0,,497.0,664.0,,11.0,9.0,
209210089,108.0,50.0,93.0,36.0,94.0,75.0,18.0,8.0,13.0
209210094,183.0,152.0,168.0,33.0,64.0,48.0,20.0,17.0,19.0
209210095,847.0,974.0,,305.0,346.0,,18.0,18.0,
209210096,73.0,124.0,126.0,95.0,68.0,114.0,10.0,16.0,13.0
209210097,622.0,728.0,,410.0,448.0,,14.0,15.0,
209210098,612.0,701.0,,612.0,691.0,,12.0,12.0,
209210099,992.0,1055.0,,448.0,553.0,,17.0,16.0,
209210100,102.0,146.0,126.0,66.0,46.0,66.0,15.0,18.0,16.0
209210101,566.0,687.0,,466.0,489.0,,13.0,14.0,
209210102,109.0,106.0,97.0,35.0,38.0,47.0,18.0,18.0,16.0
209210103,550.0,541.0,,266.0,371.0,,16.0,14.0,
209210110,116.0,91.0,68.0,28.0,53.0,76.0,19.0,15.0,11.0
209210117,514.0,516.0,,302.0,420.0,,15.0,13.0,
209210124,471.0,450.0,,345.0,486.0,,14.0,12.0,
209210131,476.0,380.0,,340.0,556.0,,14.0,10.0,
209210320,,,448.0,,,608.0,,,10.0
209210327,,,1315.0,,,1469.0,,,11.0
209210334,,,738.0,,,894.0,,,11.0
209210341,,,647.0,,,577.0,,,13.0
209210348,,,367.0,,,377.0,,,12.0
209210355,,,899.0,,,925.0,,,12.0
209210362,,,622.0,,,554.0,,,13.0
209210369,,,829.0,,,587.0,,,14.0
110910014,659.0,566.0,638.0,829.0,874.0,802.0,11.0,9.0,11.0
110910023,807.0,675.0,840.0,657.0,765.0,720.0,13.0,11.0,13.0
110910086,795.0,848.0,872.0,693.0,616.0,856.0,13.0,14.0,12.0
110910095,800.0,771.0,989.0,664.0,717.0,811.0,13.0,12.0,13.0
110910096,2543.0,1193.0,1500.0,1297.0,1207.0,900.0,16.0,12.0,15.0
110910098,797.0,706.0,884.0,643.0,734.0,796.0,13.0,12.0,13.0
110910100,605.0,583.0,570.0,643.0,641.0,414.0,12.0,11.0,14.0
110910102,561.0,541.0,328.0,927.0,947.0,416.0,9.0,9.0,11.0
110910103,907.0,793.0,606.0,1013.0,1127.0,834.0,11.0,10.0,10.0
110910133,19.0,26.0,15.0,5.0,22.0,9.0,19.0,13.0,15.0
110910140,24.0,6.0,12.0,,18.0,12.0,24.0,6.0,12.0
110910147,549.0,395.0,442.0,435.0,589.0,542.0,13.0,10.0,11.0
110910154,86.0,92.0,118.0,34.0,148.0,122.0,17.0,9.0,12.0
110910161,351.0,512.0,492.0,369.0,328.0,492.0,12.0,15.0,12.0
110910168,157.0,171.0,154.0,83.0,69.0,62.0,16.0,17.0,17.0
110910175,93.0,173.0,110.0,147.0,187.0,58.0,9.0,12.0,16.0
110910182,199.0,197.0,125.0,41.0,43.0,19.0,20.0,20.0,21.0
110910189,315.0,433.0,414.0,405.0,407.0,234.0,11.0,12.0,15.0
110910217,144.0,97.0,104.0,24.0,71.0,64.0,21.0,14.0,15.0
110910224,190.0,178.0,209.0,50.0,62.0,79.0,19.0,18.0,17.0
110910231,612.0,443.0,704.0,348.0,517.0,736.0,15.0,11.0,12.0
110910238,,24.0,3.0,,,21.0,,24.0,3.0
110910245,214.0,171.0,194.0,26.0,69.0,46.0,21.0,17.0,19.0
110910252,199.0,380.0,334.0,113.0,124.0,266.0,15.0,18.0,13.0
110910259,357.0,535.0,479.0,195.0,185.0,241.0,16.0,18.0,16.0
