yop_kodu,year,universite,tercih_sayisi,university_type
203211111,2025,ANKARA ÜNİVERSİTESİ,1,devlet
203211111,2025,DÜZCE ÜNİVERSİTESİ,1,devlet
203211111,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,1,devlet
203211111,2025,İSTANBUL ÜNİVERSİTESİ,5,devlet
203211111,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,1,devlet
203211111,2025,MARMARA ÜNİVERSİTESİ,1,devlet
203211111,2025,NECMETTİN ERBAKAN ÜNİVERSİTESİ,1,devlet
203211111,2025,SELÇUK ÜNİVERSİTESİ,1,devlet
203211111,2025,SİİRT ÜNİVERSİTESİ,1,devlet
203211111,2025,BİRUNİ ÜNİVERSİTESİ,2,vakif
203211111,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,13,vakif
203211111,2025,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,15,vakif
203211111,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,2,vakif
203211111,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,9,vakif
203211111,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,3,vakif
203211111,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,1,vakif
203211111,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,19,vakif
203211111,2025,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,3,vakif
203211111,2025,İSTİNYE ÜNİVERSİTESİ,1,vakif
203211111,2025,KTO KARATAY ÜNİVERSİTESİ,2,vakif
203211111,2025,ÜSKÜDAR ÜNİVERSİTESİ,1,vakif
203211095,2025,BİNGÖL ÜNİVERSİTESİ,1,devlet
203211095,2025,BOĞAZİÇİ ÜNİVERSİTESİ,1,devlet
203211095,2025,GÜMÜŞHANE ÜNİVERSİTESİ,1,devlet
203211095,2025,HARRAN ÜNİVERSİTESİ,1,devlet
203211095,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,1,devlet
203211095,2025,İSTANBUL ÜNİVERSİTESİ,14,devlet
203211095,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,2,devlet
203211095,2025,MARMARA ÜNİVERSİTESİ,5,devlet
203211095,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,1,devlet
203211095,2025,BİRUNİ ÜNİVERSİTESİ,4,vakif
203211095,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,5,vakif
203211095,2025,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,7,vakif
203211095,2025,İSTANBUL AREL ÜNİVERSİTESİ,1,vakif
203211095,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,11,vakif
203211095,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,1,vakif
203211095,2025,İSTANBUL GALATA ÜNİVERSİTESİ,1,vakif
203211095,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,8,vakif
203211095,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,1,vakif
203211095,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,8,vakif
203211095,2025,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,2,vakif
203211095,2025,İSTANBUL TOPKAPI ÜNİVERSİTESİ,2,vakif
203211095,2025,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,3,vakif
203211095,2025,İSTİNYE ÜNİVERSİTESİ,1,vakif
203211095,2025,ÜSKÜDAR ÜNİVERSİTESİ,2,vakif
203210979,2025,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,2,devlet
203210979,2025,ALTINBAŞ ÜNİVERSİTESİ,1,devlet
203210979,2025,AVRASYA ÜNİVERSİTESİ,1,devlet
203210979,2025,BAHÇEŞEHİR ÜNİVERSİTESİ,2,devlet
203210979,2025,BEYKOZ ÜNİVERSİTESİ,1,devlet
203210979,2025,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,6,devlet
203210979,2025,BİRUNİ ÜNİVERSİTESİ,23,devlet
203210979,2025,DEMİROĞLU BİLİM ÜNİVERSİTESİ,2,devlet
203210979,2025,DOĞUŞ ÜNİVERSİTESİ,2,devlet
203210979,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,4,devlet
203210979,2025,FENERBAHÇE ÜNİVERSİTESİ,1,devlet
203210979,2025,HALİÇ ÜNİVERSİTESİ,20,devlet
203210979,2025,İSTANBUL AREL ÜNİVERSİTESİ,16,devlet
203210979,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,7,devlet
203210979,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,24,devlet
203210979,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,18,devlet
203210979,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,3,devlet
203210979,2025,İSTANBUL ESENYURT ÜNİVERSİTESİ,2,devlet
203210979,2025,İSTANBUL GALATA ÜNİVERSİTESİ,7,devlet
203210979,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,7,devlet
203210979,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,24,devlet
203210979,2025,İSTANBUL KENT ÜNİVERSİTESİ,5,devlet
203210979,2025,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15,devlet
203210979,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,3,devlet
203210979,2025,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,3,devlet
203210979,2025,İSTANBUL OKAN ÜNİVERSİTESİ,5,devlet
203210979,2025,İSTANBUL RUMELİ ÜNİVERSİTESİ,7,devlet
203210979,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,64,devlet
203210979,2025,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,5,devlet
203210979,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,1,devlet
203210979,2025,İSTANBUL TOPKAPI ÜNİVERSİTESİ,6,devlet
