yop_kodu,year,il,tercih_sayisi
201990481,2025,ADANA,2
201990481,2025,AĞRI,1
201990481,2025,ANKARA,11
201990481,2025,AYDIN,1
201990481,2025,BALIKESİR,2
201990481,2025,BURSA,9
201990481,2025,ÇANAKKALE,3
201990481,2025,DÜZCE,2
201990481,2025,EDİRNE,1
201990481,2025,ERZURUM,1
201990481,2025,ESKİŞEHİR,3
201990481,2025,İSTANBUL,149
201990481,2025,İZMİR,4
201990481,2025,KOCAELİ,4
201990481,2025,KONYA,1
201990481,2025,MALATYA,1
201990481,2025,MANİSA,1
201990481,2025,SAKARYA,6
201990481,2025,SAMSUN,1
201990481,2025,TRABZON,4
201990477,2025,ADANA,1
201990477,2025,ADIYAMAN,1
201990477,2025,ANKARA,21
201990477,2025,ANTALYA,1
201990477,2025,BURSA,4
201990477,2025,ESKİŞEHİR,3
201990477,2025,İSTANBUL,154
201990477,2025,İZMİR,13
201990477,2025,KOCAELİ,1
201990477,2025,TRABZON,2
201990507,2025,ANKARA,4
201990507,2025,ÇANAKKALE,1
201990507,2025,DÜZCE,2
201990507,2025,ESKİŞEHİR,3
201990507,2025,İSTANBUL,192
201990507,2025,KOCAELİ,1
201990483,2025,ADANA,1
201990483,2025,ANKARA,3
201990483,2025,ANTALYA,2
201990483,2025,AYDIN,2
201990483,2025,BURSA,3
201990483,2025,ÇANAKKALE,1
201990483,2025,DENİZLİ,1
201990483,2025,ESKİŞEHİR,5
201990483,2025,İSTANBUL,117
201990483,2025,İZMİR,11
201990483,2025,KAYSERİ,1
201990483,2025,KIBRIS,1
201990483,2025,KONYA,2
201990483,2025,MANİSA,2
201990483,2025,MERSİN,1
201990483,2025,MUĞLA,1
201990483,2025,SAKARYA,2
201990483,2025,SAMSUN,1
201990483,2025,TRABZON,1
201990479,2025,ANKARA,1
201990479,2025,ANTALYA,1
201990479,2025,AYDIN,1
201990479,2025,BURSA,9
201990479,2025,ESKİŞEHİR,2
201990479,2025,İSTANBUL,72
201990479,2025,İZMİR,3
201990479,2025,KOCAELİ,4
201990479,2025,MUĞLA,1
201990479,2025,SAMSUN,2
201910218,2025,ANKARA,4
201910218,2025,BOLU,1
201910218,2025,İSTANBUL,56
201990475,2025,ANKARA,1
201990475,2025,GAZİANTEP,3
201990475,2025,İSTANBUL,99
201990475,2025,İZMİR,8
201990475,2025,KAYSERİ,2
201990475,2025,KOCAELİ,4
201990559,2025,İSTANBUL,76
201910306,2025,ANKARA,9
201910306,2025,BALIKESİR,5
201910306,2025,BOLU,1
201910306,2025,BURSA,1
201910306,2025,DÜZCE,1
201910306,2025,EDİRNE,1
201910306,2025,ESKİŞEHİR,1
201910306,2025,GİRESUN,1
201910306,2025,İSTANBUL,155
201910306,2025,İZMİR,3
201910306,2025,KOCAELİ,1
201910306,2025,MUĞLA,1
201910306,2025,ORDU,1
201910306,2025,SAKARYA,1
201910306,2025,SAMSUN,1
201910306,2025,SİNOP,1
201910306,2025,TRABZON,1
201910306,2025,ZONGULDAK,2
201990515,2025,ANKARA,2
201990515,2025,AYDIN,1
201990515,2025,BALIKESİR,1
201990515,2025,BOLU,4
201990515,2025,ÇANAKKALE,2
201990515,2025,DÜZCE,2
201990515,2025,ESKİŞEHİR,1
201990515,2025,İSTANBUL,157
201990515,2025,KOCAELİ,4
201990515,2025,SAKARYA,1
201990515,2025,SAMSUN,2
201990515,2025,YALOVA,2
201990515,2025,ZONGULDAK,1
201990496,2025,ANKARA,5
201990496,2025,ANTALYA,1
201990496,2025,BURSA,3
201990496,2025,ESKİŞEHİR,9
201990496,2025,İSTANBUL,103
201990496,2025,İZMİR,7
201990496,2025,KOCAELİ,5
201990496,2025,SAKARYA,1
201990496,2025,SAMSUN,1
201910103,2025,ANKARA,3
201910103,2025,ANTALYA,1
201910103,2025,ÇANAKKALE,1
201910103,2025,ESKİŞEHİR,4
201910103,2025,İSTANBUL,39
201910103,2025,İZMİR,4
201910103,2025,KOCAELİ,5
201910324,2025,ADANA,1
201910324,2025,ANTALYA,1
201910324,2025,BURSA,1
201910324,2025,EDİRNE,2
201910324,2025,ERZURUM,1
201910324,2025,ESKİŞEHİR,1
201910324,2025,İSTANBUL,160
201910324,2025,İZMİR,3
201910324,2025,KOCAELİ,1
201910324,2025,SİVAS,1
201990505,2025,ANKARA,3
201990505,2025,ANTALYA,1
201990505,2025,BALIKESİR,1
201990505,2025,BURSA,2
201990505,2025,EDİRNE,1
201990505,2025,İSTANBUL,56
201990505,2025,İZMİR,2
201990505,2025,KAYSERİ,1
201990505,2025,KOCAELİ,1
201990505,2025,KÜTAHYA,1
201990505,2025,MUĞLA,2
201990505,2025,SAMSUN,1
201910351,2025,ADANA,2
201910351,2025,ANTALYA,1
201910351,2025,BALIKESİR,2
201910351,2025,BARTIN,1
201910351,2025,BURSA,1
201910351,2025,ÇANAKKALE,1
201910351,2025,GAZİANTEP,2
201910351,2025,İSTANBUL,148
201910351,2025,KIRKLARELİ,1
201910351,2025,KOCAELİ,2
201910351,2025,KONYA,5
201910351,2025,KÜTAHYA,1
201910351,2025,MANİSA,2
201910351,2025,MERSİN,3
201910351,2025,SAKARYA,2
201990487,2025,İSTANBUL,63
201910387,2025,ANKARA,7
201910387,2025,ANTALYA,1
201910387,2025,BURSA,1
201910387,2025,DENİZLİ,1
201910387,2025,EDİRNE,1
201910387,2025,İSTANBUL,91
201910387,2025,İZMİR,1
201910387,2025,KOCAELİ,6
201910387,2025,SAKARYA,3
201991014,2025,ADIYAMAN,3
201991014,2025,AĞRI,4
201991014,2025,AMASYA,1
201991014,2025,ANKARA,15
201991014,2025,ANTALYA,12
201991014,2025,ARDAHAN,2
201991014,2025,ARTVİN,2
201991014,2025,AYDIN,9
201991014,2025,BALIKESİR,8
201991014,2025,BATMAN,1
201991014,2025,BİNGÖL,3
201991014,2025,BİTLİS,2
201991014,2025,BOLU,4
201991014,2025,BURDUR,2
201991014,2025,BURSA,10
201991014,2025,ÇANAKKALE,5
201991014,2025,ÇANKIRI,3
201991014,2025,ÇORUM,1
201991014,2025,DENİZLİ,1
201991014,2025,DÜZCE,1
201991014,2025,EDİRNE,5
201991014,2025,ELAZIĞ,3
201991014,2025,ERZURUM,2
201991014,2025,ESKİŞEHİR,4
201991014,2025,GAZİANTEP,3
201991014,2025,GİRESUN,1
201991014,2025,HATAY,2
201991014,2025,ISPARTA,3
201991014,2025,İSTANBUL,477
201991014,2025,İZMİR,29
201991014,2025,KAHRAMANMARAŞ,4
201991014,2025,KARABÜK,4
