lise_adi,sehir,lise_id
ÖZEL İDİL FİNAL ANADOLU LİSESİ (ŞIRNAK - İDİL),ŞIRNAK,2108
PROF. DR. İBRAHİM SAVAŞ ANADOLU LİSESİ (İSTANBUL - BEYLİKDÜZÜ),İSTANBUL,2109
SEFERİHİSAR NECAT HEPKON ANADOLU LİSESİ (İZMİR - SEFERİHİSAR),İZMİR,2110
ŞEHİT AKIN SERTÇELİK ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ATAŞEHİR),İSTANBUL,2111
ALİ GÜRAL LİSESİ (KÜTAHYA - MERKEZ),KÜTAHYA,2112
AMASYA ANADOLU LİSESİ (AMASYA - MERKEZ),AMASYA,2113
ANAMUR ANADOLU LİSESİ (MERSİN - ANAMUR),MERSİN,2114
ANTALYA BAROSU MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANTALYA - MURATPAŞA),ANTALYA,2115
BULANIK KIZ ANADOLU İMAM HATİP LİSESİ (MUŞ - BULANIK),MUŞ,2116
BULANIK SAİD NURSİ ANADOLU LİSESİ (MUŞ - BULANIK),MUŞ,2117
CUMHURİYET ANADOLU LİSESİ (DENİZLİ - PAMUKKALE),DENİZLİ,2118
ÇİVRİL EMİNE ÖZCAN ANADOLU LİSESİ (DENİZLİ - ÇİVRİL),DENİZLİ,2119
DİNAR YAVUZ SULTAN SELİM ANADOLU LİSESİ (AFYONKARAHİSAR - DİNAR),AFYONKARAHİSAR,2120
FATSA KIZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ORDU - FATSA),ORDU,2121
GAZİ KARS ANADOLU LİSESİ (KARS - MERKEZ),KARS,2122
KARGIPINARI ANADOLU LİSESİ (MERSİN - ERDEMLİ),MERSİN,2123
15 TEMMUZ ŞEHİTLER ANADOLU LİSESİ (İSTANBUL - ESENYURT),İSTANBUL,2124
NAZİME BAKİ SAATÇİOĞLU TİCARET MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANTALYA - KEPEZ),ANTALYA,2125
NEVZAT SAYGAN-LEVENT SAYGAN ANADOLU LİSESİ (ANTALYA - KEPEZ),ANTALYA,2126
ÖZEL ANTALYA ALTINÇAĞ KOLEJİ ANADOLU LİSESİ (ANTALYA - MURATPAŞA),ANTALYA,2127
ÖZEL BATI ANADOLU LİSESİ (ANTALYA - MANAVGAT),ANTALYA,2128
ÖZEL BODRUM MARMARA KALE MESLEKİ VE TEKNİK ANADOLU LİSESİ (MUĞLA - BODRUM),MUĞLA,2129
15 TEMMUZ ŞEHİTLERİ KIZ ANADOLU İMAM HATİP LİSESİ (KIRIKKALE - MERKEZ),KIRIKKALE,2130
ÖZEL MANAVGAT BOĞAZİÇİ ANADOLU LİSESİ (ANTALYA - MANAVGAT),ANTALYA,2131
ÖZEL MERSİN CEBİR KOLEJİ ANADOLU LİSESİ (MERSİN - AKDENİZ),MERSİN,2132
ÖZEL TİRE SINAV ANADOLU LİSESİ (İZMİR - TİRE),İZMİR,2133
SERİK MERKEZ ANADOLU LİSESİ (ANTALYA - SERİK),ANTALYA,2134
SİNCAN BORSA İSTANBUL TİCARET MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - SİNCAN),ANKARA,2135
ŞEHİT ÖMER HALİSDEMİR MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - OSMANGAZİ),BURSA,2136
ŞULE YÜKSEL ŞENLER KIZ ANADOLU İMAM HATİP LİSESİ (BALIKESİR - KARESİ),BALIKESİR,2137
TAVŞANLI ANADOLU LİSESİ (KÜTAHYA - TAVŞANLI),KÜTAHYA,2138
TİRE KUTSAN ANADOLU LİSESİ (İZMİR - TİRE),İZMİR,2139
TUZLUCAYIR ANADOLU LİSESİ (ANKARA - MAMAK),ANKARA,2140
TÜRK TELEKOM SOSYAL BİLİMLER LİSESİ (AĞRI - MERKEZ),AĞRI,2141
YEDİSU ÇOK PROGRAMLI ANADOLU LİSESİ (BİNGÖL - YEDİSU),BİNGÖL,2142
YENİKENT İLKSAN ANADOLU LİSESİ (ANKARA - SİNCAN),ANKARA,2143
YUNUS BÜYÜKKUŞOĞLU ANADOLU LİSESİ (ANKARA - MAMAK),ANKARA,2144
AHMET ALPER DİNÇER ANADOLU LİSESİ (ANKARA - GÖLBAŞI),ANKARA,2145
ÖZEL DENİZLİ ÇÖZÜM ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,2146
ŞEHİT HALİL KANTARCI ANADOLU İMAM HATİP LİSESİ (İZMİR - KEMALPAŞA),İZMİR,2147
ADNAN MENDERES ANADOLU LİSESİ (AYDIN - EFELER),AYDIN,2148
EMİRDAĞ FEN LİSESİ (AFYONKARAHİSAR - EMİRDAĞ),AFYONKARAHİSAR,2149
ESRA KARAKAYA ANADOLU LİSESİ (AYDIN - DİDİM),AYDIN,2150
HACI SÜLEYMAN ÇAKIR KIZ ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,2151
MENTEŞE ANADOLU LİSESİ (MUĞLA - MENTEŞE),MUĞLA,2152
MUZAFFER ÇİL ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),ESKİŞEHİR,2153
ZÜHTÜ ÖZKARDAŞLAR ANADOLU LİSESİ (BALIKESİR - KARESİ),BALIKESİR,2154
BALÇOVA ANADOLU LİSESİ (İZMİR - BALÇOVA),İZMİR,2155
ÇİNE MADRAN ANADOLU LİSESİ (AYDIN - ÇİNE),AYDIN,2156
MEV KOLEJİ ÖZEL GÜZELBAHÇE FEN LİSESİ (İZMİR - GÜZELBAHÇE),İZMİR,2157
ÖZEL VAN BİL ANADOLU LİSESİ (VAN - İPEKYOLU),VAN,2158
RIFAT DAĞDELEN ANADOLU LİSESİ (MANİSA - SOMA),MANİSA,2159
YILDIZ ANADOLU LİSESİ (BURSA - GÜRSU),BURSA,2160
BORNOVA ANADOLU LİSESİ (İZMİR - BORNOVA),İZMİR,2161
ÇAN FEN LİSESİ (ÇANAKKALE - ÇAN),ÇANAKKALE,2162
FATMA-EMİN KUTVAR ANADOLU LİSESİ (BALIKESİR - KARESİ),BALIKESİR,2163
GÜLSER-MEHMET BOLLUK ANADOLU LİSESİ (BALIKESİR - ALTIEYLÜL),BALIKESİR,2164
HACI MALİKE MEHMET BİLEYDİ ANADOLU LİSESİ (ANTALYA - MURATPAŞA),ANTALYA,2165
KANUNİ ANADOLU LİSESİ (TRABZON - ORTAHİSAR),TRABZON,2166
KARATAY ALİ ULVİ KURUCU ANADOLU İMAM HATİP LİSESİ (KONYA - KARATAY),KONYA,2167
KASTAMONU GÖL ANADOLU LİSESİ (KASTAMONU - MERKEZ),KASTAMONU,2168
ADEM-TOLUNAY ANADOLU LİSESİ (ANTALYA - MURATPAŞA),ANTALYA,2169
MANİSA FEN LİSESİ (MANİSA - YUNUSEMRE),MANİSA,2170
MEHMET-HANİFE YAPICI ANADOLU LİSESİ (KONYA - KARATAY),KONYA,2171
MİMAR AHMET KÖŞKER ANADOLU LİSESİ (KONYA - EREĞLİ),KONYA,2172
ÖZEL ALTIN ŞEHİR FEN LİSESİ (BURSA - NİLÜFER),BURSA,2173
ÖZEL ÇORUM BİLGİ ANADOLU LİSESİ (ÇORUM - MERKEZ),ÇORUM,2174
ÖZEL ISPARTA FİNAL AKADEMİ FEN LİSESİ (ISPARTA - MERKEZ),ISPARTA,2175
ÖZEL KONYA AÇI ANADOLU LİSESİ (KONYA - KARATAY),KONYA,2176
ÖZEL MARAL ANADOLU LİSESİ (İZMİR - ÖDEMİŞ),İZMİR,2177
AHMET RASİM ANADOLU LİSESİ (İSTANBUL - FATİH),İSTANBUL,2178
ÖZEL MİLAS SINAV ANADOLU LİSESİ (MUĞLA - MİLAS),MUĞLA,2179
ÖZEL NİLÜFER MODERN BİLİMLER AKADEMİSİ ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,2180
ÖZEL TİMUR ARSLAN FEN LİSESİ (İZMİR - ÇİĞLİ),İZMİR,2181
ÖZEL UZMANLAR ANADOLU LİSESİ (YALOVA - MERKEZ),YALOVA,2182
SELAHADDİN EYYUBİ ANADOLU İMAM HATİP LİSESİ (MALATYA - YEŞİLYURT),MALATYA,2183
SOMA BORSA İSTANBUL FEN LİSESİ (MANİSA - SOMA),MANİSA,2184
ŞEHİT ZEYNEP SAĞIR ANADOLU İMAM HATİP LİSESİ (KONYA - AKŞEHİR),KONYA,2185
ŞEVKİYE ÖZEL FEN LİSESİ (DENİZLİ - ÇİVRİL),DENİZLİ,2186
ULUSLARARASI TOKAT ANADOLU İMAM HATİP LİSESİ (TOKAT - MERKEZ),TOKAT,2187
ÜMİTKÖY ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,2188
VAKFIKEBİR FEN LİSESİ (TRABZON - VAKFIKEBİR),TRABZON,2189
BAYRAKLI HİSAR ANADOLU İMAM HATİP LİSESİ (İZMİR - BAYRAKLI),İZMİR,2190
EDİRNE LİSESİ (EDİRNE - MERKEZ),EDİRNE,2191
GAZİ ŞAHİN ANADOLU LİSESİ (ANKARA - ELMADAĞ),ANKARA,2192
HANDAN HAYRETTİN YELKİKANAT MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - MALTEPE),İSTANBUL,2193
KEMER ANADOLU LİSESİ (ANTALYA - KEMER),ANTALYA,2194
METİN-NURAN ÇAKALLIKLI ANADOLU LİSESİ (ANTALYA - MURATPAŞA),ANTALYA,2195
ÖZEL BAŞİSKELE UĞUR FEN LİSESİ (KOCAELİ - BAŞİSKELE),KOCAELİ,2196
ÖZEL DENİZLİ GELİŞİM KOLEJİ FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,2197
ÖZEL DÖRTGEN ANADOLU LİSESİ (AYDIN - EFELER),AYDIN,2198
ŞEHİT MEHMET GÜNENÇ ANADOLU LİSESİ (BALIKESİR - BANDIRMA),BALIKESİR,2199
TAVŞANLI KIZ ANADOLU İMAM HATİP LİSESİ (KÜTAHYA - TAVŞANLI),KÜTAHYA,2200
24 KASIM ANADOLU LİSESİ (KOCAELİ - İZMİT),KOCAELİ,2201
ÜNAL AYSAL ANADOLU LİSESİ (ANTALYA - KEMER),ANTALYA,2202
AKHİSAR ÇAĞLAK ANADOLU LİSESİ (MANİSA - AKHİSAR),MANİSA,2203
CAHİT ELGİNKAN ANADOLU LİSESİ (KOCAELİ - İZMİT),KOCAELİ,2204
DÜNDAR ÇİLOĞLU ANADOLU LİSESİ (MANİSA - YUNUSEMRE),MANİSA,2205
NERMİN MEHMET ÇEKİÇ ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,2206
ÖDEMİŞ TİCARET ODASI ANADOLU LİSESİ (İZMİR - ÖDEMİŞ),İZMİR,2207
ÖZEL ALİAĞA FİNAL AKADEMİ ANADOLU LİSESİ (İZMİR - ALİAĞA),İZMİR,2208
ÖZEL ÇANKIRI KOLEJİ YILDIZTEPE FEN LİSESİ (ÇANKIRI - MERKEZ),ÇANKIRI,2209
ARALIK ANADOLU LİSESİ (IĞDIR - ARALIK),IĞDIR,2210
GÜLİZAR ZEKİ OBDAN ANADOLU LİSESİ (İSTANBUL - PENDİK),İSTANBUL,2211
MENEMEN ANADOLU LİSESİ (İZMİR - MENEMEN),İZMİR,2212
MUSTAFA NECİP ALAYELİ ANADOLU LİSESİ (KÜTAHYA - GEDİZ),KÜTAHYA,2213
ÖZEL KÜLLİYAT ANADOLU LİSESİ (SAMSUN - 19 MAYIS),SAMSUN,2214
ÖZEL KÜTAHYA BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (KÜTAHYA - MERKEZ),KÜTAHYA,2215
ÖZEL MATBİLİM KOLEJİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,2216
ÖZEL MERZİFON AKADEMİ ANADOLU LİSESİ (AMASYA - MERZİFON),AMASYA,2217
SAKARYA CEVAT AYHAN FEN LİSESİ (SAKARYA - ADAPAZARI),SAKARYA,2218
SİNCAN ANADOLU LİSESİ (ANKARA - SİNCAN),ANKARA,2219
ŞEHİT ALPER SEVEN ANADOLU İMAM HATİP LİSESİ (MUĞLA - SEYDİKEMER),MUĞLA,2220
URLA HAKAN ÇEKEN ANADOLU LİSESİ (İZMİR - URLA),İZMİR,2221
AHMETLİ ANADOLU LİSESİ (MANİSA - AHMETLİ),MANİSA,2222
BURSA HÜRRİYET ANADOLU LİSESİ (BURSA - OSMANGAZİ),BURSA,2223
KARATAY TOKİ ANADOLU LİSESİ (KONYA - KARATAY),KONYA,2224
DURSUN FAKİH ANADOLU LİSESİ (KONYA - SELÇUKLU),KONYA,2225
EDREMİT ANADOLU LİSESİ (BALIKESİR - EDREMİT),BALIKESİR,2226
EMEL-MUSTAFA UŞAKLI ANADOLU LİSESİ (AYDIN - EFELER),AYDIN,2227
FATİH ANADOLU LİSESİ (ANKARA - SİNCAN),ANKARA,2228
GÜNEŞLER ANADOLU LİSESİ (SAKARYA - ADAPAZARI),SAKARYA,2229
İNCİRLİOVA ANADOLU LİSESİ (AYDIN - İNCİRLİOVA),AYDIN,2230
KİPA 10. YIL ANADOLU LİSESİ (İZMİR - GAZİEMİR),İZMİR,2231
KONYA LİSESİ(ANADOLU) (KONYA - MERAM),KONYA,2232
M. KEMAL COŞKUNÖZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,2233
MANİSA CUMHURİYET ANADOLU LİSESİ (MANİSA - YUNUSEMRE),MANİSA,2234
ÖZEL ANKARA FEN KOLEJİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,2235
ÖZEL AYVALIK AÇI ANADOLU LİSESİ (BALIKESİR - AYVALIK),BALIKESİR,2236
ÖZEL ERA EĞİTİMDE RASYONEL AÇILIM ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,2237
ÖZEL FEN BİLİMLERİ BORNOVA ANADOLU LİSESİ (İZMİR - BORNOVA),İZMİR,2238
ÖZEL GÖYMEN ANADOLU LİSESİ (İZMİR - BORNOVA),İZMİR,2239
ÖZEL KEÇİÖREN SINAV ANADOLU LİSESİ (ANKARA - KEÇİÖREN),ANKARA,2240
ÖZEL NİLÜFER KÜLTÜR ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,2241
SİNOP SARI SALTUK ANADOLU LİSESİ (SİNOP - MERKEZ),SİNOP,2242
SÜLEYMAN DEMİREL FEN LİSESİ (AFYONKARAHİSAR - MERKEZ),AFYONKARAHİSAR,2243
ŞEHİT EMRE ACAR CUMHURİYET ANADOLU LİSESİ (AYDIN - SÖKE),AYDIN,2244
TURGUT ALP ANADOLU LİSESİ (BURSA - İNEGÖL),BURSA,2245
BİGA ATATÜRK ANADOLU LİSESİ (ÇANAKKALE - BİGA),ÇANAKKALE,2246
ORHAN CEMAL FERSOY ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),İSTANBUL,2247
ÖMERLİ MEHMET KAVAK ANADOLU LİSESİ (MARDİN - ÖMERLİ),MARDİN,2248
ÖZEL BALIKESİR SİMYA KOLEJİ (BALIKESİR - ALTIEYLÜL),BALIKESİR,2249
ÖZEL BURSA ÇÖZÜM KOLEJİ ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,2250
ÖZEL KORKUTELİ AÇI ANADOLU LİSESİ (ANTALYA - KORKUTELİ),ANTALYA,2251
ÖZEL OGUZHAN ÖZKAYA ANADOLU LİSESİ (İZMİR - KARABAĞLAR),İZMİR,2252
ÖZEL SALİHLİ NAZMİ ARIKAN FEN BİLİMLERİ FEN LİSESİ (MANİSA - SALİHLİ),MANİSA,2253
ÖZEL ŞEHİR KOLEJİ FEN LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,2254
TAŞKÖPRÜ FEN LİSESİ (KASTAMONU - TAŞKÖPRÜ),KASTAMONU,2255
FATİH ANADOLU İMAM HATİP LİSESİ (UŞAK - MERKEZ),UŞAK,2256
HASAN HÜSEYİN AKDEDE FEN LİSESİ (ANKARA - GÜDÜL),ANKARA,2257
HAYRETTİN DURAN ANADOLU LİSESİ (İZMİR - BORNOVA),İZMİR,2258
İNEGÖL ANADOLU İMAM HATİP LİSESİ (BURSA - İNEGÖL),BURSA,2259
İZMİT MESLEKİ VE TEKNİK ANADOLU LİSESİ (KOCAELİ - İZMİT),KOCAELİ,2260
KARATAY ANADOLU LİSESİ (ANTALYA - KEPEZ),ANTALYA,2261
MEHMET DOĞAN FEN LİSESİ (ANKARA - KALECİK),ANKARA,2262
MUSTAFA HAKAN GÜVENÇER FEN LİSESİ (ANKARA - KAHRAMANKAZAN),ANKARA,2263
NAİLE-MEHMET ALİ UYANIK ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,2264
ÖZEL DEVRİM KOSOVA MERKEZ FEN LİSESİ (BURSA - İNEGÖL),BURSA,2265
ÖZEL DİYARBAKIR KOLEJİ ANADOLU LİSESİ (DİYARBAKIR - KAYAPINAR),DİYARBAKIR,2266
ÖZEL DÜZCE NOMİNAL BİLİM ANADOLU LİSESİ (DÜZCE - MERKEZ),DÜZCE,2267
ÖZEL ERGÜN KAVRAM ANADOLU LİSESİ (BALIKESİR - BANDIRMA),BALIKESİR,2268
ÖZEL GÖLBAŞI FİNAL AKADEMİ ANADOLU LİSESİ (ANKARA - GÖLBAŞI),ANKARA,2269
ÖZEL KARİYER KOLEJİ FEN LİSESİ (ANKARA - YENİMAHALLE),ANKARA,2270
ÖZEL MANİSA ÜLKEM ANADOLU LİSESİ (MANİSA - YUNUSEMRE),MANİSA,2271
ÖZEL MAVİ ŞEHİR SINAV ANADOLU LİSESİ (İZMİR - KARŞIYAKA),İZMİR,2272
ÖZEL PENDİK OĞUZ FEN BİLİMLERİ ANADOLU LİSESİ (İSTANBUL - PENDİK),İSTANBUL,2273
ÖZEL YENİ ROTA FEN LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,2274
SELMA YİĞİTALP ANADOLU LİSESİ (İZMİR - KONAK),İZMİR,2275
SÖĞÜT ANADOLU LİSESİ (BİLECİK - SÖĞÜT),BİLECİK,2276
ÇANAKKALE FEN LİSESİ (ÇANAKKALE - MERKEZ),ÇANAKKALE,2277
DENİZLİ ANADOLU İMAM HATİP LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,2278
E.C.A ELGİNKAN ANADOLU LİSESİ (İSTANBUL - MALTEPE),İSTANBUL,2279
ATATÜRK ANADOLU LİSESİ (ANTALYA - SERİK),ANTALYA,2280
BELEDİYE FEN LİSESİ (MUĞLA - FETHİYE),MUĞLA,2281
FATİH ANADOLU LİSESİ (KARAMAN - MERKEZ),KARAMAN,2282
FUAT SEZGİN ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),İSTANBUL,2283
GAZİ ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),İSTANBUL,2284
15 TEMMUZ ŞEHİTLER ANADOLU LİSESİ (BALIKESİR - ALTIEYLÜL),BALIKESİR,2285
MAMAK ANADOLU İMAM HATİP LİSESİ (ANKARA - MAMAK),ANKARA,2286
NECİP FAZIL KISAKÜREK ANADOLU İMAM HATİP LİSESİ (KOCAELİ - İZMİT),KOCAELİ,2287
NECİP FAZIL KISAKÜREK ANADOLU LİSESİ (KÜTAHYA - MERKEZ),KÜTAHYA,2288
75. YIL ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,2289
ÖVGÜ TERZİBAŞIOĞLU ANADOLU LİSESİ (İZMİR - KARABAĞLAR),İZMİR,2290
ÖZCAN YILMAZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (MUĞLA - DATÇA),MUĞLA,2291
ÖZEL BORNOVA OKYANUS ANADOLU LİSESİ (İZMİR - BORNOVA),İZMİR,2292
ÖZEL EREĞLİ BÜYÜK ZAFER ANADOLU LİSESİ (KONYA - EREĞLİ),KONYA,2293
ÖZEL ESKİŞEHİR ORGANİZE SANAYİ BÖLGESİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,2294
ÖZEL FETHİYE AKADEMİ FEN LİSESİ (MUĞLA - FETHİYE),MUĞLA,2295
ÖZEL NEVA FEN LİSESİ (SAKARYA - SERDİVAN),SAKARYA,2296
ABDULLAH MÜRŞİDE ÖZÜNENEK ANADOLU LİSESİ (ANKARA - KEÇİÖREN),ANKARA,2297
ÖZEL OĞUZHAN ÖZKAYA FEN LİSESİ (İZMİR - KARABAĞLAR),İZMİR,2298
SERİK FEN LİSESİ (ANTALYA - SERİK),ANTALYA,2299
TAVŞANLI 15 TEMMUZ ŞEHİTLER FEN LİSESİ (KÜTAHYA - TAVŞANLI),KÜTAHYA,2300
ADNAN OĞUZ ANADOLU LİSESİ (OSMANİYE - MERKEZ),OSMANİYE,2301
AHİ EVRAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (TEKİRDAĞ - ÇORLU),TEKİRDAĞ,2302
AVCILAR MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - AVCILAR),İSTANBUL,2303
FATİH MESLEKİ VE TEKNİK ANADOLU LİSESİ (SAKARYA - ADAPAZARI),SAKARYA,2304
MEHMET TUZA PAKPEN MESLEKİ VE TEKNİK ANADOLU LİSESİ (KONYA - SELÇUKLU),KONYA,2305
OTOMOTİV ENDÜSTRİSİ İHRACATÇILARI BİRLİĞİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,2306
ÖZEL KOCAELİ TİCARET ODASI ARSLANBEY OSB MESLEKİ VE TEKNİK ANADOLU LİSESİ (KOCAELİ - KARTEPE),KOCAELİ,2307
TÜRK TELEKOM MESLEKİ VE TEKNİK ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,2308
ILGIN ŞEHİT HÜSEYİN AKSOY ANADOLU LİSESİ (KONYA - ILGIN),KONYA,2309
MAHMUT SAMİ RAMAZANOĞLU ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),KONYA,2310
ÖZEL ODUNPAZARI UFUK ÇİZGİSİ FEN LİSESİ (ESKİŞEHİR - ODUNPAZARI),ESKİŞEHİR,2311
RASİM DOKUR ANADOLU LİSESİ (MERSİN - TARSUS),MERSİN,2312
SEZAİ KARAKOÇ ANADOLU LİSESİ (VAN - ERCİŞ),VAN,2313
ŞEHİT ALİ ANAR ANADOLU LİSESİ (ANKARA - KAHRAMANKAZAN),ANKARA,2314
ANAMUR ŞEHİT YÜKSEL ALÇIN ANADOLU İMAM HATİP LİSESİ (MERSİN - ANAMUR),MERSİN,2315
BOZYAZI ANADOLU LİSESİ (MERSİN - BOZYAZI),MERSİN,2316
ÇAĞLAYAN ANADOLU LİSESİ (ANTALYA - MANAVGAT),ANTALYA,2317
DOĞANHİSAR ANADOLU LİSESİ (KONYA - DOĞANHİSAR),KONYA,2318
TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ ANADOLU LİSESİ (BURDUR - MERKEZ),BURDUR,2319
19 MAYIS ANADOLU LİSESİ (MERSİN - TOROSLAR),MERSİN,2320
ACIPAYAM ANADOLU LİSESİ (DENİZLİ - ACIPAYAM),DENİZLİ,2321
ÇAYCUMA NİHAT KANTARCI ANADOLU LİSESİ (ZONGULDAK - ÇAYCUMA),ZONGULDAK,2322
ÇAL ANADOLU LİSESİ (DENİZLİ - ÇAL),DENİZLİ,2323
ETİLER ANADOLU LİSESİ (İSTANBUL - BEŞİKTAŞ),İSTANBUL,2324
GEBZE ANADOLU İMAM HATİP LİSESİ (KOCAELİ - GEBZE),KOCAELİ,2325
İZMİT LİSESİ (KOCAELİ - İZMİT),KOCAELİ,2326
57. ALAY ANADOLU LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),TEKİRDAĞ,2327
KEMALPAŞA FERZENT BULUM ANADOLU LİSESİ (İZMİR - KEMALPAŞA),İZMİR,2328
KINIK ANADOLU İMAM HATİP LİSESİ (İZMİR - KINIK),İZMİR,2329
MALTEPE ORHANGAZİ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - MALTEPE),İSTANBUL,2330
ÖZEL BURSA ARENA ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,2331
ÖZEL GÜNEŞLİ SINAV FEN LİSESİ (İSTANBUL - BAĞCILAR),İSTANBUL,2332
ÖZEL İZMİR ÇAĞDAŞ EĞİTİM FEN LİSESİ (İZMİR - BUCA),İZMİR,2333
ÖZEL KUMLUCA SINAV FEN LİSESİ (ANTALYA - KUMLUCA),ANTALYA,2334
RAHMİ KULA ANADOLU LİSESİ (BALIKESİR - KARESİ),BALIKESİR,2335
RECEP TAYYİP ERDOĞAN ANADOLU İMAM HATİP LİSESİ (BURDUR - MERKEZ),BURDUR,2336
ŞEHİT HAKAN GÜLŞEN ANADOLU İMAM HATİP LİSESİ (İZMİR - MENEMEN),İZMİR,2337
ŞEHİT NECATİ SARGIN ANADOLU LİSESİ (UŞAK - BANAZ),UŞAK,2338
ŞEHİT SEZGİN ERDOĞAN ANADOLU LİSESİ (ISPARTA - MERKEZ),ISPARTA,2339
ALDEMİR- ATİLLA KONUK ANADOLU LİSESİ (ANTALYA - MURATPAŞA),ANTALYA,2340
ULUĞ BEY MESLEKİ VE TEKNİK ANADOLU LİSESİ (İZMİR - MENEMEN),İZMİR,2341
ULUSLARARASI MEVLANA ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),KONYA,2342
YENİŞEHİR MERSİN ANADOLU LİSESİ (MERSİN - YENİŞEHİR),MERSİN,2343
ZİLE BORSA İSTANBUL ANADOLU LİSESİ (TOKAT - ZİLE),TOKAT,2344
ATATÜRK ANADOLU LİSESİ (KONYA - SELÇUKLU),KONYA,2345
AYŞE - KEMAL İNANÇ KIZ ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),KONYA,2346
ÇERMİK KIZ ANADOLU İMAM HATİP LİSESİ (DİYARBAKIR - ÇERMİK),DİYARBAKIR,2347
ÇORUM BAŞÖĞRETMEN ANADOLU LİSESİ (ÇORUM - MERKEZ),ÇORUM,2348
DAMMAM ULUSLARARASI TÜRK ANADOLU LİSESİ ( - Y.Dışı-S.Arabistan),,2349
GEMLİK ANADOLU İMAM HATİP LİSESİ (BURSA - GEMLİK),BURSA,2350
NEVŞEHİR ANADOLU LİSESİ (NEVŞEHİR - MERKEZ),NEVŞEHİR,2351
ÖZEL İNCİRLİOVA BAHÇEŞEHİR ANADOLU LİSESİ (AYDIN - İNCİRLİOVA),AYDIN,2352
ÖZEL İNEGÖL DOĞA MERKEZ FEN LİSESİ (BURSA - İNEGÖL),BURSA,2353
ÖZEL MUŞ FİNAL AKADEMİ ANADOLU LİSESİ (MUŞ - MERKEZ),MUŞ,2354
ÖZEL ÖDEMİŞ SINAV ANADOLU LİSESİ (İZMİR - ÖDEMİŞ),İZMİR,2355
ÖZEL TİRE KOCATÜRK ANADOLU LİSESİ (İZMİR - TİRE),İZMİR,2356
SABAHATTİN ZAİM SOSYAL BİLİMLER LİSESİ (ANKARA - ALTINDAĞ),ANKARA,2357
ŞEHİT TÜRKMEN TEKİN ANADOLU İMAM HATİP LİSESİ (MUĞLA - BODRUM),MUĞLA,2358
TES-İŞ ADAPAZARI ANADOLU LİSESİ (SAKARYA - ADAPAZARI),SAKARYA,2359
TİRE ÖĞRETMEN MELAHAT AKSOY SOSYAL BİLİMLER LİSESİ (İZMİR - TİRE),İZMİR,2360
URLA ANADOLU LİSESİ (İZMİR - URLA),İZMİR,2361
YAŞAR EĞİTİM VE KÜLTÜR VAKFI ANADOLU LİSESİ (İZMİR - ÇEŞME),İZMİR,2362
