lise_adi,sehir,lise_id
KURŞUNLU ŞEHİT AYDIN ÇOPUR MESLEKİ VE TEKNİK ANADOLU LİSESİ (ÇANKIRI - KURŞUNLU),ÇANKIRI,7584
KUYULUK ÖZEL EĞİTİM MESLEK OKULU (MERSİN - MEZİTLİ),MERSİN,7585
KÜTAHYA MESLEKİ VE TEKNİK ANADOLU LİSESİ (KÜTAHYA - MERKEZ),KÜTAHYA,7586
LEYLA TURGUT ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7587
M. HALİL İBRAHİM HEKİMOĞLU TİCARET MESLEKİ VE TEKNİK ANADOLU LİSESİ (KONYA - SELÇUKLU),KONYA,7588
MAÇKA MEHMET AKİF ERSOY ANADOLU LİSESİ (TRABZON - MAÇKA),TRABZON,7589
MADEN MESLEKİ VE TEKNİK ANADOLU LİSESİ (KIRIKKALE - KESKİN),KIRIKKALE,7590
MALATYA SPOR LİSESİ (MALATYA - BATTALGAZİ),MALATYA,7591
MALKARA MESLEKİ VE TEKNİK ANADOLU LİSESİ (TEKİRDAĞ - MALKARA),TEKİRDAĞ,7592
MALTEPE KIZ MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - MALTEPE),İSTANBUL,7593
AKŞEMSEDDİN MESLEKİ VE TEKNİK ANADOLU LİSESİ (YOZGAT - AKDAĞMADENİ),YOZGAT,7594
MEHMET AKİF ERSOY ANADOLU LİSESİ (KIRIKKALE - MERKEZ),KIRIKKALE,7595
MEHMET ALİ LAHUR ANADOLU LİSESİ (İZMİR - KARŞIYAKA),İZMİR,7596
MEHMET RÜŞTÜ UZEL ÇOK PROGRAMLI ANADOLU LİSESİ (TEKİRDAĞ - ÇORLU),TEKİRDAĞ,7597
AKYAZI NİLÜFER HATUN MESLEKİ VE TEKNİK ANADOLU LİSESİ (SAKARYA - AKYAZI),SAKARYA,7598
MESLEKİ EĞİTİM MERKEZİ (TEKİRDAĞ - ÇORLU),TEKİRDAĞ,7599
MESLEKİ EĞİTİM MERKEZİ (YOZGAT - SORGUN),YOZGAT,7600
MESLEKİ VE TEKNİK ANADOLU LİSESİ (YALOVA - ÇINARCIK),YALOVA,7601
MEV KOLEJİ ÖZEL GÜZELBAHÇE ANADOLU LİSESİ (İZMİR - GÜZELBAHÇE),İZMİR,7602
MİLAS MESLEKİ VE TEKNİK ANADOLU LİSESİ (MUĞLA - MİLAS),MUĞLA,7603
MİMAR SİNAN ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ESENYURT),İSTANBUL,7604
MİMAR SİNAN GÜZEL SANATLAR LİSESİ (ANKARA - MAMAK),ANKARA,7605
MİMAR SİNAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - YILDIRIM),BURSA,7606
MİMAR SİNAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (SAMSUN - BAFRA),SAMSUN,7607
MİNE GÜNAŞTI ANADOLU İMAM HATİP LİSESİ (MERSİN - AKDENİZ),MERSİN,7608
MUMCULAR SİTARE ÖZKAN ÇOK PROGRAMLI ANADOLU LİSESİ (MUĞLA - BODRUM),MUĞLA,7609
MURADİYE KAZIM KARABEKİR MESLEKİ VE TEKNİK ANADOLU LİSESİ (VAN - MURADİYE),VAN,7610
MUŞ MESLEKİ VE TEKNİK ANADOLU LİSESİ (MUŞ - MERKEZ),MUŞ,7611
ALİ FUAT BAŞGİL KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,7612
NAMIK KEMAL MESLEKİ VE TEKNİK ANADOLU LİSESİ (DİYARBAKIR - BAĞLAR),DİYARBAKIR,7613
NECLA-YAŞAR DURU ÇOK PROGRAMLI ANADOLU LİSESİ (ANTALYA - İBRADI),ANTALYA,7614
ALİ GÜVEN MESLEKİ VE TEKNİK ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),ESKİŞEHİR,7615
NENE HATUN MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - İNEGÖL),BURSA,7616
NİMET METO MESLEKİ VE TEKNİK ANADOLU LİSESİ (BOLU - GEREDE),BOLU,7617
ÇORUM BELEDİYESİ PROF. DR. HAYREDDİN KARAMAN KIZ ANADOLU İMAM HATİP LİSESİ (ÇORUM - MERKEZ),ÇORUM,7618
İSTEK ÖZEL ACIBADEM ANADOLU LİSESİ (İSTANBUL - KADIKÖY),İSTANBUL,7619
KARAYAZI KIZ ANADOLU İMAM HATİP LİSESİ (ERZURUM - KARAYAZI),ERZURUM,7620
ÖZEL BAŞAK TEKNOLOJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (VAN - İPEKYOLU),VAN,7621
ÖZEL HÜMA ANADOLU LİSESİ (KONYA - SELÇUKLU),KONYA,7622
AYVACIK ANADOLU LİSESİ (ÇANAKKALE - AYVACIK),ÇANAKKALE,7623
ÖZEL ESKİŞEHİR BİREY FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),ESKİŞEHİR,7624
EBRU NAYİM FEN LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),TEKİRDAĞ,7625
KARABÜK MEHMET VERGİLİ FEN LİSESİ (KARABÜK - MERKEZ),KARABÜK,7626
ÖZEL AKÇAABAT SINAV ANADOLU LİSESİ (TRABZON - AKÇAABAT),TRABZON,7627
ÖZEL ATAKUM ON ADIM EĞİTİM BİLİMLERİ ANADOLU LİSESİ (SAMSUN - ATAKUM),SAMSUN,7628
ÖZEL GİRESUN UĞUR ANADOLU LİSESİ (GİRESUN - MERKEZ),GİRESUN,7629
ÖZEL KESTEL SINAV KOLEJİ ANADOLU LİSESİ (BURSA - KESTEL),BURSA,7630
ÖZEL YENİŞEHİR DETAY ANADOLU LİSESİ (MERSİN - YENİŞEHİR),MERSİN,7631
ŞEHİT MEHMET GÜDER ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),İSTANBUL,7632
ÖZEL ALİAĞA FEN BİLİMLERİ ANADOLU LİSESİ (İZMİR - ALİAĞA),İZMİR,7633
ÖZEL ALİAĞA FİNAL TEMEL LİSESİ (İZMİR - ALİAĞA),İZMİR,7634
ÖZEL DENGE EĞİTİM BİLSAN ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7635
ÖZEL ELİT EGE ANADOLU LİSESİ (MANİSA - YUNUSEMRE),MANİSA,7636
ÖZEL ISPARTA DÜŞÜNÜR EĞİTİM KURUMLARI ANADOLU LİSESİ (ISPARTA - MERKEZ),ISPARTA,7637
ÖZEL İZMİR İSTEK ANADOLU LİSESİ (İZMİR - KARŞIYAKA),İZMİR,7638
ÖZEL KASTAMONU SINAV TEMEL LİSESİ (KASTAMONU - MERKEZ),KASTAMONU,7639
ÖZEL MAMAK SINAV ANADOLU LİSESİ (ANKARA - MAMAK),ANKARA,7640
ÖZEL OVACIK SINAV KOLEJİ ANADOLU LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7641
ÖZEL HATAY SINAV KOLEJİ FEN LİSESİ (HATAY - DEFNE),HATAY,7642
ÖZEL ANKARA DOĞUKENT UĞUR ANADOLU LİSESİ (ANKARA - MAMAK),ANKARA,7643
ÖZEL ERYAMAN BİLİM DOĞA ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,7644
ÖZEL FAHRİ KAYAHAN KÜLTÜR TEMEL LİSESİ (MALATYA - YEŞİLYURT),MALATYA,7645
ÖZEL MURADİYE ERKEK ANADOLU LİSESİ (ANKARA - ALTINDAĞ),ANKARA,7646
ÖZEL SİVAS BAHÇEŞEHİR FEN LİSESİ (SİVAS - MERKEZ),SİVAS,7647
ÖZEL BALGAT UĞUR ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7648
ÖZEL BAŞKENT ÖRNEK FEN LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7649
ÖZEL ÇAĞLAYAN ERKEK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7650
ÖZEL TEMA ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,7651
ÖZEL İDEAL BEŞGEN ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7652
ŞEHİT ALİ ALITKAN SPOR LİSESİ (ANKARA - MAMAK),ANKARA,7653
ÖZEL BEŞGEN ÇAYYOLU ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7654
ITRİ GÜZEL SANATLAR LİSESİ (ANKARA - SİNCAN),ANKARA,7655
ÖZEL ANKARA EĞİTİM KURUMLARI FEN LİSESİ (ANKARA - ÇANKAYA),ANKARA,7656
ÖZEL BATIKENT ACAR ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7657
ÖZEL METOT BİLGİ TEMEL LİSESİ (ANKARA - ÇANKAYA),ANKARA,7658
MAHİR İZ ANADOLU İMAM HATİP LİSESİ (ANKARA - ALTINDAĞ),ANKARA,7659
GAZİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7660
ÖZEL KONYA NESİBE AYDIN FEN LİSESİ (KONYA - SELÇUKLU),KONYA,7661
ÖZEL SİLİFKE GÖKSU FEN LİSESİ (MERSİN - SİLİFKE),MERSİN,7662
50. YIL ŞEHİT UHUD KADİR IŞIK ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7663
ÖZEL FİGEN ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7664
ÖZEL SEVİYE BATIKENT FEN LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7665
ÖZEL ERYAMAN OKUYAN DOĞRULAYAN TARTIŞAN UZMANLAR (ODTU) ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,7666
ÖZEL BAHÇEŞEHİR KOLEJİ İSKENDERUN ANADOLU LİSESİ (HATAY - BELEN),HATAY,7667
ÖZEL ÇAĞLAYAN KIZ ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7668
ÖZEL ERBAA SINAV KOLEJİ FEN LİSESİ (TOKAT - ERBAA),TOKAT,7669
ÖZEL OSTİM ORGANİZE SANAYİ BÖLGESİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7670
ÖZEL YENİMAHALLE GİRNE KOLEJİ ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7671
BAŞKENT ÜNİVERSİTESİ ÖZEL AYŞEABLA ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7672
KIYMET VE MUSTAFA YAZICI ANADOLU LİSESİ (KARABÜK - MERKEZ),KARABÜK,7673
ÖZEL EKARTE ANADOLU LİSESİ (İZMİR - GAZİEMİR),İZMİR,7674
ÖZEL SAMSUN DOĞA ANADOLU LİSESİ (SAMSUN - ATAKUM),SAMSUN,7675
ANKARA ÖZEL TEVFİK FİKRET ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7676
NECİP FAZIL KISAKÜREK ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7677
ÖZEL ANKARA ABC ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,7678
ÖZEL KEÇİÖREN NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7679
ÖZEL BATIKENT ÇAKIRLAR SINAV ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7680
ÖZEL BATIKENT DOĞA ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7681
ÖZEL ÇORLU MERKEZ UĞUR ANADOLU LİSESİ (TEKİRDAĞ - ÇORLU),TEKİRDAĞ,7682
ÖZEL GÖKKUŞAĞI KOLEJİ ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,7683
ÖZEL ŞANLIURFA KÜLTÜR ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),ŞANLIURFA,7684
ÖZEL VARLIK ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7685
ULUSLARARASI MİLLÎ İRADE KIZ ANADOLU İMAM HATİP LİSESİ (ANKARA - GÖLBAŞI),ANKARA,7686
ÖZEL BATIKENT BİL KOLEJİ ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7687
ŞEHİT AHMET ÖZSOY KIZ ANADOLU İMAM HATİP LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7688
ÖZEL KARABÜK BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (KARABÜK - MERKEZ),KARABÜK,7689
ÖZEL ANKARA DORUK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7690
ÖZEL BAFRA ÇÖZÜM KOLEJİ ANADOLU LİSESİ (SAMSUN - BAFRA),SAMSUN,7691
ÖZEL BAŞARI YORUM ANADOLU LİSESİ (SİVAS - MERKEZ),SİVAS,7692
ÖZEL DİKMEN HAZIRLIK KOLEJİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7693
ÖZEL SİNCAN TEK ÇÖZÜM ANADOLU LİSESİ (ANKARA - SİNCAN),ANKARA,7694
ÖZEL ERZURUM BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (ERZURUM - YAKUTİYE),ERZURUM,7695
ÖZEL JALE TEZER ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7696
ÖZEL LİDERLER ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7697
ÖZEL PUSULA BİLGİ TEMEL LİSESİ (HATAY - ANTAKYA),HATAY,7698
ÖZEL SEÇKİN BİLİM KOLEJİ ANADOLU LİSESİ (ORDU - ALTINORDU),ORDU,7699
ÖZEL SORGUN BAHÇEŞEHİR ANADOLU LİSESİ (YOZGAT - SORGUN),YOZGAT,7700
ÖZEL VAN BİL FEN LİSESİ (VAN - İPEKYOLU),VAN,7701
ÖZEL ANKARA GÖLBAŞI SINAV ANADOLU LİSESİ (ANKARA - GÖLBAŞI),ANKARA,7702
ÖZEL BATMAN SINAV ANADOLU LİSESİ (BATMAN - MERKEZ),BATMAN,7703
ÖZEL MODÜLER KOLEJİ ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),ŞANLIURFA,7704
ÖZEL ŞANLIURFA MEKTEBİM ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),ŞANLIURFA,7705
ÖZEL ŞANLIURFA SARAÇ İLGİ OKULLARI ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),ŞANLIURFA,7706
ÖZEL TÜMAY ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7707
ŞEHİT HACIBEY KAYA ANADOLU LİSESİ (KAYSERİ - SARIOĞLAN),KAYSERİ,7708
ŞEHİT NURULLAH SARAÇ ANADOLU LİSESİ (SİNOP - GERZE),SİNOP,7709
ÖZEL ANKARA YENİMAHALLE HEDEF AKADEMİ ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7710
ÖZEL ÇAYYOLU DOĞA ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7711
ÖZEL KIRŞEHİR SINAV ANADOLU LİSESİ (KIRŞEHİR - MERKEZ),KIRŞEHİR,7712
ÖZEL MERZİFON SINAV KOLEJİ ANADOLU LİSESİ (AMASYA - MERZİFON),AMASYA,7713
ÖZEL ONADIM EĞİTİM BİLİMLERİ ANADOLU LİSESİ (BARTIN - MERKEZ),BARTIN,7714
ÖZEL VAN AÇI KOLEJİ ANADOLU LİSESİ (VAN - İPEKYOLU),VAN,7715
ÖZEL YARIMCA ÜSTÜN BAŞARI ANADOLU LİSESİ (KOCAELİ - KÖRFEZ),KOCAELİ,7716
ÇENGELKÖY ŞEHİT OKAN ALTIPARMAK MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,7717
SAKARYA CEMİL MERİÇ SOSYAL BİLİMLER LİSESİ (SAKARYA - ADAPAZARI),SAKARYA,7718
ÖZEL ÇAKIRLAR ŞENER ÇAKMAK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7719
ÖZEL MELTEM KOLEJİ (ANKARA - KEÇİÖREN),ANKARA,7720
ÖZEL SEVİYE BATIKENT ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7721
ÖZEL TATVAN BİREY ANADOLU LİSESİ (BİTLİS - TATVAN),BİTLİS,7722
HAYDAR-FADİM KOCAER ANADOLU LİSESİ (KONYA - ÇUMRA),KONYA,7723
ÖZEL ZEHRA FEN LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7724
GÜDÜL SAFİYE AKDEDE ÇOK PROGRAMLI ANADOLU LİSESİ (ANKARA - GÜDÜL),ANKARA,7725
ÖZEL DENİZLİ EKOBİLİM KOLEJİ ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),DENİZLİ,7726
ÖZEL SERDAR ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7727
SİLAHLI KUVVETLER BANDO ASTSUBAY HAZ.OK,,7728
HATAY KIRIKHAN ANADOLU İMAM HATİP LİSESİ (HATAY - KIRIKHAN),HATAY,7729
ÖZEL ETLİK FİNAL TEMEL LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7730
SINAV KOLEJİ ÖZEL ANKARA ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7731
GÖKÇEBEY MESLEKİ VE TEKNİK ANADOLU LİSESİ (ZONGULDAK - GÖKÇEBEY),ZONGULDAK,7732
15 TEMMUZ ŞEHİTLERİ KIZ ANADOLU İMAM HATİP LİSESİ (İZMİR - KARABAĞLAR),İZMİR,7733
ÖZEL ANKARA AÇI TEMEL LİSESİ (ANKARA - ÇANKAYA),ANKARA,7734
ÖZEL AŞİYAN ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7735
ÖZEL BİLFEN KAYSERİ ANADOLU LİSESİ (KAYSERİ - MELİKGAZİ),KAYSERİ,7736
ÖZEL MURADİYE ERKEK FEN LİSESİ (ANKARA - ALTINDAĞ),ANKARA,7737
HÜSEYİN GAZİ ANADOLU İMAM HATİP LİSESİ (ANKARA - MAMAK),ANKARA,7738
ÖZEL ÜÇLER TEMEL LİSESİ (ANKARA - ÇANKAYA),ANKARA,7739
ÖZEL KEÇİÖREN SINAV TEMEL LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7740
ÖZEL SEÇKİN BİREYLER TEMEL LİSESİ (ANKARA - ÇANKAYA),ANKARA,7741
ŞEHİT AHMET ÇAMUR ANADOLU İMAM HATİP LİSESİ (TRABZON - ÇAYKARA),TRABZON,7742
EMEL-ÖZGÜR SUBAŞIAY MESLEKİ VE TEKNİK ANADOLU LİSESİ (EDİRNE - MERKEZ),EDİRNE,7743
ERTUĞRUL GAZİ ANADOLU LİSESİ (SAMSUN - BAFRA),SAMSUN,7744
GENTAŞ AHMET KAHRAMAN ÇOK PROGRAMLI ANADOLU LİSESİ (BOLU - MENGEN),BOLU,7745
ÖZEL ETİMESGUT KARİYER ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,7746
ÖZEL NENE HATUN KIZ FEN LİSESİ (ANKARA - PURSAKLAR),ANKARA,7747
ÖZEL ORDU SİSTEM ANADOLU LİSESİ (ORDU - ALTINORDU),ORDU,7748
ÖZEL ÇAĞLAYAN ERKEK FEN LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7749
ÖZEL ÇANKAYA NAZMİ ARIKAN FEN BİLİMLERİ FEN LİSESİ (ANKARA - ÇANKAYA),ANKARA,7750
ÖZEL FIRAT İLHAN ANADOLU LİSESİ (ANKARA - GÖLBAŞI),ANKARA,7751
ÖZEL GENÇ ADIM ANADOLU LİSESİ (SAMSUN - ATAKUM),SAMSUN,7752
ÖZEL KONYA ŞEHİR FEN LİSESİ (KONYA - SELÇUKLU),KONYA,7753
ÖZEL ONİKİŞUBAT DOĞA KOLEJİ FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),KAHRAMANMARAŞ,7754
ÖZEL PRATİK YÖNTEM ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),ŞANLIURFA,7755
ÖZEL YÜKSELEN KOLEJİ FEN LİSESİ (ANKARA - MAMAK),ANKARA,7756
ŞEHİT ONBAŞI MURAT ŞENGÖZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ARNAVUTKÖY),İSTANBUL,7757
TENZİLE ERDOĞAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),İSTANBUL,7758
ULUSLARARASI MURAT HÜDAVENDİGAR ANADOLU İMAM HATİP LİSESİ (BURSA - OSMANGAZİ),BURSA,7759
BEYOĞLU ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BEYOĞLU),İSTANBUL,7760
HİLMİ DURALİOĞLU ANADOLU LİSESİ (BİLECİK - PAZARYERİ),BİLECİK,7761
İBRAHİM YİRİK MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - SİLİVRİ),İSTANBUL,7762
ÖZEL ARTI DESTEK ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7763
ÖZEL BAHÇEŞEHİR KOLEJİ DR. BURHAN KARA ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,7764
ÖZEL BÜYÜK KOLEJ (ANKARA - ÇANKAYA),ANKARA,7765
ÖZEL EVRENSEL KOLEJ (ANKARA - ÇANKAYA),ANKARA,7766
ÖZEL SERHAN EYLEMER ANADOLU LİSESİ (BURSA - OSMANGAZİ),BURSA,7767
PINARHİSAR ANADOLU İMAM HATİP LİSESİ (KIRKLARELİ - PINARHİSAR),KIRKLARELİ,7768
PİRAZİZ ANADOLU LİSESİ (GİRESUN - PİRAZİZ),GİRESUN,7769
ŞEHİT ŞİRİN DİRİL KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),İSTANBUL,7770
ÖZEL ALANYA KÜLTÜR ANADOLU LİSESİ (ANTALYA - ALANYA),ANTALYA,7771
ÖZEL KONAK RADİKAL ANADOLU LİSESİ (İZMİR - KONAK),İZMİR,7772
ÖZEL OVACIK SINAV KOLEJİ FEN LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7773
ÜMİTKÖY ANADOLU İMAM HATİP LİSESİ (ANKARA - ÇANKAYA),ANKARA,7774
ÖZEL BATIKENT YÖNDER ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7775
ÖZEL KOCAELİ BİLGİLİ KÜLTÜR ANADOLU LİSESİ (KOCAELİ - BAŞİSKELE),KOCAELİ,7776
ÖZEL MALATYA ELİT EĞİTİM ANADOLU LİSESİ (MALATYA - YEŞİLYURT),MALATYA,7777
ÖZEL MERVE BÜYÜKKOYUNCU ANADOLU LİSESİ (KONYA - SELÇUKLU),KONYA,7778
ÖZEL OVACIK HAYAT ANADOLU LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7779
ÖZEL SAKARYA SINAV ANADOLU LİSESİ (SAKARYA - ADAPAZARI),SAKARYA,7780
SAMİ BAKLACI ANADOLU LİSESİ (TOKAT - TURHAL),TOKAT,7781
ÖZEL ALİ KENGER ANADOLU LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),KAHRAMANMARAŞ,7782
ÖZEL BAĞLICA FİNAL AKADEMİ ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,7783
ÖZEL ÇUBUK MEKTEBİM ANADOLU LİSESİ (ANKARA - ÇUBUK),ANKARA,7784
ÖZEL ERYAMAN SEVGİ FEN LİSESİ (ANKARA - ETİMESGUT),ANKARA,7785
ÖZEL HAMİYET ERKEK FEN LİSESİ (ANKARA - ALTINDAĞ),ANKARA,7786
ÖZEL SAMSUN BAHÇEŞEHİR KOLEJİ ATAKUM ANADOLU LİSESİ (SAMSUN - ATAKUM),SAMSUN,7787
KEÇİÖREN ŞEHİT MUSTAFA AVCU ANADOLU İMAM HATİP LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7788
ÖZEL BOLU TURKUVAZ ANADOLU LİSESİ (BOLU - MERKEZ),BOLU,7789
ÖZEL DARÜŞŞİFA EYMİR ANADOLU LİSESİ (ANKARA - GÖLBAŞI),ANKARA,7790
ÖZEL ERYAMAN ZİNCİR ANADOLU LİSESİ (ANKARA - ETİMESGUT),ANKARA,7791
ÖZEL KASTAMONU SINAV KOLEJİ ANADOLU LİSESİ (KASTAMONU - MERKEZ),KASTAMONU,7792
ÖZEL SAFA ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7793
ÖZEL SAKARYA NURİ DEMİRAĞ HAVACILIK VE TEKNOLOJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ (SAKARYA - ADAPAZARI),SAKARYA,7794
ÖZEL SEVGİ ANADOLU LİSESİ (ANKARA - GÖLBAŞI),ANKARA,7795
ŞEHİT ERHAN AR MESLEKİ VE TEKNİK ANADOLU LİSESİ (YOZGAT - YERKÖY),YOZGAT,7796
ÖZEL GÜNEŞ KIZ ANADOLU LİSESİ (ERZURUM - YAKUTİYE),ERZURUM,7797
ÖZEL KIZILAY FİNAL TEMEL LİSESİ (ANKARA - ÇANKAYA),ANKARA,7798
ÇANKIRI ASTSUBAY HAZIRLAMA OKULU (ÇANKIRI),,7799
EMİNE IŞINSU ANADOLU LİSESİ (ANKARA - KEÇİÖREN),ANKARA,7800
HİZAN KIZ ANADOLU İMAM HATİP LİSESİ (BİTLİS - HİZAN),BİTLİS,7801
ÖZEL MAVİ ATLAS MESLEKİ VE TEKNİK ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,7802
ÖZEL ÖZGÜN BİLGİ TEMEL LİSESİ (ANKARA - ÇANKAYA),ANKARA,7803
GÖL ADEKA ÇOK PROGRAMLI ANADOLU LİSESİ (SAMSUN - VEZİRKÖPRÜ),SAMSUN,7804
İSTANBUL KULELİ ASKERİ LİSESİ,,7805
ÖZEL FEHMİ AKSOY ANADOLU LİSESİ (DİYARBAKIR - KAYAPINAR),DİYARBAKIR,7806
HACI BAYRAM VELİ SPOR LİSESİ (ANKARA - ALTINDAĞ),ANKARA,7807
ÖZEL AYDINKENT ANADOLU LİSESİ (AYDIN - EFELER),AYDIN,7808
ÖZEL ÇANKAYA DOĞA ANADOLU LİSESİ (ANKARA - ÇANKAYA),ANKARA,7809
ÖZEL GÜVEN MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - MAMAK),ANKARA,7810
ÖZEL İNCEK OKYANUS ANADOLU LİSESİ (ANKARA - GÖLBAŞI),ANKARA,7811
ÖZEL NİLÜFER YÖNDER ANADOLU LİSESİ (BURSA - NİLÜFER),BURSA,7812
DEVREK HAMİDİYE ANADOLU LİSESİ (ZONGULDAK - DEVREK),ZONGULDAK,7813
GEYVE ANADOLU İMAM HATİP LİSESİ (SAKARYA - GEYVE),SAKARYA,7814
ÖZEL HURİYE ÖĞRETMEN ANADOLU LİSESİ (ANKARA - YENİMAHALLE),ANKARA,7815
SERİK BORSA İSTANBUL MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANTALYA - SERİK),ANTALYA,7816
SİVAS KIZ ANADOLU İMAM HATİP LİSESİ (SİVAS - MERKEZ),SİVAS,7817
ŞEHİT ALPASLAN YAZICI KIZ ANADOLU İMAM HATİP LİSESİ (KIRIKKALE - MERKEZ),KIRIKKALE,7818
ÇEŞMELİ ÇOK PROGRAMLI ANADOLU LİSESİ (MERSİN - ERDEMLİ),MERSİN,7819
ATATÜRK LİSESİ (TRABZON - BEŞİKDÜZÜ),TRABZON,7820
BULANCAK ANADOLU LİSESİ (GİRESUN - BULANCAK),GİRESUN,7821
