yop_kodu,year,universite,tercih_sayisi,university_type
201990481,2025,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,1,devlet
201990481,2025,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,1,devlet
201990481,2025,ATATÜRK ÜNİVERSİTESİ,1,devlet
201990481,2025,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,1,devlet
201990481,2025,BALIKESİR ÜNİVERSİTESİ,2,devlet
201990481,2025,BURSA TEKNİK ÜNİVERSİTESİ,5,devlet
201990481,2025,BURSA ULUDAĞ ÜNİVERSİTESİ,4,devlet
201990481,2025,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,3,devlet
201990481,2025,ÇUKUROVA ÜNİVERSİTESİ,2,devlet
201990481,2025,DOKUZ EYLÜL ÜNİVERSİTESİ,1,devlet
201990481,2025,DÜZCE ÜNİVERSİTESİ,2,devlet
201990481,2025,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,1,devlet
201990481,2025,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,2,devlet
201990481,2025,GALATASARAY ÜNİVERSİTESİ,1,devlet
201990481,2025,GEBZE TEKNİK ÜNİVERSİTESİ,2,devlet
201990481,2025,HACETTEPE ÜNİVERSİTESİ,2,devlet
201990481,2025,İNÖNÜ ÜNİVERSİTESİ,1,devlet
201990481,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,3,devlet
201990481,2025,İSTANBUL TEKNİK ÜNİVERSİTESİ,5,devlet
201990481,2025,İSTANBUL ÜNİVERSİTESİ,4,devlet
201990481,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,10,devlet
201990481,2025,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,3,devlet
201990481,2025,KARADENİZ TEKNİK ÜNİVERSİTESİ,4,devlet
201990481,2025,KOCAELİ ÜNİVERSİTESİ,2,devlet
201990481,2025,KONYA TEKNİK ÜNİVERSİTESİ,1,devlet
201990481,2025,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,1,devlet
201990481,2025,MARMARA ÜNİVERSİTESİ,9,devlet
201990481,2025,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,1,devlet
201990481,2025,ONDOKUZ MAYIS ÜNİVERSİTESİ,1,devlet
201990481,2025,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,1,devlet
201990481,2025,SAKARYA ÜNİVERSİTESİ,5,devlet
201990481,2025,TRAKYA ÜNİVERSİTESİ,1,devlet
201990481,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,7,devlet
201990481,2025,ALTINBAŞ ÜNİVERSİTESİ,2,vakif
201990481,2025,ANKARA BİLİM ÜNİVERSİTESİ,2,vakif
201990481,2025,ATILIM ÜNİVERSİTESİ,2,vakif
201990481,2025,BEYKOZ ÜNİVERSİTESİ,1,vakif
201990481,2025,BİRUNİ ÜNİVERSİTESİ,6,vakif
201990481,2025,DOĞUŞ ÜNİVERSİTESİ,4,vakif
201990481,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,1,vakif
201990481,2025,FENERBAHÇE ÜNİVERSİTESİ,4,vakif
201990481,2025,HALİÇ ÜNİVERSİTESİ,16,vakif
201990481,2025,IŞIK ÜNİVERSİTESİ,1,vakif
201990481,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,7,vakif
201990481,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,9,vakif
201990481,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,9,vakif
201990481,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,4,vakif
201990481,2025,İSTANBUL GALATA ÜNİVERSİTESİ,1,vakif
201990481,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,10,vakif
201990481,2025,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,2,vakif
201990481,2025,İSTANBUL OKAN ÜNİVERSİTESİ,1,vakif
201990481,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,1,vakif
201990481,2025,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,2,vakif
201990481,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,3,vakif
201990481,2025,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,1,vakif
201990481,2025,İSTİNYE ÜNİVERSİTESİ,14,vakif
201990481,2025,MALTEPE ÜNİVERSİTESİ,1,vakif
201990481,2025,OSTİM TEKNİK ÜNİVERSİTESİ,2,vakif
201990481,2025,PİRİ REİS ÜNİVERSİTESİ,3,vakif
201990481,2025,TÜRK HAVA KURUMU ÜNİVERSİTESİ,2,vakif
201990481,2025,ÜSKÜDAR ÜNİVERSİTESİ,4,vakif
201990481,2025,YEDİTEPE ÜNİVERSİTESİ,2,vakif
201990477,2025,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,1,devlet
201990477,2025,ANKARA MEDİPOL ÜNİVERSİTESİ,1,devlet
201990477,2025,BAHÇEŞEHİR ÜNİVERSİTESİ,4,devlet
201990477,2025,BAŞKENT ÜNİVERSİTESİ,3,devlet
201990477,2025,BİRUNİ ÜNİVERSİTESİ,4,devlet
201990477,2025,FENERBAHÇE ÜNİVERSİTESİ,2,devlet
201990477,2025,HALİÇ ÜNİVERSİTESİ,10,devlet
201990477,2025,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,1,devlet
201990477,2025,İSTANBUL AREL ÜNİVERSİTESİ,1,devlet
201990477,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,3,devlet
201990477,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,4,devlet
201990477,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,6,devlet
201990477,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,8,devlet
201990477,2025,İSTANBUL GALATA ÜNİVERSİTESİ,2,devlet
201990477,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,2,devlet
201990477,2025,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,1,devlet
201990477,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,6,devlet
201990477,2025,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,3,devlet
201990477,2025,İSTANBUL OKAN ÜNİVERSİTESİ,4,devlet
201990477,2025,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,2,devlet
201990477,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,1,devlet
