yop_kodu,year,ortalama_tercih_edilme_sirasi_A,ortalama_yerlesen_tercih_sirasi_B,marka_etkinlik_degeri_A_div_B
208610015,2025,6.6,2.3,2.87
208610024,2025,5.8,2.7,2.15
208610033,2025,4.8,1.1,4.36
208610078,2025,7.2,3.9,1.85
208610087,2025,5.6,1.4,4.0
208610096,2025,5.8,2.8,2.07
208610103,2025,5.5,2.1,2.62
208610112,2025,5.0,3.2,1.56
208610114,2025,5.2,3.1,1.68
208610121,2025,7.1,4.7,1.51
