yop_kodu,year,il,tercih_sayisi
203210185,2025,KASTAMONU,2
203210185,2025,KONYA,2
203210185,2025,ORDU,1
203210185,2025,SAKARYA,2
203210185,2025,SİNOP,1
203210185,2025,ZONGULDAK,1
203210325,2025,ADANA,2
203210325,2025,AFYONKARAHİSAR,2
203210325,2025,ANKARA,2
203210325,2025,AYDIN,1
203210325,2025,BURSA,2
203210325,2025,ÇANAKKALE,1
203210325,2025,DÜZCE,1
203210325,2025,ESKİŞEHİR,3
203210325,2025,İSTANBUL,285
203210325,2025,İZMİR,5
203210325,2025,KIBRIS,1
203210325,2025,KIRIKKALE,1
203210325,2025,KIRKLARELİ,1
203210325,2025,KONYA,4
203210325,2025,MANİSA,1
203210325,2025,MERSİN,1
203210325,2025,MUĞLA,1
203210325,2025,ORDU,1
203210325,2025,SAKARYA,2
203210325,2025,SAMSUN,1
203210325,2025,TEKİRDAĞ,1
203210325,2025,TRABZON,1
203210325,2025,UŞAK,2
203210325,2025,YALOVA,1
203210325,2025,ZONGULDAK,1
203210591,2025,ANKARA,1
203210591,2025,ANTALYA,3
203210591,2025,ESKİŞEHİR,1
203210591,2025,İSTANBUL,259
203210591,2025,İZMİR,1
203210591,2025,KOCAELİ,3
203210591,2025,SAKARYA,1
203210307,2025,ANKARA,6
203210307,2025,BURSA,1
203210307,2025,ESKİŞEHİR,3
203210307,2025,İSTANBUL,75
203210307,2025,İZMİR,2
203210307,2025,KOCAELİ,3
203210307,2025,MUĞLA,1
203210307,2025,SAKARYA,2
203210307,2025,SİVAS,1
203210307,2025,TEKİRDAĞ,1
203210307,2025,YALOVA,1
203210573,2025,ANTALYA,1
203210573,2025,BALIKESİR,1
203210573,2025,BOLU,1
203210573,2025,BURSA,4
203210573,2025,İSTANBUL,99
203210573,2025,İZMİR,8
203210573,2025,KOCAELİ,1
203210573,2025,SAKARYA,1
203210573,2025,TEKİRDAĞ,2
203210573,2025,YALOVA,1
203211361,2025,ADANA,1
203211361,2025,ADIYAMAN,1
203211361,2025,DİYARBAKIR,1
203211361,2025,İSTANBUL,88
203211361,2025,KAHRAMANMARAŞ,2
203211361,2025,MALATYA,2
203211361,2025,TRABZON,3
203211368,2025,ANKARA,1
203211368,2025,İSTANBUL,102
203211368,2025,KIBRIS,4
203211368,2025,KONYA,1
203211368,2025,NEVŞEHİR,2
203210237,2025,AĞRI,1
203210237,2025,AMASYA,1
203210237,2025,ANKARA,5
203210237,2025,ARTVİN,2
203210237,2025,BALIKESİR,3
203210237,2025,BAYBURT,1
203210237,2025,BOLU,3
203210237,2025,BURSA,5
203210237,2025,ÇANAKKALE,6
203210237,2025,DÜZCE,1
203210237,2025,EDİRNE,3
203210237,2025,ERZİNCAN,1
203210237,2025,ESKİŞEHİR,3
203210237,2025,HAKKARİ,1
203210237,2025,İSTANBUL,152
203210237,2025,KARS,1
203210237,2025,KASTAMONU,1
203210237,2025,KIRKLARELİ,1
203210237,2025,KİLİS,1
203210237,2025,KOCAELİ,6
203210237,2025,MUŞ,1
203210237,2025,NİĞDE,1
203210237,2025,SAKARYA,12
203210237,2025,SAMSUN,2
203210237,2025,SİİRT,1
203210237,2025,TEKİRDAĞ,1
203210237,2025,TRABZON,1
203210237,2025,YALOVA,1
203210237,2025,ZONGULDAK,1
203210228,2025,İSTANBUL,30
203210228,2025,KAYSERİ,3
203211086,2025,ERZİNCAN,5
203211086,2025,İSTANBUL,218
203211086,2025,KOCAELİ,2
203211068,2025,ESKİŞEHİR,1
203211068,2025,GAZİANTEP,1
203211068,2025,İSTANBUL,27
203211068,2025,KAYSERİ,1
203211068,2025,KOCAELİ,1
203211068,2025,MERSİN,1
203211068,2025,MUĞLA,1
203211068,2025,NEVŞEHİR,1
203210352,2025,ADANA,1
203210352,2025,AMASYA,1
203210352,2025,ANKARA,2
203210352,2025,BOLU,3
203210352,2025,BURSA,2
203210352,2025,ÇANKIRI,2
203210352,2025,DÜZCE,1
203210352,2025,EDİRNE,3
203210352,2025,ERZİNCAN,1
203210352,2025,ERZURUM,1
203210352,2025,İSTANBUL,279
203210352,2025,İZMİR,1
203210352,2025,KASTAMONU,1
203210352,2025,KIRIKKALE,1
203210352,2025,KIRKLARELİ,8
203210352,2025,KOCAELİ,4
203210352,2025,KONYA,4
203210352,2025,KÜTAHYA,3
203210352,2025,MALATYA,4
203210352,2025,NEVŞEHİR,2
203210352,2025,SAKARYA,5
203210352,2025,UŞAK,1
203210352,2025,YALOVA,1
203210343,2025,ANKARA,1
203210343,2025,ÇANKIRI,1
203210343,2025,ELAZIĞ,1
203210343,2025,ERZİNCAN,2
203210343,2025,İSTANBUL,68
203210343,2025,KONYA,1
203210343,2025,MALATYA,1
203210343,2025,RİZE,1
203210343,2025,SAMSUN,1
203210343,2025,SİVAS,1
203210343,2025,TOKAT,1
203210343,2025,YOZGAT,1
203210413,2025,AFYONKARAHİSAR,1
203210413,2025,ANTALYA,1
203210413,2025,BALIKESİR,7
203210413,2025,BARTIN,1
203210413,2025,BİLECİK,1
203210413,2025,BOLU,4
203210413,2025,ÇANAKKALE,2
203210413,2025,DÜZCE,3
203210413,2025,EDİRNE,7
203210413,2025,ERZURUM,4
203210413,2025,ESKİŞEHİR,6
203210413,2025,GİRESUN,2
203210413,2025,IĞDIR,1
203210413,2025,İSTANBUL,185
203210413,2025,KARS,1
203210413,2025,KIRKLARELİ,9
203210413,2025,KOCAELİ,3
203210413,2025,MANİSA,2
203210413,2025,MUĞLA,1
203210413,2025,NİĞDE,1
203210413,2025,SAKARYA,1
203210413,2025,TEKİRDAĞ,1
203210413,2025,TRABZON,2
203210413,2025,YALOVA,2
203210413,2025,ZONGULDAK,6
203210397,2025,ANTALYA,1
203210397,2025,ESKİŞEHİR,1
203210397,2025,İSTANBUL,45
203210397,2025,İZMİR,1
203210397,2025,SAMSUN,1
203211296,2025,İSTANBUL,28
203210934,2025,İSTANBUL,77
203210934,2025,TEKİRDAĞ,1
203211244,2025,ADIYAMAN,2
203211244,2025,AFYONKARAHİSAR,3
203211244,2025,AĞRI,3
203211244,2025,AKSARAY,1
203211244,2025,AMASYA,1
203211244,2025,ANKARA,3
203211244,2025,ANTALYA,5
203211244,2025,ARTVİN,5
203211244,2025,AYDIN,2
203211244,2025,BALIKESİR,1
203211244,2025,BARTIN,5
203211244,2025,BAYBURT,2
203211244,2025,BİLECİK,1
203211244,2025,BİNGÖL,1
203211244,2025,BOLU,2
203211244,2025,BURSA,1
203211244,2025,ÇANKIRI,1
203211244,2025,DİYARBAKIR,1
203211244,2025,DÜZCE,3
203211244,2025,EDİRNE,2
203211244,2025,ELAZIĞ,1
203211244,2025,ERZİNCAN,2
203211244,2025,ERZURUM,1
203211244,2025,ESKİŞEHİR,7
203211244,2025,GAZİANTEP,4
203211244,2025,GİRESUN,4
203211244,2025,GÜMÜŞHANE,1
203211244,2025,HAKKARİ,1
203211244,2025,HATAY,2
203211244,2025,İSTANBUL,243
203211244,2025,İZMİR,5
203211244,2025,KAHRAMANMARAŞ,4
203211244,2025,KARAMAN,3
203211244,2025,KARS,5
203211244,2025,KASTAMONU,7
203211244,2025,KAYSERİ,1
203211244,2025,KIRKLARELİ,1
203211244,2025,KIRŞEHİR,1
203211244,2025,KİLİS,4
203211244,2025,KOCAELİ,5
203211244,2025,KONYA,4
203211244,2025,KÜTAHYA,1
203211244,2025,MALATYA,1
203211244,2025,MANİSA,1
203211244,2025,MERSİN,1
203211244,2025,MUĞLA,6
203211244,2025,MUŞ,2
203211244,2025,NEVŞEHİR,1
203211244,2025,NİĞDE,1
203211244,2025,ORDU,1
203211244,2025,RİZE,4
203211244,2025,SAKARYA,3
203211244,2025,SAMSUN,2
203211244,2025,SİİRT,1
203211244,2025,SİNOP,2
203211244,2025,SİVAS,2
203211244,2025,ŞANLIURFA,1
203211244,2025,TOKAT,3
203211244,2025,TRABZON,2
203211244,2025,UŞAK,2
203211244,2025,VAN,1
203211244,2025,YOZGAT,1
203211244,2025,ZONGULDAK,4
203211235,2025,AFYONKARAHİSAR,1
203211235,2025,ANKARA,5
203211235,2025,BOLU,1
203211235,2025,DÜZCE,1
203211235,2025,EDİRNE,1
203211235,2025,GAZİANTEP,2
203211235,2025,HATAY,1
203211235,2025,İSTANBUL,29
203211235,2025,KASTAMONU,1
203211235,2025,KOCAELİ,1
203211235,2025,KONYA,2
203211235,2025,SAKARYA,1
203211480,2025,İSTANBUL,15
203211480,2025,SAKARYA,1
203211226,2025,ANKARA,1
203211226,2025,BAYBURT,1
203211226,2025,BOLU,1
203211226,2025,ÇANAKKALE,1
203211226,2025,DÜZCE,2
203211226,2025,EDİRNE,1
203211226,2025,ERZURUM,1
203211226,2025,GİRESUN,1
203211226,2025,İSTANBUL,61
203211226,2025,SİVAS,1
203211226,2025,TOKAT,1
203211165,2025,İSTANBUL,58
203211165,2025,KARABÜK,1
203211312,2025,İSTANBUL,28
203211312,2025,KOCAELİ,2
203211295,2025,DÜZCE,1
203211295,2025,İSTANBUL,51
203211295,2025,KOCAELİ,2
203210485,2025,AKSARAY,1
203210485,2025,AMASYA,1
203210485,2025,ANKARA,1
203210485,2025,ANTALYA,3
203210485,2025,AYDIN,1
203210485,2025,BALIKESİR,8
203210485,2025,BOLU,2
203210485,2025,BURSA,3
203210485,2025,ÇANAKKALE,6
203210485,2025,DENİZLİ,1
203210485,2025,DÜZCE,1
203210485,2025,EDİRNE,1
203210485,2025,ESKİŞEHİR,1
203210485,2025,İSTANBUL,245
203210485,2025,İZMİR,2
203210485,2025,KARABÜK,1
203210485,2025,KOCAELİ,1
203210485,2025,KONYA,1
203210485,2025,MALATYA,2
203210485,2025,MERSİN,2
203210485,2025,MUĞLA,4
203210485,2025,SAKARYA,1
203210485,2025,SAMSUN,1
203210485,2025,SİNOP,1
203210485,2025,TEKİRDAĞ,7
203210485,2025,TRABZON,1
203210485,2025,YALOVA,1
203210449,2025,ÇANAKKALE,1
203210449,2025,ESKİŞEHİR,1
203210449,2025,İSTANBUL,74
203211292,2025,AMASYA,2
203211292,2025,ANKARA,4
203211292,2025,ANTALYA,4
203211292,2025,AYDIN,1
203211292,2025,BALIKESİR,8
203211292,2025,BOLU,6
203211292,2025,BURSA,3
203211292,2025,ÇANAKKALE,3
203211292,2025,DÜZCE,7
203211292,2025,EDİRNE,5
203211292,2025,ESKİŞEHİR,9
203211292,2025,GAZİANTEP,1
203211292,2025,İSTANBUL,386
203211292,2025,İZMİR,2
203211292,2025,KARABÜK,1
203211292,2025,KIBRIS,5
203211292,2025,KOCAELİ,9
203211292,2025,KONYA,1
203211292,2025,KÜTAHYA,1
203211292,2025,MANİSA,3
203211292,2025,MUĞLA,3
203211292,2025,NİĞDE,1
203211292,2025,SAKARYA,6
203211292,2025,SAMSUN,2
203211292,2025,TEKİRDAĞ,5
203211292,2025,TRABZON,3
203211292,2025,UŞAK,1
203211292,2025,YALOVA,7
203211294,2025,ANKARA,7
203211294,2025,ANTALYA,1
203211294,2025,AYDIN,4
203211294,2025,BALIKESİR,1
203211294,2025,BOSNA-HERSEK,1
203211294,2025,BURSA,1
203211294,2025,ÇANAKKALE,3
203211294,2025,DENİZLİ,2
203211294,2025,DÜZCE,1
203211294,2025,ESKİŞEHİR,1
203211294,2025,GAZİANTEP,1
203211294,2025,GİRESUN,1
203211294,2025,İSTANBUL,330
203211294,2025,İZMİR,4
203211294,2025,KARABÜK,1
203211294,2025,KIBRIS,1
203211294,2025,KIRKLARELİ,1
203211294,2025,KOCAELİ,6
203211294,2025,MUĞLA,6
203211294,2025,NEVŞEHİR,1
203211294,2025,SAKARYA,1
203211294,2025,SAMSUN,3
203211294,2025,TEKİRDAĞ,2
203211294,2025,YALOVA,4
203211294,2025,ZONGULDAK,1
203211291,2025,EDİRNE,1
203211291,2025,ESKİŞEHİR,1
203211291,2025,İSTANBUL,143
203211291,2025,İZMİR,2
203211291,2025,KOCAELİ,3
203211291,2025,MUĞLA,1
203211293,2025,İSTANBUL,105
203211293,2025,İZMİR,1
203211382,2025,ESKİŞEHİR,6
