yop_kodu,year,universite,tercih_sayisi,university_type
208610015,2025,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,5,devlet
208610015,2025,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,1,devlet
208610015,2025,ANKARA ÜNİVERSİTESİ,8,devlet
208610015,2025,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,3,devlet
208610015,2025,BOĞAZİÇİ ÜNİVERSİTESİ,14,devlet
208610015,2025,BURSA ULUDAĞ ÜNİVERSİTESİ,2,devlet
208610015,2025,DOKUZ EYLÜL ÜNİVERSİTESİ,2,devlet
208610015,2025,ERCİYES ÜNİVERSİTESİ,1,devlet
208610015,2025,GALATASARAY ÜNİVERSİTESİ,8,devlet
208610015,2025,GAZİANTEP ÜNİVERSİTESİ,1,devlet
208610015,2025,GEBZE TEKNİK ÜNİVERSİTESİ,1,devlet
208610015,2025,HACETTEPE ÜNİVERSİTESİ,5,devlet
208610015,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,4,devlet
208610015,2025,İSTANBUL ÜNİVERSİTESİ,12,devlet
208610015,2025,İZMİR DEMOKRASİ ÜNİVERSİTESİ,1,devlet
208610015,2025,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,1,devlet
208610015,2025,KOCAELİ ÜNİVERSİTESİ,1,devlet
208610015,2025,MARMARA ÜNİVERSİTESİ,12,devlet
208610015,2025,ONDOKUZ MAYIS ÜNİVERSİTESİ,1,devlet
208610015,2025,SAKARYA ÜNİVERSİTESİ,1,devlet
208610015,2025,SELÇUK ÜNİVERSİTESİ,2,devlet
208610015,2025,TÜRK-ALMAN ÜNİVERSİTESİ,3,devlet
208610015,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,1,devlet
208610015,2025,BAHÇEŞEHİR ÜNİVERSİTESİ,4,vakif
208610015,2025,ÇANKAYA ÜNİVERSİTESİ,1,vakif
208610015,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,1,vakif
208610015,2025,İBN HALDUN ÜNİVERSİTESİ,20,vakif
208610015,2025,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,1,vakif
208610015,2025,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,1,vakif
208610015,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,1,vakif
208610015,2025,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,1,vakif
208610015,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,2,vakif
208610015,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,2,vakif
208610015,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,1,vakif
208610015,2025,MALTEPE ÜNİVERSİTESİ,1,vakif
208610015,2025,YEDİTEPE ÜNİVERSİTESİ,1,vakif
208610087,2025,ABDULLAH GÜL ÜNİVERSİTESİ,1,devlet
208610087,2025,AKDENİZ ÜNİVERSİTESİ,2,devlet
208610087,2025,AKSARAY ÜNİVERSİTESİ,1,devlet
208610087,2025,ANADOLU ÜNİVERSİTESİ,2,devlet
208610087,2025,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,1,devlet
208610087,2025,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,2,devlet
208610087,2025,ANKARA ÜNİVERSİTESİ,4,devlet
208610087,2025,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,2,devlet
208610087,2025,BOĞAZİÇİ ÜNİVERSİTESİ,2,devlet
208610087,2025,BURSA ULUDAĞ ÜNİVERSİTESİ,1,devlet
208610087,2025,EGE ÜNİVERSİTESİ,1,devlet
208610087,2025,ERCİYES ÜNİVERSİTESİ,3,devlet
208610087,2025,GALATASARAY ÜNİVERSİTESİ,1,devlet
208610087,2025,HACETTEPE ÜNİVERSİTESİ,3,devlet
208610087,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,1,devlet
208610087,2025,İSTANBUL TEKNİK ÜNİVERSİTESİ,2,devlet
208610087,2025,İSTANBUL ÜNİVERSİTESİ,5,devlet
208610087,2025,KIRIKKALE ÜNİVERSİTESİ,1,devlet
208610087,2025,MARMARA ÜNİVERSİTESİ,7,devlet
208610087,2025,NECMETTİN ERBAKAN ÜNİVERSİTESİ,2,devlet
208610087,2025,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,5,devlet
208610087,2025,NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ,1,devlet
208610087,2025,ONDOKUZ MAYIS ÜNİVERSİTESİ,1,devlet
208610087,2025,SAKARYA ÜNİVERSİTESİ,1,devlet
208610087,2025,SAMSUN ÜNİVERSİTESİ,1,devlet
208610087,2025,SELÇUK ÜNİVERSİTESİ,2,devlet
208610087,2025,TÜRK-ALMAN ÜNİVERSİTESİ,1,devlet
208610087,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,2,devlet
208610087,2025,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,2,vakif
208610087,2025,BAŞKENT ÜNİVERSİTESİ,1,vakif
208610087,2025,İBN HALDUN ÜNİVERSİTESİ,27,vakif
208610087,2025,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,1,vakif
208610087,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,1,vakif
208610087,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,3,vakif
208610087,2025,İSTANBUL OKAN ÜNİVERSİTESİ,1,vakif
208610087,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,3,vakif
208610087,2025,KADİR HAS ÜNİVERSİTESİ,1,vakif
208610087,2025,KTO KARATAY ÜNİVERSİTESİ,2,vakif
208610087,2025,PİRİ REİS ÜNİVERSİTESİ,1,vakif
208610087,2025,ÜSKÜDAR ÜNİVERSİTESİ,2,vakif
208610087,2025,YEDİTEPE ÜNİVERSİTESİ,1,vakif
208610024,2025,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,2,devlet
208610024,2025,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,1,devlet
208610024,2025,ANKARA ÜNİVERSİTESİ,2,devlet
208610024,2025,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,3,devlet
208610024,2025,BOĞAZİÇİ ÜNİVERSİTESİ,1,devlet
208610024,2025,BURSA ULUDAĞ ÜNİVERSİTESİ,1,devlet
208610024,2025,GAZİ ÜNİVERSİTESİ,2,devlet
208610024,2025,HACETTEPE ÜNİVERSİTESİ,5,devlet
208610024,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,5,devlet
208610024,2025,İSTANBUL ÜNİVERSİTESİ,7,devlet
208610024,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,1,devlet
208610024,2025,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,1,devlet
208610024,2025,MARMARA ÜNİVERSİTESİ,8,devlet
208610024,2025,NECMETTİN ERBAKAN ÜNİVERSİTESİ,4,devlet
208610024,2025,SELÇUK ÜNİVERSİTESİ,3,devlet
208610024,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,2,devlet
208610024,2025,ANKARA MEDİPOL ÜNİVERSİTESİ,1,vakif
208610024,2025,BAHÇEŞEHİR ÜNİVERSİTESİ,1,vakif
208610024,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,2,vakif
208610024,2025,HALİÇ ÜNİVERSİTESİ,1,vakif
208610024,2025,İBN HALDUN ÜNİVERSİTESİ,31,vakif
208610024,2025,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,3,vakif
208610024,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,2,vakif
208610024,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,3,vakif
208610024,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,4,vakif
208610024,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,2,vakif
208610024,2025,İSTİNYE ÜNİVERSİTESİ,2,vakif
208610024,2025,PİRİ REİS ÜNİVERSİTESİ,2,vakif
208610024,2025,ÜSKÜDAR ÜNİVERSİTESİ,3,vakif
